scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,reportingStatus,observation,firstReported,firstReportedBy,Collection.List,firstReportedCollectionNumber,firstReportedGBIF,firstObservediNat,firstObservedBy,firstObservedID,notes,ID,statsCode,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name
Aulorhynchus flavidus,"Gill, 1861",,tubesnout,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Gasterosteoidei,,Aulorhynchidae,,,Aulorhynchus,flavidus,NA,,NA,native,SNR,NA,confirmed,observed,1994-02-27,Charlie Gibbs,PMLS,,NA,2009-11-13,Karolle Wall,iNat:97205567,,117568,FIS,accepted,117568,Aulorhynchus flavidus,Aulorhynchus flavidus
Aurelia labiata,"Chamisso & Eysenhardt, 1821",,moon jelly,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,Ulmaridae,Aureliinae,,Aurelia,labiata,NA,,NA,native,unlisted,NA,confirmed,observed,1996-09-28,Charlie Gibbs,PMLS,,NA,2015-06-21,Karolle Wall,iNat:3706338,,130235,CNI,accepted,130235,Aurelia labiata,Aurelia labiata
Axinopsida serricata,"(Carpenter, 1864)",,lenticular axinopsid,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Lucinida,,Thyasiroidea,Thyasiridae,,,Axinopsida,serricata,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03315,1898280832,,,,,977317,MOL,accepted,977317,Axinopsida serricata,Axinopsida serricata
Balaenoptera acutorostrata,"Lacépède, 1804",,northern minke whale,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Balaenopteridae,,,Balaenoptera,acutorostrata,NA,,NA,native,S4N (2006),NA,reported,unobserved,2004-10-04,Amy Rowley,BCCSN,,NA,,,,,41550,MAM,accepted,41550,Balaenoptera acutorostrata,Balaenoptera acutorostrata
Balaenoptera physalus,"(Linnaeus, 1758)",,fin whale,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Balaenopteridae,,,Balaenoptera,physalus,NA,,NA,native,S2N (2006),NA,reported,unobserved,2007-05-17,Amy Rowley,BCCSN,,NA,,,,,41562,MAM,accepted,41562,Balaenoptera physalus,Balaenoptera physalus
Balanophyllia (Balanophyllia) elegans,"Verrill, 1864",,orange cup coral,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,Dendrophylliidae,,,Balanophyllia,elegans,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2007-10-23,Jackson W.F. Chu,iNat:59908582,,51799,CNI,accepted,51799,Balanophyllia elegans,Balanophyllia elegans
Balanus crenatus,"Bruguière, 1789",,common acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Balanoidea,Balanidae,,,Balanus,crenatus,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,2019-01-25,awworld,iNat:19886394,,117672,ART,accepted,117672,Balanus crenatus,Balanus crenatus
Balanus glandula,"Darwin, 1854",,common acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Balanoidea,Balanidae,,,Balanus,glandula,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,2015-08-05,Andrew Simon,iNat:2599301,,81610,ART,accepted,81610,Balanus glandula,Balanus glandula
Balanus nubilus,"Darwin, 1854",,giant acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Balanoidea,Balanidae,,,Balanus,nubilus,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-002,NA,2008-11-09,Neil McDaniel,iNat:130989161,,49127,ART,accepted,49127,Balanus nubilus,Balanus nubilus
Balanus rostratus,"Hoek, 1883",,large acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Balanoidea,Balanidae,,,Balanus,rostratus,NA,,NA,native,unlisted,NA,confirmed,observed,1986-09-30,,RBCM,986-00197-026,1898319401,2023-09-10,"Dave ""Zeuss"" Cochrane",iNat:182740616,,782656,ART,accepted,782656,Balanus rostratus,Balanus rostratus
Balticina willemoesi,"(Kölliker, 1880)",,sea whip,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Scleralcyonacea,,Pennatuloidea,Balticinidae,,,Balticina,willemoesi,NA,,NA,native,unlisted,NA,reported,unobserved,2007-12-09,Andy Lamb,PMLS,,NA,,,,,1283181,CNI,accepted,1283181,Balticina willemoesi,Balticina willemoesi
Bankia setacea,"(Tryon, 1863)",,feathery shipworm,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Pholadoidea,Teredinidae,Bankiinae,,Bankia,setacea,NA,,NA,native,unlisted,NA,reported,unobserved,1999-10-02,Andy Lamb,PMLS,,NA,,,,,347368,MOL,accepted,347368,Bankia setacea,Bankia setacea
Barentsia sp.,,,nodding heads,Animalia,Entoprocta,,,,,,,,,Barentsiidae,,,Barentsia,,NA,,NA,,,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,,211513,MAR,accepted,211513,Barentsia,Barentsia
Bathydrilus litoreus,"Baker, 1983",,naidid worm,Animalia,Annelida,,,Clitellata,Oligochaeta,,Tubificida,Tubificina,,Naididae,Phallodrilinae,,Bathydrilus,litoreus,NA,,NA,native,unlisted,NA,reported,unobserved,1979-07-05,Randy Baker,RBCM,991-00598-001,1898264423,,,,,957359,WOR,accepted,957359,Bathydrilus litoreus,Bathydrilus litoreus
Bathypera feminalba,"Young & Vazquez, 1995",,tiny white tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Bathypera,feminalba,NA,,NA,native,unlisted,NA,reported,unobserved,2009-04-04,Andy Lamb,PMLS,,NA,,,,,800127,TUN,accepted,800127,Bathypera feminalba,Bathypera feminalba
Batillaria attramentaria,"(G.B. Sowerby II, 1855)",,Japanese false cerith,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Cerithioidea,Batillariidae,,,Batillaria,attramentaria,NA,,NA,non-native,unlisted,NA,new 2019,observed,,,,,NA,2019-05-05,John D Reynolds,iNat:25655199,,68783,MOL,accepted,68783,Batillaria attramentaria,Batillaria attramentaria
Beringraja binoculata,"(Girard, 1855)",,big skate,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,Rajidae,,,Beringraja,binoculata,NA,,NA,native,SNR,NA,reported,unobserved,1995-02-23,Charlie Gibbs,PMLS,,NA,,,,,607477,FIS,accepted,607477,Beringraja binoculata,Beringraja binoculata
Beringraja rhina,"Jordan & Gilbert, 1880",,longnose skate,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,Rajidae,,,Caliraja,rhina,NA,,NA,native,SNR,NA,reported,unobserved,2010-11-12,Andy Lamb,PMLS,,NA,,,,,883875,FIS,unaccepted,1433668,Caliraja rhina,Beringraja rhina
Beroe abyssicola,"Mortensen, 1927",,transluscent comb jelly,Animalia,Ctenophora,,,Nuda,,,Beroida,,,Beroidae,,,Beroe,abyssicola,NA,,NA,native,unlisted,NA,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,,NA,2020-05-09,catiemac,iNat:57175255,,1090851,CNI,accepted,1090851,Beroe abyssicola,Beroe abyssicola
Berryteuthis magister,"(Berry, 1913)",,schoolmaster armhook squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Oegopsida,,Onychoteuthoidea,Gonatidae,,,Berryteuthis,magister,NA,,NA,native,unlisted,NA,reported,unobserved,1956-01-29,W. Barraclough,RBCM,978-00057-002,1898322476,,,,,432390,MOL,accepted,432390,Berryteuthis magister,Berryteuthis magister
Berthella chacei,"(J.Q. Burch, 1944)",,white berthella,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,,Berthella,chacei,NA,,NA,native,unlisted,NA,confirmed,observed,2005-12-10,Andy Lamb,PMLS,,NA,2014-04-08,Karin Fletcher,iNat:68751809,,1081461,MOL,accepted,1081461,Berthella chacei,Berthella chacei
Bispira pacifica,"(Berkeley & Berkeley, 1954)",,twin-eyed feather duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Bispira,pacifica,NA,,NA,,,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,,781286,WOR,accepted,1199401,Bispira pacifica,Acromegalomma
Bolinopsis infundibulum,"(O.F. Müller, 1776)",,lobed sea gooseberry,Animalia,Ctenophora,,,Tentaculata,,,Lobata,,,Bolinopsidae,,,Bolinopsis,infundibulum,NA,,NA,native,unlisted,NA,confirmed,observed,1996-05-29,Charlie Gibbs,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976644,,492705,CNI,accepted,492705,Bolinopsis infundibulum,Bolinopsis infundibulum
Bolinopsis microptera,"(A. Agassiz, 1865)",,lobed sea gooseberry,Animalia,Ctenophora,,,Tentaculata,,,Lobata,,,Bolinopsidae,,,Bolinopsis,microptera,NA,,NA,native,unlisted,NA,new 2008,observed,,,,,NA,2008-05-22,Andrew Simon,iNat:116471946,,1419827,CNI,accepted,1419827,Bolinopsis microptera,Bolinopsis microptera
Boltenia villosa,"(Stimpson, 1864)",,hairy tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Boltenia,villosa,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,Andy Lamb,RBCM,986-00191-019,NA,2015-05-16,Peter Luckham,iNat:2854899,,194568,TUN,accepted,194568,Boltenia villosa,Boltenia villosa
Bopyroides hippolytes,"(Kröyer, 1838)",,shrimp parasitic isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Epicaridea,Bopyroidea,Bopyridae,Bopyrinae,,Bopyroides,hippolytes,NA,,NA,native,unlisted,NA,reported,unobserved,2010-07-17,Andy Lamb,PMLS,,NA,,,,,873867,ART,accepted,873867,Bopyroides hippolytes,Bopyroides hippolytes
Botrylloides violaceus,"Oka, 1927",,lined compound ascidian,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Botrylloides,violaceus,NA,,NA,non-native,unlisted,NA,confirmed,observed,2007-10-14,Andy Lamb,PMLS,,NA,2020-06-08,Jennifer Grant,iNat:49173196,,81776,TUN,accepted,81776,Botrylloides violaceus,Botrylloides violaceus
Bougainvillia sp.,,,cluster-tentacled jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Bougainvilliidae,,,Bougainvillia,,NA,,NA,,,NA,reported,unobserved,2008-10-05,Andy Lamb,PMLS,,NA,,,,,247135,CNI,accepted,247135,Bougainvillia,Bougainvillia
Amathia sp.,,,tubeworm fuzz,Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Vesicularina,Vesicularioidea,Vesiculariidae,,,Amathia,,NA,,NA,,,NA,reported,unobserved,2006-06-23,Andy Lamb,PMLS,,NA,,,,,195986,LOP,accepted,195986,Amathia,Amathia
Brachyistius frenatus,"Gill, 1862",,kelp perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Cichliformes,,,Embiotocidae,,,Brachyistius,frenatus,NA,,NA,native,SNR,NA,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,NA,2020-08-13,Andrew Simon,iNat:56373905,,117553,FIS,accepted,117553,Brachyistius frenatus,Brachyistius frenatus
Brosmophycis marginata,"(Ayres, 1854)",,red brotula,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Ophidiiformes,,,Bythitidae,,,Brosmophycis,marginata,NA,,NA,native,SNR,NA,reported,unobserved,2010-05-30,Andy Lamb,PMLS,,NA,,,,,215459,FIS,accepted,215459,Brosmophycis marginata,Brosmophycis marginata
Bugulina californica,"(Robertson, 1905)",,spiral bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Bugulina,californica,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,2017-05-26,Karolle Wall,iNat:7674532,,551808,LOP,accepted,551808,Bugulina californica,Bugulina californica
Cadlina klasmalmbergi,"Korshunova, Fletcher, Picton, Lundin, Kashio, N. Sanamyan, K. Sanamyan, Padula, Schrödl & Martynov, 2020",,Klas' yellow-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Cadlina,klasmalmbergi,NA,,NA,native,unlisted,NA,new 2013,observed,,,,,NA,2013-10-13,Peter Luckham,iNat:2976072,,1118728,MOL,accepted,1118728,Cadlina klasmalmbergi,Cadlina klasmalmbergi
Cadlina luteomarginata,"MacFarland, 1966",,yellow-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Cadlina,luteomarginata,NA,,NA,native,unlisted,NA,confirmed,observed,1985-07-29,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976038,,50146,MOL,accepted,50146,Cadlina luteomarginata,Cadlina luteomarginata
Cadlina modesta,"MacFarland, 1966",,modest cadlina,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Cadlina,modesta,NA,,NA,native,unlisted,NA,confirmed,observed,2006-06-23,Andy Lamb,PMLS,,NA,2014-04-08,Karin Fletcher,iNat:68751936,,47400,MOL,accepted,47400,Cadlina modesta,Cadlina modesta
Cadlina sylviaearleae,"Korshunova, Fletcher, Picton, Lundin, Kashio, N. Sanamyan, K. Sanamyan, Padula, Schrödl & Martynov, 2020",,yellow-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Cadlina,sylviaearleae,NA,,NA,native,unlisted,NA,new 2019,observed,,,,,NA,2019-05-04,Isabelle M. Côté,iNat:129284401,,1119320,MOL,accepted,1119320,Cadlina sylviaearleae,Cadlina sylviaearleae
Calliostoma annulatum,"(Lightfoot, 1786)",,purple-ringed topsnail,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,annulatum,NA,,NA,native,unlisted,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-040,NA,,,,,121181,MOL,accepted,121181,Calliostoma annulatum,Calliostoma annulatum
Calliostoma canaliculatum,"(Lightfoot, 1786)",,channeled topsnail,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,canaliculatum,NA,,NA,,,NA,new 2021,observed,,,,,NA,2021-04-20,Andrew Simon,iNat:74711605,,131198,MOL,accepted,131198,Calliostoma canaliculatum,Calliostoma canaliculatum
Calliostoma ligatum,"(Gould, 1849)",,blue topsnail,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,ligatum,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-008,NA,2016-02-07,Peter Luckham,iNat:2763492,,129920,MOL,accepted,129920,Calliostoma ligatum,Calliostoma ligatum
Calliostoma variegatum,"P. P. Carpenter, 1864",,,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,variegatum,NA,,NA,,,NA,new 2008,observed,,,,,NA,2008-05-22,Jackson W.F. Chu,iNat:116334870,,1215044,MOL,accepted,1215044,Calliostoma variegatum,Calliostoma variegatum
Cancer productus,"Randall, 1840",,red rock crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,Cancer,productus,NA,,NA,native,unlisted,NA,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976310,,47826,ART,accepted,47826,Cancer productus,Cancer productus
Caprella alaskana,"Mayer, 1903",,Alaskan skeleton shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Caprellidae,Caprellinae,,Caprella,alaskana,NA,,NA,native,unlisted,NA,reported,unobserved,2008-06-21,Andy Lamb,PMLS,,NA,,,,,508889,ART,accepted,508889,Caprella alaskana,Caprella alaskana
Caprella mutica,"Schurin, 1935",,Japanese skeleton shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Caprellidae,Caprellinae,,Caprella,mutica,NA,,NA,native,unlisted,NA,new 2019,observed,,,,,NA,2019-05-04,Emily Adamczyk,iNat:24697074,,64634,ART,accepted,64634,Caprella mutica,Caprella mutica
Caryophyllia (Caryophyllia) alaskensis,"Vaughan, 1941",,round tan cup coral,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,Caryophylliidae,,,Caryophyllia,alaskensis,NA,,NA,native,unlisted,NA,reported,unobserved,2009-02-14,Andy Lamb,PMLS,,NA,,,,,459907,CNI,accepted,459907,Caryophyllia alaskensis,Caryophyllia alaskensis
Catablema vesicarium nodulosum,"Bigelow, 1913",,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,,Catablema,vesicarium,NA,nodulosum,NA,native,unlisted,NA,new 2021,observed,,,,,NA,2021-04-11,Andrew Simon,iNat:73718029,,888777,CNI,accepted,888777,Catablema vesicarium nodulosum,Catablema vesicarium nodulosum
Catriona columbiana,"(O'Donoghue, 1922)",,British Columbia aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Trinchesiidae,,,Catriona,columbiana,NA,,NA,native,unlisted,NA,new 2014,observed,,,,,NA,2014-04-09,Karin Fletcher,iNat:68793495,,48973,MOL,accepted,48973,Catriona columbiana,Catriona columbiana
Caulibugula californica,"Robertson, 1905",,parasol bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Caulibugula,californica,NA,,NA,native,unlisted,NA,reported,unobserved,2007-12-15,Andy Lamb,PMLS,,NA,,,,,802658,LOP,accepted,802658,Caulibugula californica,Caulibugula californica
Cellaria diffusa,"Robertson, 1905",,spindly rabbit-ear bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Cellarioidea,Cellariidae,,,Cellaria,diffusa,NA,,NA,native,unlisted,NA,reported,unobserved,1995-02-24,Charlie Gibbs,PMLS,,NA,,,,,196077,LOP,accepted,196077,Cellaria diffusa,Cellaria diffusa
Celleporina robertsoniae,"(Canu & Bassler, 1923)",,rusty bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Celleporidae,,,Celleporina,robertsoniae,NA,,NA,native,unlisted,NA,reported,unobserved,1997-04-15,Donna Gibbs,PMLS,,NA,,,,misspelled Celleprina robertsoni,485340,LOP,accepted,485340,Celleporina robertsoniae,Celleporina robertsoniae
Ceramaster patagonicus,"(Sladen, 1889)",,orange cookie star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Goniasteridae,,,Ceramaster,patagonicus,NA,,NA,native,unlisted,NA,new 2008,observed,,,,,NA,2008-05-22,Jackson W.F. Chu,iNat:116334844,,537859,ECH,accepted,537859,Ceramaster patagonicus,Ceramaster patagonicus
Ceratostoma foliatum,"(Gmelin, 1791)",,leafy hornmouth,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Ceratostoma,foliatum,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-006,NA,2013-10-13,Peter Luckham,iNat:2976124,,116687,MOL,accepted,116687,Ceratostoma foliatum,Ceratostoma foliatum
Cerberilla mosslandica,"McDonald & Nybakken, 1975",,brown burrowing aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,,Cerberilla,mosslandica,NA,,NA,native,unlisted,NA,new 2018,observed,,,,,NA,2018-06-19,Karin Fletcher,iNat:68752651,,50477,MOL,accepted,50477,Cerberilla mosslandica,Cerberilla mosslandica
Cerebratulus sp.,,,sandy shore proboscis-worm,Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,Lineidae,,,Cerebratulus,,NA,,NA,,,NA,new 2019,observed,,,,,NA,2019-05-30,"Dave ""Zeuss"" Cochrane",iNat:26605416,,192649,WOR,accepted,192649,Cerebratulus,Cerebratulus
Chaetopterus variopedatus complex,"Cuvier, 1827",,U-shaped parchment tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Chaetopteridae,,,Chaetopterus,variopedatus,NA,,NA,,,NA,reported,unobserved,2006-03-05,Andy Lamb,PMLS,,NA,,,,,171303,WOR,accepted,216631,Chaetopterus variopedatus,Chaetopterus
Chelyosoma productum,"Stimpson, 1864",,disc-top tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Chelyosoma,productum,NA,,NA,native,unlisted,NA,reported,unobserved,1969-02-22,Andy Lamb,PMLS,,NA,,,,,428793,TUN,accepted,428793,Chelyosoma productum,Chelyosoma productum
Chirolophis decoratus,"(Jordan & Snyder, 1902)",,decorated warbonnet,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,Stichaeidae,Chirolophinae,,Chirolophis,decoratus,NA,,NA,native,SNR,NA,confirmed,observed,1993-08-16,Andy Lamb,PMLS,,NA,2023-08-09,"Dave ""Zeuss"" Cochrane",iNat:177622908,,216742,FIS,accepted,216742,Chirolophis decoratus,Chirolophis decoratus
Chirolophis nugator,"(Jordan & Williams, 1895)",,mosshead warbonnet,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,Stichaeidae,Chirolophinae,,Chirolophis,nugator,NA,,NA,native,SNR,NA,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,NA,2019-05-04,Isabelle M. Côté,iNat:24798244,,216743,FIS,accepted,216743,Chirolophis nugator,Chirolophis nugator
Chitonotus pugetensis,"(Steindachner, 1876)",,roughback sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Icelinae,,Chitonotus,pugetensis,NA,,NA,native,SNR,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,,216746,FIS,accepted,216746,Chitonotus pugetensis,Chitonotus pugetensis
Chlamys hastata,"(G.B. Sowerby II, 1842)",,spiny pink scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Chlamydini,Chlamys,hastata,NA,,NA,native,unlisted,NA,confirmed,observed,1962-01-01,Dan Quayle,RBCM,989-00923-001,1898302672,2013-10-13,Peter Luckham,iNat:2976031,,180013,MOL,accepted,180013,Chlamys hastata,Chlamys hastata
Chlamys rubida,"(Hinds, 1845)",,smooth pink scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Chlamydini,Chlamys,rubida,NA,,NA,native,unlisted,NA,reported,unobserved,1961-05-13,Dan Quayle,RBCM,982-00207-003,1898263421,,,,,84496,MOL,accepted,84496,Chlamys rubida,Chlamys rubida
Chone aurantiaca,"(Johnson, 1901)",,orange feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Chone,aurantiaca,NA,,NA,native,unlisted,NA,confirmed,observed,1999-05-04,Andy Lamb,PMLS,,NA,2023-05-28,"Dave ""Zeuss"" Cochrane",iNat:164555172,,356415,WOR,accepted,356415,Chone aurantiaca,Chone aurantiaca
Chorilia longipes,"Dana, 1851",,longhorn decorator crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,Pisinae,,Chorilia,longipes,NA,,NA,native,unlisted,NA,confirmed,observed,2008-05-22,Jackson W.F. Chu,Chu (2010),,NA,2009-10-03,Jackson W.F. Chu,iNat:8624646,,459559,ART,accepted,459559,Chorilia longipes,Chorilia longipes
Chromopleustes oculatus,"(Holmes, 1908)",,black-and-white sea flea,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochoidea,Pleustidae,Parapleustinae,,Chromopleustes,oculatus,NA,,NA,native,unlisted,NA,reported,unobserved,1995-02-24,Charlie Gibbs,PMLS,,NA,,,,,796029,ART,accepted,796029,Chromopleustes oculatus,Chromopleustes oculatus
Chthamalus dalli,"Pilsbry, 1916",,small acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Chthamaloidea,Chthamalidae,,,Chthamalus,dalli,NA,,NA,native,unlisted,NA,confirmed,observed,2008-02-16,Andy Lamb,PMLS,,NA,2015-08-05,Andrew Simon,iNat:2599308,,129910,ART,accepted,129910,Chthamalus dalli,Chthamalus dalli
