"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date","residencyStatus"
"Setophaga virens","Gmelin","Black-throated Green Warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Setophaga","virens",NA,NA,NA,"S3B","Apr 2024","Blue",NA,NA,NA,NA,NA,"accidental"
"Sialia currucoides","Bechstein","Mountain Bluebird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Turdidae",NA,NA,"Sialia","currucoides",NA,NA,NA,"S4S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant (rare)"
"Sialia mexicana","Swainson","Western Bluebird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Turdidae",NA,NA,"Sialia","mexicana",NA,NA,NA,"S4B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"accidental"
"Sitta canadensis","L.","Red-breasted Nuthatch","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Sittidae",NA,NA,"Sitta","canadensis",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Sitta carolinensis","Latham","White-breasted Nuthatch","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Sittidae",NA,NA,"Sitta","carolinensis",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"accidental"
"Sitta pygmaea",NA,"Pygmy Nuthatch","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Sittidae",NA,NA,"Sitta","pygmaea",NA,NA,NA,"S4","Mar 2015","Yellow",NA,NA,NA,NA,NA,"accidental"
"Somateria mollissima",NA,"Common Eider","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Somateria","mollissima",NA,NA,NA,"SNA","Mar 2015","Accidental",NA,NA,NA,NA,NA,"accidental"
"Spatula clypeata","L.","Northern Shoveler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Spatula","clypeata",NA,NA,NA,"S5B,S5N","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Spatula cyanoptera","Vieillot","Cinnamon Teal","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Spatula","cyanoptera",NA,NA,NA,"S4B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant, breeding?"
"Spatula discors","L.","Blue-winged Teal","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Spatula","discors",NA,NA,NA,"S4S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant, breeding?"
"Spatula querquedula",NA,"Garganey","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Spatula","querquedula",NA,NA,NA,"SNA","Mar 2015","Accidental",NA,NA,NA,NA,NA,"accidental"
"Sphyrapicus nuchalis","Gmelin","Red-naped Sapsucker","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Piciformes",NA,NA,NA,"Picidae","Picinae","Melanerpini","Sphyrapicus","nuchalis",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"accidental"
"Sphyrapicus ruber","Gmelin","Red-breasted Sapsucker","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Piciformes",NA,NA,NA,"Picidae","Picinae","Melanerpini","Sphyrapicus","ruber",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Sphyrapicus varius",NA,"Yellow-bellied Sapsucker","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Piciformes",NA,NA,NA,"Picidae","Picinae","Melanerpini","Sphyrapicus","varius",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"accidental"
"Spinus pinus","Wilson","Pine Siskin","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Fringillidae",NA,NA,"Spinus","pinus",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Spinus tristis","L.","American Goldfinch","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Fringillidae",NA,NA,"Spinus","tristis",NA,NA,NA,"S4","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding, winter (rare)"
"Spizella breweri breweri",NA,"Sagebrush Brewer's Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Spizella","breweri",NA,"Spizella breweri breweri",NA,"S2S3B","Apr 2025","Blue",NA,NA,NA,NA,NA,"accidental"
"Spizella pallida",NA,"Clay-colored Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Spizella","pallida",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant (rare)"
"Spizella passerina","Bechstein","Chipping Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Spizella","passerina",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
"Spizella pusilla","Wilson","Field Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Spizella","pusilla",NA,NA,NA,"SNA","Apr 2024","Accidental",NA,NA,NA,NA,NA,"accidental"
"Spizelloides arborea","Wilson","American Tree Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Spizelloides","arborea",NA,NA,NA,"S4B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"winter (rare)"
"Stelgidopteryx serripennis","Audubon","Northern Rough-winged Swallow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Hirundinidae",NA,NA,"Stelgidopteryx","serripennis",NA,NA,NA,"S4S5B","Mar 2022","Yellow",NA,NA,NA,NA,NA,"breeding"
"Stercorarius longicaudus","Vieillot","Long-tailed Jaeger","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Stercorariidae",NA,NA,"Stercorarius","longicaudus",NA,NA,NA,"S4M","Apr 2025","Yellow",NA,NA,NA,NA,NA,"passage migrant (rare)"
"Stercorarius parasiticus","L.","Parasitic Jaeger","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Stercorariidae",NA,NA,"Stercorarius","parasiticus",NA,NA,NA,"S1B,SUM","Mar 2022","Red",NA,NA,NA,NA,NA,"passage migrant (rare)"
"Sterna forsteri","Nuttall","Forster's Tern","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Laridae","Sterninae",NA,"Sterna","forsteri",NA,NA,NA,"S1B","Mar 2022","Red","Data Deficient","May 1996",NA,NA,NA,"accidental"
"Sterna hirundo","L.","Common Tern","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Laridae","Sterninae",NA,"Sterna","hirundo",NA,NA,NA,"S3S4M","May 2025","Blue","Not at Risk","May 1998",NA,NA,NA,"passage migrant (rare)"
"Streptopelia decaocto","Frivaldszky","Eurasian Collared-Dove","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Columbiformes",NA,NA,NA,"Columbidae",NA,NA,"Streptopelia","decaocto",NA,NA,NA,"SNA","Jan 2009","Exotic",NA,NA,NA,NA,NA,"introduced"
"Strix nebulosa","Forster","Great Gray Owl","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Strigiformes",NA,NA,NA,"Strigidae",NA,NA,"Strix","nebulosa",NA,NA,NA,"S4","Mar 2015","Yellow","Not at Risk","May 1996",NA,NA,NA,"accidental"
"Strix occidentalis","Xantus de Vasey","Spotted Owl","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Strigiformes",NA,NA,NA,"Strigidae",NA,NA,"Strix","occidentalis",NA,NA,NA,"S1","Apr 2018","Red","Endangered","Mar 2008","1","Endangered","Jun 2003","extirpated?"
"Strix varia","Barton","Barred Owl","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Strigiformes",NA,NA,NA,"Strigidae",NA,NA,"Strix","varia",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Sturnella neglecta","Audubon","Western Meadowlark","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Icteridae",NA,NA,"Sturnella","neglecta",NA,NA,NA,"S4?B,SNRN","Mar 2022","Yellow",NA,NA,NA,NA,NA,"passage migrant, winter"
"Sturnus vulgaris","L.","European Starling","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Sturnidae",NA,NA,"Sturnus","vulgaris",NA,NA,NA,"SNA","Apr 2024","Exotic",NA,NA,NA,NA,NA,"introduced"
"Surnia ulula",NA,"Northern Hawk Owl","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Strigiformes",NA,NA,NA,"Strigidae",NA,NA,"Surnia","ulula",NA,NA,NA,"S4S5","Mar 2015","Yellow","Not at Risk","May 1992",NA,NA,NA,"irregular transient"
"Synthliboramphus antiquus","Gmelin","Ancient Murrelet","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Alcidae",NA,NA,"Synthliboramphus","antiquus",NA,NA,NA,"S2S3B,S4N","Mar 2022","Blue","Special Concern","Nov 2014","1","Special Concern","Aug 2006","winter (rare)"
"Tachycineta bicolor","Viellot","Tree Swallow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Hirundinidae",NA,NA,"Tachycineta","bicolor",NA,NA,NA,"S5B","Mar 2022","Yellow",NA,NA,NA,NA,NA,"breeding"
"Tachycineta thalassina","Swainson","Violet-green Swallow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Hirundinidae",NA,NA,"Tachycineta","thalassina",NA,NA,NA,"S5B","Mar 2022","Yellow",NA,NA,NA,NA,NA,"breeding"
"Thryomanes bewickii","Audubon","Bewick's Wren","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Troglodytidae",NA,NA,"Thryomanes","bewickii",NA,NA,NA,"S4","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Toxostoma rufum",NA,"Brown Thrasher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Mimidae",NA,NA,"Toxostoma","rufum",NA,NA,NA,"SNA","Apr 2024","Accidental",NA,NA,NA,NA,NA,"accidental"
"Tringa flavipes","Gmelin","Lesser Yellowlegs","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Tringa","flavipes",NA,NA,NA,"S3S4B","Mar 2022","Blue","Threatened","Nov 2020",NA,NA,NA,"passage migrant"
"Tringa incana","Gmelin","Wandering Tattler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Tringa","incana",NA,NA,NA,"S3B","Apr 2024","Blue",NA,NA,NA,NA,NA,"passage migrant (rare), winter (rare)"
"Tringa melanoleuca","Gmelin","Greater Yellowlegs","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Tringa","melanoleuca",NA,NA,NA,"S4","Apr 2025","Yellow",NA,NA,NA,NA,NA,"passage migrant"
"Tringa solitaria","Wilson","Solitary Sandpiper","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Tringa","solitaria",NA,NA,NA,"S5B","Apr 2025","Yellow",NA,NA,NA,NA,NA,"passage migrant"
"Troglodytes aedon","Vieillot","Northern House Wren","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Troglodytidae",NA,NA,"Troglodytes","aedon",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
"Troglodytes pacificus","Baird","Pacific Wren","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Troglodytidae",NA,NA,"Troglodytes","pacificus",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Turdus migratorius","L.","American Robin","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Turdidae",NA,NA,"Turdus","migratorius",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Tyrannus tyrannus","L.","Eastern Kingbird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Tyrannidae",NA,NA,"Tyrannus","tyrannus",NA,NA,NA,"S4B","Mar 2022","Yellow",NA,NA,NA,NA,NA,"breeding"
"Tyrannus verticalis","Say","Western Kingbird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Tyrannidae",NA,NA,"Tyrannus","verticalis",NA,NA,NA,"S4S5B","Mar 2022","Yellow",NA,NA,NA,NA,NA,"passage migrant (rare)"
"Tyto alba","Scopoli","Western Barn Owl","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Strigiformes",NA,NA,NA,"Tytonidae",NA,NA,"Tyto","alba",NA,NA,NA,"S3","2022","Blue","Threatened",NA,"1","Threatened","2018","permanent"
"Uria aalge","Pontoppidan","Common Murre","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Alcidae",NA,NA,"Uria","aalge",NA,NA,NA,"S2B,S3S4N","Mar 2015","Red",NA,NA,NA,NA,NA,"passage migrant, winter"
"Urile pelagicus",NA,"Pelagic Cormorant","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Suliformes",NA,NA,NA,"Phalacrocoracidae",NA,NA,"Urile","pelagicus",NA,NA,NA,"S4","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Urile penicillatus",NA,"Brandt's Cormorant","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Suliformes",NA,NA,NA,"Phalacrocoracidae",NA,NA,"Urile","penicillatus",NA,NA,NA,"S1B,S4N","Mar 2015","Red",NA,NA,NA,NA,NA,"permanent (non-breeding)"
"Vireo cassinii","Xantus de Vasey","Cassin's Vireo","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Vireonidae",NA,NA,"Vireo","cassinii",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
"Vireo gilvus","Viellot","Warbling Vireo","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Vireonidae",NA,NA,"Vireo","gilvus",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
"Vireo huttoni","Cassin","Hutton's Vireo","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Vireonidae",NA,NA,"Vireo","huttoni",NA,NA,NA,"S4","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Vireo olivaceus","L.","Red-eyed Vireo","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Vireonidae",NA,NA,"Vireo","olivaceus",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
"Xanthocephalus xanthocephalus","Bonaparte","Yellow-headed Blackbird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Icteridae",NA,NA,"Xanthocephalus","xanthocephalus",NA,NA,NA,"S4B","Jan 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant, breeding?"
"Zenaida macroura","L.","Mourning Dove","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Columbiformes",NA,NA,NA,"Columbidae",NA,NA,"Zenaida","macroura",NA,NA,NA,"S4?B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant, breeding?"
"Zonotrichia albicollis","Gmelin","White-throated Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Zonotrichia","albicollis",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"winter (rare)"
"Zonotrichia atricapilla","Gmelin","Golden-crowned Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Zonotrichia","atricapilla",NA,NA,NA,"S5?B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"winter"
"Zonotrichia leucophrys","Forster","White-crowned Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Zonotrichia","leucophrys",NA,NA,NA,"S5","Nov 2011","Yellow",NA,NA,NA,NA,NA,"breeding"
"Zonotrichia querula","Nuttall","Harris's Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Zonotrichia","querula",NA,NA,NA,"SUM","Mar 2015","Unknown","Special Concern","Apr 2017",NA,NA,NA,"accidental"
