Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,new_year,Reporting.Status.simple,Family_std,Taxon_std,Reporting_raw_std,Reporting_simple_std,Collector_std,Observer_std,Historical_date_std,First_observed_std,iNat_URL_raw_std,iNat_ID_raw_std,Collection_std,Accession_std,new_year_std,status_std,historical_year,observed_year,Family_label
Pheucticus melanocephalus,"(Swainson, 1827)",,black-headed grosbeak,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Cardinalidae,,NA,Pheucticus,melanocephalus,NA,,NA,native,S5B (2016),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-05-14,Sarah Tweedale,iNat:4039998,,10274,BIR,NA,confirmed,Cardinalidae,Pheucticus melanocephalus,confirmed,confirmed,Galiano Naturalist,Sarah Tweedale,2016,2015-05-14,iNat:4039998,10274,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,"Cardinals, grosbeaks & buntings (Cardinalidae)"
Pica hudsonia,"Sabine, 1823",,black-billed magpie,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Corvidae,,NA,Pica,hudsonia,NA,,NA,native,S5 (2015),NA,new 2020,observed,NA,NA,,,NA,2020-04-18,Michael Hoebel,iNat:42526363,“accidental” species on the southern Vancouver Island checklist,143853,BIR,2020,new,Corvidae,Pica hudsonia,new 2020,new,NA,Michael Hoebel,NA,2020-04-18,iNat:42526363,143853,NA,NA,2020,new,NA,2020,"Crows, ravens & jays (Corvidae)"
Pipilo maculatus,"Swainson, 1827",,spotted towhee,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Pipilo,maculatus,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-07-07,Dan MacNeal,iNat:18609827,,9420,BIR,NA,confirmed,Passerellidae,Pipilo maculatus,confirmed,confirmed,Galiano Naturalist,Dan MacNeal,2016,2013-07-07,iNat:18609827,9420,Galiano Bird Checklist,NA,NA,confirmed,2016,2013,New World sparrows (Passerellidae)
Piranga ludoviciana,"(Wilson, 1811)",,western tanager,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Cardinalidae,,NA,Piranga,ludoviciana,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-07-07,Dan MacNeal,iNat:18609823,,9919,BIR,NA,confirmed,Cardinalidae,Piranga ludoviciana,confirmed,confirmed,Galiano Naturalist,Dan MacNeal,2016,2013-07-07,iNat:18609823,9919,Galiano Bird Checklist,NA,NA,confirmed,2016,2013,"Cardinals, grosbeaks & buntings (Cardinalidae)"
Podiceps auritus,"(Linnaeus, 1758)",,horned grebe,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Podicipediformes,NA,NA,Podicipedidae,,NA,Podiceps,auritus,NA,,NA,native,"S4B, SNRN (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2014-01-04,Michael Hoebel,iNat:4046939,,4209,BIR,NA,confirmed,Podicipedidae,Podiceps auritus,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2014-01-04,iNat:4046939,4209,Galiano Bird Checklist,NA,NA,confirmed,2016,2014,Grebes (Podicipedidae)
Podiceps grisegena,"(Boddaert, 1783)",,red-necked grebe,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Podicipediformes,NA,NA,Podicipedidae,,NA,Podiceps,grisegena,NA,,NA,native,S5?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2022-09-02,Liam Steele,iNat:135679353,,4224,BIR,NA,confirmed,Podicipedidae,Podiceps grisegena,confirmed,confirmed,Galiano Naturalist,Liam Steele,2016,2022-09-02,iNat:135679353,4224,Galiano Bird Checklist,NA,NA,confirmed,2016,2022,Grebes (Podicipedidae)
Podiceps nigricollis,"Brehm, 1831",,eared grebe,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Podicipediformes,NA,NA,Podicipedidae,,NA,Podiceps,nigricollis,NA,,NA,native,S3B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Podicipedidae,Podiceps nigricollis,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,Grebes (Podicipedidae)
Podilymbus podiceps,"(Linnaeus, 1758)",,pied-billed grebe,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Podicipediformes,NA,NA,Podicipedidae,,NA,Podilymbus,podiceps,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2020-07-04,blakedanis,iNat:51983215,,4246,BIR,NA,confirmed,Podicipedidae,Podilymbus podiceps,confirmed,confirmed,Galiano Naturalist,blakedanis,2016,2020-07-04,iNat:51983215,4246,Galiano Bird Checklist,NA,NA,confirmed,2016,2020,Grebes (Podicipedidae)
Poecile rufescens,"(Townsend, 1837)",,chestnut-backed chickadee,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Paridae,,NA,Poecile,rufescens,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-07-25,lesfreck,iNat:86518608,,144820,BIR,NA,confirmed,Paridae,Poecile rufescens,confirmed,confirmed,Galiano Naturalist,lesfreck,2016,2011-07-25,iNat:86518608,144820,Galiano Bird Checklist,NA,NA,confirmed,2016,2011,Chickadees & tits (Paridae)
Progne subis arboricola,"(Linnaeus, 1758)","Behle, WH 1968",purple martin,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Hirundinidae,,NA,Progne,subis,NA,arboricola,NA,native,S3B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-21,Peter Taylor,iNat:103195944,reported as Progne subis,345123,BIR,NA,confirmed,Hirundinidae,Progne subis arboricola,confirmed,confirmed,Galiano Naturalist,Peter Taylor,2016,2015-06-21,iNat:103195944,345123,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Swallows & martins (Hirundinidae)
Psaltriparus minimus,"(Townsend, 1837)",,bushtit,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Aegithalidae,,NA,Psaltriparus,minimus,NA,,NA,native,S4B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-04-14,Michael Hoebel,iNat:4046836,,7266,BIR,NA,confirmed,Aegithalidae,Psaltriparus minimus,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2013-04-14,iNat:4046836,7266,Galiano Bird Checklist,NA,NA,confirmed,2016,2013,Long-tailed tits (Aegithalidae)
Rallus limicola,"Vieillot, 1819",,Virginia rail,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Gruiformes,NA,NA,Rallidae,,NA,Rallus,limicola,NA,,NA,native,S4S5 (2015),NA,new 2016,observed,NA,NA,,,NA,2016-09-07,Romayne Galager,iNat:4112274,,243,BIR,2016,new,Rallidae,Rallus limicola,new 2016,new,NA,Romayne Galager,NA,2016-09-07,iNat:4112274,243,NA,NA,2016,new,NA,2016,"Rails, gallinules & coots (Rallidae)"
Regulus satrapa,"(Lichtenstein, 1823)",,golden-crowned kinglet,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Regulidae,,NA,Regulus,satrapa,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2009-07-26,Cameron Deckert,iNat:19139375,,117100,BIR,NA,confirmed,Regulidae,Regulus satrapa,confirmed,confirmed,Galiano Naturalist,Cameron Deckert,2016,2009-07-26,iNat:19139375,117100,Galiano Bird Checklist,NA,NA,confirmed,2016,2009,Kinglets (Regulidae)
Salpinctes obsoletus,"(Say, T 1822)",,rock wren,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Troglodytidae,,NA,Salpinctes,obsoletus,NA,,NA,native,S4S5B (2015),NA,new 2024,observed,NA,NA,,,NA,2024-09-29,Sean Vanderluit,iNat:244831966,,7486,BIR,2024,new,Troglodytidae,Salpinctes obsoletus,new 2024,new,NA,Sean Vanderluit,NA,2024-09-29,iNat:244831966,7486,NA,NA,2024,new,NA,2024,Wrens (Troglodytidae)
Selasphorus rufus,"(Gmelin, 1788)",,rufous hummingbird,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Caprimulgiformes,NA,NA,Trochilidae,,NA,Selasphorus,rufus,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2003-07-30,Shera Street,iNat:2635133,,6363,BIR,NA,confirmed,Trochilidae,Selasphorus rufus,confirmed,confirmed,Galiano Naturalist,Shera Street,2016,2003-07-30,iNat:2635133,6363,Galiano Bird Checklist,NA,NA,confirmed,2016,2003,Hummingbirds (Trochilidae)
Setophaga aestiva,"(Gmelin, JF 1789)",,northern yellow warbler,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Parulidae,,NA,Setophaga,aestiva,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2023-05-28,Zeke Gilmore,iNat:165237907,reported as Setophaga petechia,1188207,BIR,NA,confirmed,Parulidae,Setophaga aestiva,confirmed,confirmed,Galiano Naturalist,Zeke Gilmore,2016,2023-05-28,iNat:165237907,1188207,Galiano Bird Checklist,NA,NA,confirmed,2016,2023,Wood-warblers (Parulidae)
Setophaga coronata auduboni,"(Linnaeus, 1766)","(Townsend, 1837)",Audubon's warbler,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Parulidae,,NA,Setophaga,coronata,NA,auduboni,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-03-26,Sarah Tweedale,iNat:2928685,,126562,BIR,NA,confirmed,Parulidae,Setophaga coronata auduboni,confirmed,confirmed,Galiano Naturalist,Sarah Tweedale,2016,2016-03-26,iNat:2928685,126562,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,Wood-warblers (Parulidae)
Setophaga coronata coronata,"(Linnaeus, 1766)","(Linnaeus, 1766)",myrtle warbler,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Parulidae,,NA,Setophaga,coronata,NA,coronata,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-05-01,Michael Hoebel,iNat:19562466,,132704,BIR,NA,confirmed,Parulidae,Setophaga coronata coronata,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2011-05-01,iNat:19562466,132704,Galiano Bird Checklist,NA,NA,confirmed,2016,2011,Wood-warblers (Parulidae)
Setophaga nigrescens,"(Townsend, 1837)",,black-throated gray warbler,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Parulidae,,NA,Setophaga,nigrescens,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2014-05-10,Michael Hoebel,iNat:4046971,,145254,BIR,NA,confirmed,Parulidae,Setophaga nigrescens,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2014-05-10,iNat:4046971,145254,Galiano Bird Checklist,NA,NA,confirmed,2016,2014,Wood-warblers (Parulidae)
Setophaga townsendi,"(Townsend, 1837)",,Townsend's warbler,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Parulidae,,NA,Setophaga,townsendi,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2014-04-21,Michael Hoebel,iNat:19548141,,145255,BIR,NA,confirmed,Parulidae,Setophaga townsendi,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2014-04-21,iNat:19548141,145255,Galiano Bird Checklist,NA,NA,confirmed,2016,2014,Wood-warblers (Parulidae)
Sialia currucoides,"(Bechstein, 1798)",,mountain bluebird,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Turdidae,,NA,Sialia,currucoides,NA,,NA,native,S4S5B (2015),NA,new 2023,observed,NA,NA,,,NA,2023-04-26,Kevin Toomer,iNat:156826200,,12936,BIR,2023,new,Turdidae,Sialia currucoides,new 2023,new,NA,Kevin Toomer,NA,2023-04-26,iNat:156826200,12936,NA,NA,2023,new,NA,2023,Thrushes (Turdidae)
Sitta canadensis,"Linnaeus, 1766",,red-breasted nuthatch,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Sittidae,,NA,Sitta,canadensis,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-02-23,Andrew Simon,iNat:2711391,,14823,BIR,NA,confirmed,Sittidae,Sitta canadensis,confirmed,confirmed,Galiano Naturalist,Andrew Simon,2016,2016-02-23,iNat:2711391,14823,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,Nuthatches (Sittidae)
Spatula clypeata,"(Linnaeus, 1758)",,northern shoveler,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,Anatidae,,NA,Spatula,clypeata,NA,,NA,native,"S5B,S5N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2024-10-11,Tobin Sparling (he/him),iNat:247072010,reported as Anas clypeata,558438,BIR,NA,confirmed,Anatidae,Spatula clypeata,confirmed,confirmed,Galiano Naturalist,Tobin Sparling (he/him),2016,2024-10-11,iNat:247072010,558438,Galiano Bird Checklist,NA,NA,confirmed,2016,2024,"Ducks, geese & swans (Anatidae)"
Sphyrapicus nuchalis,"Baird, 1858",,red-naped sapsucker,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Piciformes,NA,NA,Picidae,,NA,Sphyrapicus,nuchalis,NA,,NA,native,S5B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Picidae,Sphyrapicus nuchalis,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,Woodpeckers (Picidae)
Sphyrapicus ruber,"(Gmelin, 1788)",,red-breasted sapsucker,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Piciformes,NA,NA,Picidae,,NA,Sphyrapicus,ruber,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-19,Bridgit Spencer,iNat:2677221,,18464,BIR,NA,confirmed,Picidae,Sphyrapicus ruber,confirmed,confirmed,Galiano Naturalist,Bridgit Spencer,2016,2015-06-19,iNat:2677221,18464,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Woodpeckers (Picidae)
Spinus pinus,"(Wilson, 1810)",,pine siskin,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Fringillidae,,NA,Spinus,pinus,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-02-28,Michael Hoebel,iNat:18908805,,145304,BIR,NA,confirmed,Fringillidae,Spinus pinus,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2010-02-28,iNat:18908805,145304,Galiano Bird Checklist,NA,NA,confirmed,2016,2010,Finches (Fringillidae)
Spinus tristis,"(Linnaeus, 1758)",,American goldfinch,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Fringillidae,,NA,Spinus,tristis,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-07-23,Andrew Simon,iNat:3781422,,145310,BIR,NA,confirmed,Fringillidae,Spinus tristis,confirmed,confirmed,Galiano Naturalist,Andrew Simon,2016,2016-07-23,iNat:3781422,145310,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,Finches (Fringillidae)
Spizella passerina,"(Bechstein, 1798)",,chipping sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Spizella,passerina,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-04-23,Lauren Magner,iNat:3040843,,9135,BIR,NA,confirmed,Passerellidae,Spizella passerina,confirmed,confirmed,Galiano Naturalist,Lauren Magner,2016,2016-04-23,iNat:3040843,9135,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,New World sparrows (Passerellidae)
Stelgidopteryx serripennis,"(Audubon, 1838)",,northern rough-winged swallow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Hirundinidae,,NA,Stelgidopteryx,serripennis,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-05-10,Michael Hoebel,iNat:4046993,,11970,BIR,NA,confirmed,Hirundinidae,Stelgidopteryx serripennis,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2011-05-10,iNat:4046993,11970,Galiano Bird Checklist,NA,NA,confirmed,2016,2011,Swallows & martins (Hirundinidae)
Sterna hirundo,"Linnaeus, 1758",,common tern,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Laridae,Sterninae,NA,Sterna,hirundo,NA,,NA,native,SUM (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Laridae,Sterna hirundo,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,"Gulls, terns & skimmers (Laridae)"
Streptopelia decaocto,"(Frivaldszky, 1838)",,Eurasian collared dove,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Columbiformes,NA,NA,Columbidae,,NA,Streptopelia,decaocto,NA,,NA,exotic,unlisted,NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2018-05-20,Sarah Tweedale,iNat:12652453,,2969,BIR,NA,confirmed,Columbidae,Streptopelia decaocto,confirmed,confirmed,Galiano Naturalist,Sarah Tweedale,2016,2018-05-20,iNat:12652453,2969,Galiano Bird Checklist,NA,NA,confirmed,2016,2018,Pigeons & doves (Columbidae)
Strix varia,"Barton, 1799",,barred owl,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Strigiformes,NA,NA,Strigidae,,NA,Strix,varia,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-07-07,Karolle Wall,iNat:13132927,,19893,BIR,NA,confirmed,Strigidae,Strix varia,confirmed,confirmed,Galiano Naturalist,Karolle Wall,2016,2010-07-07,iNat:13132927,19893,Galiano Bird Checklist,NA,NA,confirmed,2016,2010,Typical owls (Strigidae)
Sturnella neglecta,"Audubon, 1844",,western meadowlark,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Icteridae,,NA,Sturnella,neglecta,NA,,NA,native,SXB (2010),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2022-11-06,lornasdr,iNat:141331288,,9535,BIR,NA,confirmed,Icteridae,Sturnella neglecta,confirmed,confirmed,Galiano Naturalist,lornasdr,2016,2022-11-06,iNat:141331288,9535,Galiano Bird Checklist,NA,NA,confirmed,2016,2022,"Blackbirds, orioles & meadowlarks (Icteridae)"
Sturnus vulgaris,"Linnaeus, 1758",,European starling,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Sturnidae,,NA,Sturnus,vulgaris,NA,,NA,exotic,unlisted,NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2008-05-10,Michael Hoebel,iNat:19548204,,14850,BIR,NA,confirmed,Sturnidae,Sturnus vulgaris,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2008-05-10,iNat:19548204,14850,Galiano Bird Checklist,NA,NA,confirmed,2016,2008,Starlings (Sturnidae)
Synthliboramphus antiquus,"(Gmelin, 1789)",,ancient murrelet,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Alcidae,,NA,Synthliboramphus,antiquus,NA,,NA,native,"S2S3B,S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2019-10-26,W. Cartwright,iNat:35634215,,4561,BIR,NA,confirmed,Alcidae,Synthliboramphus antiquus,confirmed,confirmed,Galiano Naturalist,W. Cartwright,2016,2019-10-26,iNat:35634215,4561,Galiano Bird Checklist,NA,NA,confirmed,2016,2019,"Auks, murres & puffins (Alcidae)"
Tachycineta bicolor,"(Vieillot, 1808)",,tree swallow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Hirundinidae,,NA,Tachycineta,bicolor,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-06-03,Adam Huggins,iNat:3386978,,11935,BIR,NA,confirmed,Hirundinidae,Tachycineta bicolor,confirmed,confirmed,Galiano Naturalist,Adam Huggins,2016,2016-06-03,iNat:3386978,11935,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,Swallows & martins (Hirundinidae)
Tachycineta thalassina,"(Swainson, 1827)",,violet-green swallow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Hirundinidae,,NA,Tachycineta,thalassina,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-07-26,Andrew Simon,iNat:3766312,,11931,BIR,NA,confirmed,Hirundinidae,Tachycineta thalassina,confirmed,confirmed,Galiano Naturalist,Andrew Simon,2016,2016-07-26,iNat:3766312,11931,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,Swallows & martins (Hirundinidae)
Thryomanes bewickii,"P.L. Sclater, 1862",,Bewick’s wren,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Troglodytidae,,NA,Thryomanes,bewickii,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-05-10,Michael Hoebel,iNat:19548265,,7576,BIR,NA,confirmed,Troglodytidae,Thryomanes bewickii,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2015-05-10,iNat:19548265,7576,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Wrens (Troglodytidae)
Tringa flavipes,"(Gmelin, 1789)",,lesser yellowlegs,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Scolopacidae,,NA,Tringa,flavipes,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-09-05,Sarah Tweedale,iNat:4041686,,3893,BIR,NA,confirmed,Scolopacidae,Tringa flavipes,confirmed,confirmed,Galiano Naturalist,Sarah Tweedale,2016,2016-09-05,iNat:4041686,3893,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,Sandpipers & allies (Scolopacidae)
Tringa melanoleuca,"(Gmelin, 1789)",,greater yellowlegs,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Scolopacidae,,NA,Tringa,melanoleuca,NA,,NA,native,"S5B, SUN (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2025-09-10,Sophia Silverman,iNat:313112302,,3892,BIR,NA,confirmed,Scolopacidae,Tringa melanoleuca,confirmed,confirmed,Galiano Naturalist,Sophia Silverman,2016,2025-09-10,iNat:313112302,3892,Galiano Bird Checklist,NA,NA,confirmed,2016,2025,Sandpipers & allies (Scolopacidae)
Troglodytes aedon,"(Vieillot, 1809)",,house wren,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Troglodytidae,,NA,Troglodytes,aedon,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-04-23,Andrew Simon,iNat:3030504,,7562,BIR,NA,confirmed,Troglodytidae,Troglodytes aedon,confirmed,confirmed,Galiano Naturalist,Andrew Simon,2016,2016-04-23,iNat:3030504,7562,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,Wrens (Troglodytidae)
Troglodytes pacificus,"Baird, 1864",,Pacific wren,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Troglodytidae,,NA,Troglodytes,pacificus,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-10-21,Michael Hoebel,iNat:4046875,,144882,BIR,NA,confirmed,Troglodytidae,Troglodytes pacificus,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2010-10-21,iNat:4046875,144882,Galiano Bird Checklist,NA,NA,confirmed,2016,2010,Wrens (Troglodytidae)
Turdus migratorius,"Linnaeus, 1766",,American robin,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Turdidae,,NA,Turdus,migratorius,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-02-22,Andrew Simon,iNat:2566293,,12727,BIR,NA,confirmed,Turdidae,Turdus migratorius,confirmed,confirmed,Galiano Naturalist,Andrew Simon,2016,2015-02-22,iNat:2566293,12727,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Thrushes (Turdidae)
Tyrannus melancholicus,"(Vieillot, 1819)",,tropical kingbird,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Tyrannidae,,NA,Tyrannus,melancholicus,NA,,NA,accidental,unlisted,NA,new 2019,unobserved,2019-11-20,Carl Estabrook,eBird,,NA,NA,NA,,accidental,NA,BIR,2019,new,Tyrannidae,Tyrannus melancholicus,new 2019,new,Carl Estabrook,NA,2019-11-20,NA,NA,NA,eBird,NA,2019,new,2019,NA,Tyrant flycatchers (Tyrannidae)
Tyto furcata pratincola,"(Temminck, 1827)","(Bonaparte, CLJL 1838)",American barn owl,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Strigiformes,NA,NA,Tytonidae,,NA,Tyto,furcata,NA,pratincola,NA,native,S2? (2015),NA,new 2017,observed,NA,NA,,,NA,2017-02-25,Sarah Tweedale,iNat:5180293,reported as Tyto alba,1127392,BIR,2017,new,Tytonidae,Tyto furcata pratincola,new 2017,new,NA,Sarah Tweedale,NA,2017-02-25,iNat:5180293,1127392,NA,NA,2017,new,NA,2017,Barn owls (Tytonidae)
