Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Autographa corusca,"Strecker, 1885",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Autographa,native,,new 2010,observed,,,,,,2010-08-27,Ian Guthrie,https://www.inaturalist.org/observations/33016413,,362247,ART
Behrensia conchiformis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Oncocnemidinae,,Behrensia,,,new 2020,observed,,,,,,2020-04-16,Kevin Toomer,https://www.inaturalist.org/observations/42432326,,347233,ART
Cerastis enigmatica,,,enigmatic dart,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Cerastis,,,new 2021,observed,,,,,,2021-04-05,Andrew Simon,https://www.inaturalist.org/observations/73066481,,348691,ART
Egira crucialis,"Harvey, 1875",,cutworm moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Egira,native,S4S5 (2017),new 2018,observed,,,,,,2018-04-06,Kevin Toomer,https://www.inaturalist.org/observations/10686581,,345709,ART
Egira curialis,,,citrus cutworm,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Egira,,,new 2019,observed,,,,,,2019-04-03,Kevin Toomer,https://www.inaturalist.org/observations/21997333,,218899,ART
Egira perlubens,"Grote, 1881",,brown woodling,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Egira,native,S4S5 (2017),new 2018,observed,,,,,,2018-04-16,Kevin Toomer,https://www.inaturalist.org/observations/11030989,,347250,ART
Egira rubrica,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Egira,,,new 2021,observed,,,,,,2021-04-19,Andrew Simon,https://www.inaturalist.org/observations/74550492,,218902,ART
Egira simplex,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Egira,,,new 2021,observed,,,,,,2021-04-18,Lauren Magner,https://www.inaturalist.org/observations/74384294,,218903,ART
Eurois occulta,"Linnaeus, 1758",,great brocade moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Eurois,native,,new 2019,observed,,,,,,2019-08-27,Kevin Toomer,https://www.inaturalist.org/observations/31694185,,219856,ART
Feralia comstocki,"Grote, 1874",,Comstock's sallow,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Amphipyrinae,Psaphidini,Feralia,native,,new 2019,observed,,,,,,2019-05-05,Lauren Magner,https://www.inaturalist.org/observations/25073780,,119937,ART
Feralia deceptiva,"McDunnough, 1920",,deceptive sallow moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Amphipyrinae,Psaphidini,Feralia,native,S4S5 (2017),new 2016,observed,,,,,,2016-03-05,Cody Clayton,http://inaturalist.ca/observations/3317564,,452538,ART
Feralia februalis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Amphipyrinae,Psaphidini,Feralia,,,new 2019,observed,,,,,,2019-05-05,Tieg Mowbray,https://www.inaturalist.org/observations/24668852,,321240,ART
Hyppa contrasta,"McDunnough, 1946",,summer hyppa moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Hyppa,native,S4S5 (2017),new 2016,observed,,,,,,2016-05-29,Cody Clayton,http://inaturalist.ca/observations/3539818,,222102,ART
Lacinipolia sp.,,,noctuid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Eriopygini,Lacinipolia,,,new 2018,observed,,,,,,2018-05-19,Scott Gilmore,https://www.inaturalist.org/observations/12944319,,81662,ART
Lithomoia germana,,,American brindle moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Lithomoia,,,new 2021,observed,,,,,,2021-09-03,Kevin Toomer,https://www.inaturalist.org/observations/93516127,,223974,ART
Lithophane petulca,,,wanton pinion moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Lithophane,,,new 2021,observed,,,,,,2021-04-16,Kevin Toomer,https://www.inaturalist.org/observations/74198924,,223996,ART
Mesapamea secalis,,,common rustic,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Apameini,Mesapamea,,,new 2020,observed,,,,,,2020-08-10,Kevin Toomer,https://www.inaturalist.org/observations/56059818,,354806,ART
Noctua comes,,,lesser yellow underwing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Noctua,,,new 2016,observed,,,,,,2016-09-25,Sarah Tweedale,http://inaturalist.ca/observations/4200197,,205187,ART
Noctua pronuba,"Linnaeus, 1758",,large yellow underwing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Noctua,exotic,unlisted,new 2016,observed,,,,,,2016-03-03,Andrew Simon,http://www.inaturalist.org/observations/2763247,,81687,ART
Orthosia hibisci,"Guenée, 1852",,speckled green fruitworm moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Orthosia,native,,new 2018,observed,,,,,,2018-05-19,Andrew Simon,https://www.inaturalist.org/observations/12631550,,226646,ART
Orthosia pacifica,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Orthosia,,,new 2020,observed,,,,,,2020-04-10,Kevin Toomer,https://www.inaturalist.org/observations/41851026,,226647,ART
Orthosia praeses,"Grote, 1879",,dart moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Orthosia,native,S3S5 (2017),new 2018,observed,,,,,,2018-03-23,Kevin Toomer,https://www.inaturalist.org/observations/10392814,,347248,ART
Orthosia transparens,"Grote, 1882",,dart moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Orthosia,native,S3S5 (2017),new 2016,observed,,,,,,2016-03-22,Andrew Simon,http://www.inaturalist.org/observations/2822928,,226651,ART
Panthea virginarius,"Grote, 1880",,Cascades panthea moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Pantheinae,,Panthea,native,S4S5 (2017),confirmed,observed,1995-07-19,Jon Shepard & Sigrid Shepard,RBCM,ENT996-006874,,2016-05-06,Andrew Simon,http://www.inaturalist.org/observations/3114025,,226911,ART
Protodeltote albidula,"Guenée, 1852",,pale glyph moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Eustrotiinae,,Protodeltote,native,S4S5 (2017),new 2016,observed,,,,,,2016-06-19,Andrew Simon,http://www.inaturalist.org/observations/3493825,,228854,ART
Sunira decipiens,"Grote, 1881",,shield-backed cutworm moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Sunira,native,,new 2018,observed,,,,,,2018-10-20,Kevin Toomer,https://www.inaturalist.org/observations/17746568,,176068,ART
Syngrapha celsa,"Edwards, 1881",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Syngrapha,native,,new 2018,observed,,,,,,2018-08-06,Kevin Toomer,https://www.inaturalist.org/observations/30333180,,424121,ART
Syngrapha octoscripta,"Grote, 1874",,dusky silver Y moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Syngrapha,native,,new 2018,observed,,,,,,2018-08-22,Kevin Toomer,https://www.inaturalist.org/observations/16138684,,232152,ART
Syngrapha rectangula,"Kirby, 1837",,salt-and-pepper looper moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Syngrapha,native,,new 2018,observed,,,,,,2018-08-08,Kevin Toomer,https://www.inaturalist.org/observations/16139272,,232156,ART
Syngrapha viridisigma,,,spruce false looper moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Syngrapha,,,new 2021,observed,,,,,,2021-08-14,Kevin Toomer,https://www.inaturalist.org/observations/91170089,,232160,ART
Xestia xanthographa,"Denis & Schiffermüller, 1775",,square-spot rustic,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Xestia,exotic,unlisted,new 2017,observed,,,,,,2017-08-27,Sarah Tweedale,https://www.inaturalist.org/observations/7693440,,48162,ART
Nola minna,"Butler, 1881",,ceanothus nola moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Nolidae,Nolinae,,Nola,native,S4S5 (2017),new 2018,observed,,,,,,2018-04-07,Kevin Toomer,https://www.inaturalist.org/observations/10789131,,225988,ART
Nycteola columbiana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Nolidae,Chloephorinae,Sarrothripini,Nycteola,,,new 2020,observed,,,,,,2020-05-10,Kevin Toomer,https://www.inaturalist.org/observations/45914423,,452513,ART
Nadata gibbosa,"J.E. Smith, 1797",,white-dotted prominent,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Notodontidae,Phalerinae,,Nadata,native,S4S5 (2017),new 2017,observed,,,,,,2017-08-13,Tyson Ehlers,https://www.inaturalist.org/observations/8898372,,82204,ART
Oligocentria pallida,,,pale prominent,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Notodontidae,Heterocampinae,,Oligocentria,,,new 2021,observed,,,,,,2021-07-30,Kevin Toomer,https://www.inaturalist.org/observations/89214559,,226346,ART
Schizura ipomaeae,"Doubleday, 1841",,morning-glory prominent,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Notodontidae,Heterocampinae,,Schizura,native,unlisted,new 2018,observed,,,,,,2018-07-24,Kevin Toomer,https://www.inaturalist.org/observations/14689513,,204014,ART
Schizura unicornis,"Smith, 1797",,unicorn caterpillar moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Notodontidae,Heterocampinae,,Schizura,native,,new 2018,observed,,,,,,2018-10-26,Kath Boake Wüthrich,https://www.inaturalist.org/observations/20845913,,126207,ART
Erynnis propertius,"Scudder & Burgess, 1870",,propertius duskywing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,Erynnini,Erynnis,native,S2 (2013),confirmed,observed,1995-05-14,Jon Shepard,RBCM,ENT996-002097,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6217213,,59187,ART
Ochlodes sylvanoides,"Boisduval, 1852",,woodland skipper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Ochlodes,native,S5 (2013),new 2014,observed,,,,,,2014-08-10,Ian Guthrie,https://www.inaturalist.org/observations/32899909,,59194,ART
Callophrys augustinus,"Westwood, 1852",,brown elfin,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophrys,native,S5 (2013),new 2018,observed,,,,,,2018-05-13,Andrew Simon,https://www.inaturalist.org/observations/12474372,,58543,ART
Callophrys gryneus plicataria,"K. Johnson, 1976",,cedar hairstreak,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophrys,native,S4 (2013),confirmed,observed,1995-05-14,Jon Shepard,RBCM,ENT996-002116,,2015-05-28,Andrew Simon,http://www.inaturalist.org/observations/1563736,Reported as Callophrys nelsoni plicataria,234704,ART
Callophrys mossii mossii,"Billberg, 1820",,moss’ elfin,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophrys,native,S2S3 (2013),reported,unobserved,1981-04-17,Gerald Straley,RBCM,ENT991-131299,,,,,,122369,ART
Celastrina echo,"W.H. Edwards, 1864",,echo azure,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Celastrina,native,S5 (2013),new 2017,observed,,,,,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6223716,,52484,ART
Strymon melinus,"Hübner, 1818",,grey hairstreak,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Strymon,native,S5 (2013),new 2018,observed,,,,,,2018-07-12,Andrew Simon,https://www.inaturalist.org/observations/14300197,,50931,ART
Limenitis lorquini,"Boisduval, 1852",,Lorquin's admiral,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,Limenitis,native,S5 (2013),new 2016,observed,,,,,,2016-10-07,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/4296011,,50880,ART
Nymphalis antiopa,,,mourning cloak,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Nymphalis,,,new 2019,observed,,,,,,2019-02-01,Kath Boake Wüthrich,https://www.inaturalist.org/observations/20022524,,56832,ART
Nymphalis californica,,,California tortoiseshell,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Nymphalis,,,new 2019,observed,,,,,,2019-08-29,Kath Boake Wüthrich,https://www.inaturalist.org/observations/32124527,,49920,ART
Phyciodes mylitta,"W.H. Edwards, 1861",,mylitta crescent,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Melitaeini,Phyciodes,native,S5 (2013),new 2016,observed,,,,,,2016-09-03,Kristian Sigvardsen,http://www.inaturalist.org/observations/4027288,,59176,ART
Polygonia satyrus,"W.H. Edwards, 1869",,satyr comma,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Polygonia,native,S5 (2013),new 2017,observed,,,,,,2017-05-25,Andrew Simon,https://www.inaturalist.org/observations/6412057,,56644,ART
Vanessa atalanta,"Linnaeus, 1758",,red admiral,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,native,S5 (2013),new 2011,observed,,,,,,2011-05-28,Ian Guthrie,https://www.inaturalist.org/observations/32899906,,49133,ART
Vanessa cardui,"Linnaeus, 1758",,painted lady,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,native,S5B (2013),new 2015,observed,,,,,,2015-05-31,Andrew Simon,http://www.inaturalist.org/observations/1809718,,48548,ART
Papilio eurymedon,"Lucas, 1852",,pale swallowtail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,Papilionini,Papilio,native,S5 (2013),new 2013,observed,,,,,,2013-06-07,Ian Guthrie,https://www.inaturalist.org/observations/32930000,,55521,ART
Papilio rutulus,"Lucas, 1852",,western tiger swallowtail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,Papilionini,Papilio,native,S5 (2013),new 2016,observed,,,,,,2016-05-29,Ian Guthrie,https://www.inaturalist.org/observations/32930002,,47226,ART
Papilio zelicaon,,,anise swallowtail,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,Papilionini,Papilio,,,new 2016,observed,,,,,,2016-06-17,Ian Guthrie,https://www.inaturalist.org/observations/32930028,,51097,ART
Anthocharis julia flora,"(W. G. Wright, 1892)",,Sara's orangtip butterfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,Anthocharidini,Anthocharis,native,S4 (2013),confirmed,observed,1981-04-17,Gerald Straley,RBCM,ENT989-006294,,2017-04-13,Kris Krüg,https://www.inaturalist.org/observations/5677725,,900263,ART
Neophasia menapia,"C. & R. Felder, 1859",,pine white,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,Pierini,Neophasia,native,S5 (2013),new 2018,observed,,,,,,2018-07-17,Sarah Tweedale,https://www.inaturalist.org/observations/14499040,,81734,ART
Pieris rapae,"Linnaeus, 1758",,cabbage white,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,Pierini,Pieris,exotic,unlisted,new 2017,observed,,,,,,2017-09-03,Sarah Tweedale,https://www.inaturalist.org/observations/7763945,,55626,ART
Hellinsia homodactylus,,,plain plume moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pterophoroidea,Pterophoridae,Pterophorinae,Oidaematophorini,Hellinsia,,,new 2021,observed,,,,,,2021-04-15,Kevin Toomer,https://www.inaturalist.org/observations/74084239,,221048,ART
Anania hortulata,,,small magpie,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Pyraustinae,Pyraustini,Anania,,,new 2021,observed,,,,,,2021-07-05,Kevin Toomer,https://www.inaturalist.org/observations/85768123,,55638,ART
Anania tertialis,,,Guenée's pearl,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Pyraustinae,Pyraustini,Anania,,,new 2020,observed,,,,,,2020-06-13,Kevin Toomer,https://www.inaturalist.org/observations/49461721,,453075,ART
Crambus cf bidens,"Zeller, 1872",,forked grass-veneer moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Crambinae,Crambini,Crambus,native,,new 2019,observed,,,,,,2019-08-20,Andrew Simon,https://www.inaturalist.org/observations/31255492,,143096,ART
Crambus pascuella,"Linnaeus, 1758",,inlaid grass-veneer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Crambinae,Crambini,Crambus,native,SNR (2017),new 2016,observed,,,,,,2016-05-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296248,,333907,ART
Elophila icciusalis,"Walker, 1859",,pondside crambid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Acentropinae,,Elophila,native,SNR (2017),new 2018,observed,,,,,,2018-06-11,Andrew Simon,https://www.inaturalist.org/observations/14282398,,201344,ART
Eudonia echo,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Scopariinae,,Eudonia,,,new 2021,observed,,,,,,2021-08-14,Kevin Toomer,https://www.inaturalist.org/observations/91150636,,417081,ART
Evergestis funalis,"Grote, 1878",,crambid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Glaphyriinae,Glaphyriini,Evergestis,native,SNR (2017),new 2018,observed,,,,,,2018-07-20,Andrew Simon,https://www.inaturalist.org/observations/14537408,,453340,ART
Herpetogramma aquilonalis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,Herpetogrammatini,Herpetogramma,,,new 2019,observed,,,,,,2019-08-07,Kevin Toomer,https://www.inaturalist.org/observations/30437357,,1246994,ART
Herpetogramma thestealis,"Walker, 1859",,bold-feathered grass moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,Herpetogrammatini,Herpetogramma,native,,reported,unobserved,1995-07-19,Jon Shepard & Sigrid Shepard,RBCM,ENT996-002871,,,,,"Reported as H. pertextalis, a species limited to Ontario",146645,ART
Pyrausta perrubralis saanichalis,"Munroe, 1951",,shasta pyrausta moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Pyraustinae,,Pyrausta,native,SNR (2017),confirmed,observed,1995-07-18,Jon Shepard & Sigrid Shepard,RBCM,ENT996-002792,,2019-07-14,Sarah Tweedale,https://www.inaturalist.org/observations/28828742,,,ART
Pyrausta semirubralis,"Packard, 1873",,crambid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Pyraustinae,Pyraustini,Pyrausta,native,SNR (2017),new 2018,observed,,,,,,2018-05-20,Scott Gilmore,https://www.inaturalist.org/observations/12667280,,347120,ART
Scoparia biplagialis,"Walker, 1866",,double-striped scoparia Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Scopariinae,,Scoparia,native,SNR (2017),new 2016,observed,,,,,,2016-07-31,Andrew Simon,http://www.inaturalist.org/observations/3786937,,146963,ART
Udea profundalis,"Packard, 1873",,crambid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,Udeini,Udea,native,SNR (2017),new 2017,observed,,,,,,2017-05-27,Libby Avis,https://www.inaturalist.org/observations/6460260,,335030,ART
Phycitodes,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Phycitodes,,,new 2021,observed,,,,,,2021-08-14,Kevin Toomer,https://www.inaturalist.org/observations/91150316,,178469,ART
Plodia interpunctella,"Hubner, 1813",,Indian meal moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,Plodia,exotic (native to South America),,new 2019,observed,,,,,,2019-04-12,Andrew Simon,https://www.inaturalist.org/observations/22399961,,124184,ART
