lichen.genera,life.habit,reference.taxa,in.cephalodia,photobiont.domain,photobiont.kingdom,photobiont.phylum,photobiont.class,photobiont.order,photobionts,reference,note
Rhizoplaca,lichenized,Rhizoplaca spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia arboricola/Trebouxia gigantea group (Clade A),Leavitt et al. (2015),
Rhizoplaca,lichenized,Rhizoplaca spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia impressa/Trebouxia gelatinosa group (Clade I),Leavitt et al. (2015),
Rhizoplaca,lichenized,Rhizoplaca spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia lineages lacking formal recognition,Leavitt et al. (2016). Some 15 spp. collected worldwide.,
Rhizoplaca,lichenized,Rhizoplaca spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex/Trebouxia letharii/Trebouxia jamesii group (Clade S),Leavitt et al. (2015),
Rhymbocarpus,lichenicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Rhynchostoma,lichenized,,,,,,,,,,
Rimularia,lichenized,,,,,,,,,,
Rinodina,lichenized,Rinodina sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gelatinosa,Watanabe et al. (1997). Maritime lichens. id: LM,
Rinodina,lichenized,Rinodina spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia gigantea,Watanabe et al. (1997). Maritime lichens. id: LM,
Rinodina,lichenized,Rinodina spp.,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Pseudendoclonium arthopyreniae,"Watanabe et al. (1997). Maritime lichens. According to Thüs et al. (2011), maritime specimens of Caloplaca etc. may overgrow Verrucariaceae containing Dilabifilum (Pseudendoclonium). id: LM, culture.",
Ropalospora,lichenized,,,,,,,,,,
Roselliniella,lichenicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Rusavskia,lichenized,Rusavskia papillifera,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia cretacea,Voytsekhovich & Beck (2016),
Santessoniella,lichenized,,,,,,,,,,
Sarcogyne,lichenized,Sarcogyne privigna,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Myrmecia biatorellae,Tschermak-Woess (1988a),
Schaereria,lichenized,,,,,,,,,,
Schismatomma,lichenized,,,,,,,,,,
Sclerococcum,lichenicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sclerophora,lichenized,,,,,,,,,,
Scoliciosporum,lichenized,Scoliciosporum umbrinum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Apatococcus lobatus,Beck (2002),
Scutula,lichenicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Scytinium,lichenized,,,,,,,,,,
Segestria,lichenized,,,,,,,,,,
Seirophora,lichenized,,,,,,,,,,
Silobia,lichenized,,,,,,,,,,
Siphula,lichenized,,,,,,,,,,
Solorina,lichenized,Solorina bispora,,Eukaryota,Chromista,Heterokontophyta,Trebouxiophyceae, incertae sedis,"Coccomyxa solorinae var. croceae, Coccomyxa solorinae var. saccatae and Coccomyxa peltigerae",Malavasi et al. (2016),
Solorina,lichenized,Solorina bispora,,Eukaryota,Chromista,Heterokontophyta,Trebouxiophyceae, incertae sedis,Coccomyxa sp.,"Darienko et al. (2015). Photobionts not monophyletic, related to free-living C. subellipsoidea.",
Solorina,lichenized,Solorina crocea,,Eukaryota,Chromista,Heterokontophyta,Trebouxiophyceae, incertae sedis,"Coccomyxa solorinae var. croceae, Coccomyxa solorinae var. saccatae and Coccomyxa peltigerae",Malavasi et al. (2016),
Solorina,lichenized,Solorina crocea,,Eukaryota,Chromista,Heterokontophyta,Trebouxiophyceae, incertae sedis,Coccomyxa sp.,"Darienko et al. (2015). Photobionts not monophyletic, related to free-living C. subellipsoidea.",
Solorina,lichenized,Solorina saccata,,Eukaryota,Chromista,Heterokontophyta,Trebouxiophyceae, incertae sedis,"Coccomyxa solorinae var. croceae, Coccomyxa solorinae var. saccatae and Coccomyxa peltigerae",Malavasi et al. (2016),
Solorina,lichenized,Solorina saccata,,Eukaryota,Chromista,Heterokontophyta,Trebouxiophyceae, incertae sedis,Coccomyxa sp.,"Darienko et al. (2015). Photobionts not monophyletic, related to free-living C. subellipsoidea.",
Solorinella,lichenicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sphaerellothecium,lichenized,,,,,,,,,,
Sphaerophorus,lichenized,Sphaerophorus diplotypus,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis symbiontica,"Ihda et al. (1997). id: LM, culture.",
Sphaerophorus,lichenized,Sphaerophorus fragilis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis symbiontica,"Ihda et al. (1997). id: LM, culture.",
Sphaerophorus,lichenized,Sphaerophorus globosus,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sejongensis,Kim et al. (2017),
Sphaerophorus,lichenized,Sphaerophorus melanocarpus,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis symbiontica,"Ihda et al. (1997). id: LM, culture.",
Sphaerophorus,lichenized,Sphaerophorus melophorus,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis symbiontica,"Ihda et al. (1997). id: LM, culture.",
Spilonema,lichenized,Spilonema dendroides,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Hyphomorpha sp.,Henssen (1981). id: LM,
Spilonema,lichenized,Spilonema schmidtii,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Hyphomorpha sp.,Henssen (1981). id: LM,
Spilonema,lichenized,Spilonema spp.,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Stigonema sp.,Henssen & Jahns (1974). id: LM,
Spilonemella,lichenized,,,,,,,,,,
Sporastatia,lichenized,Sporastatia testudinea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia simplex,Beck (2002),
Sporodictyon,lichenized,,,,,,,,,,
Squamarina,lichenized,Squamarina cartilaginea,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,"Schaper & Ott (2003). Gotland, Sweden.",
Squamarina,lichenized,Squamarina lentigera,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Beck et al. (2002),
Staurothele,lichenized,Staurothele areolata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Staurothele,lichenized,Staurothele clopima,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Deuterostichococcus deasonii,Hodač et al. (2016); Pröschold & Darienko (2020).,
Staurothele,lichenized,Staurothele clopima,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Staurothele,lichenized,Staurothele clopimoides,,Eukaryota,Chromista,Heterokontophyta,Xanthophyceae,Tribonematales,Xanthonema sp.,Pereira Riquelme (1992). id: LM,
Staurothele,lichenized,Staurothele clopimoides,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Staurothele,lichenized,Staurothele drummondii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Staurothele,lichenized,Staurothele fissa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Staurothele,lichenized,Staurothele frustulenta,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Diplosphaera sp.,"Thüs et al. (2011). Morphologically similar to Stichococcus, but not close to type sp. Stereocaulon bacillaris.",
Staurothele,lichenized,Staurothele sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxia incrustata,Voytsekhovich & Beck (2016),
Steinia,lichenized,,,,,,,,,,
Stenocybe,lichenicolous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stereocaulon,lichenized,Stereocaulon alpinum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Vančurová (2012),
Stereocaulon,lichenized,Stereocaulon alpinum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris phycobiontica,Vančurová (2012),
Stereocaulon,lichenized,Stereocaulon alpinum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris stereocaulonicola,Kim et al. (2020),
Stereocaulon,lichenized,Stereocaulon apocalypticum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Vančurová (2012),
Stereocaulon,lichenized,Stereocaulon botryosum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Škaloud & Peksa (2010); Škaloud et al. (2015).,
Stereocaulon,lichenized,Stereocaulon botryosum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Peksa & Škaloud (2011),
Stereocaulon,lichenized,Stereocaulon botryosum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Stereocaulon,lichenized,Stereocaulon condensatum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris italiana,Vančurová (2012),
Stereocaulon,lichenized,Stereocaulon dactylophyllum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Stereocaulon,lichenized,Stereocaulon evolutoides,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Řidká et al. (2014),
Stereocaulon,lichenized,Stereocaulon fronduliferum,cephalodia,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rhizonema andinum,Dal Forno et al. (2020),
Stereocaulon,lichenized,Stereocaulon fronduliferum,cephalodia,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rhizonema sp.,Lücking et al. (2009). Shows photobiont more closely related to Nostoc clade than to Scytonema s. str. Lücking et al. (2014): formal description of genus Rhizonema.,
Stereocaulon,lichenized,Stereocaulon intermedium,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Vančurová (2012),
Stereocaulon,lichenized,Stereocaulon myriocarpum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Stereocaulon,lichenized,Stereocaulon nanodes,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium angustoellipsoideum,Vančurová (2012); Vančurová et al. (2018). Darienko et al. (2018): C. angustoellipsoideum now C. lichenum.,
Stereocaulon,lichenized,Stereocaulon nanodes,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium ellipsoideum,Vančurová (2012); Vančurová et al. (2018). Stereocaulon vesuvianum also hosts Asterochloris and Vulcanochloris.,
Stereocaulon,lichenized,Stereocaulon nanodes,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium saccharophilum,Beck (2002),
Stereocaulon,lichenized,Stereocaulon pachycephalum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris mediterranea,Kosecka et al. (2021),
Stereocaulon,lichenized,Stereocaulon paschale,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Vančurová (2012),
Stereocaulon,lichenized,Stereocaulon paschale,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Stereocaulon,lichenized,Stereocaulon paschale,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Stereocaulon,lichenized,Stereocaulon pileatum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Peksa & Škaloud (2011),
Stereocaulon,lichenized,Stereocaulon pileatum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Řidká et al. (2014),
Stereocaulon,lichenized,Stereocaulon pileatum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Škaloud & Peksa (2010); Škaloud et al. (2015).,
Stereocaulon,lichenized,Stereocaulon pileatum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Peksa & Škaloud (2011),
Stereocaulon,lichenized,Stereocaulon pileatum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Stereocaulon,lichenized,Stereocaulon pileatum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium ellipsoideum,Vančurová (2012); Vančurová et al. (2018). Stereocaulon vesuvianum also hosts Asterochloris and Vulcanochloris.,
Stereocaulon,lichenized,Stereocaulon pityrizans,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Vulcanochloris sp.,Kosecka et al. (2021),
Stereocaulon,lichenized,Stereocaulon ramulosum,cephalodia,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rhizonema interruptum lineage,Dal Forno et al. (2020),
Stereocaulon,lichenized,Stereocaulon ramulosum,cephalodia,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rhizonema sp.,Lücking et al. (2009). Shows photobiont more closely related to Nostoc clade than to Scytonema s. str. Lücking et al. (2014): formal description of genus Rhizonema.,
Stereocaulon,lichenized,Stereocaulon saxatile,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Peksa & Škaloud (2011),
Stereocaulon,lichenized,Stereocaulon saxatile,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Stereocaulon,lichenized,Stereocaulon saxatile,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Stereocaulon,lichenized,Stereocaulon saxatile,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris woessiae,Škaloud et al. (2015),
Stereocaulon,lichenized,Stereocaulon sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris glomerata,Peksa & Škaloud (2011),
Stereocaulon,lichenized,Stereocaulon sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Peksa & Škaloud (2011),
Stereocaulon,lichenized,Stereocaulon sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium ellipsoideum,Vančurová (2012); Vančurová et al. (2018). Stereocaulon vesuvianum also hosts Asterochloris and Vulcanochloris.,
Stereocaulon,lichenized,Stereocaulon spathuliferum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium angustoellipsoideum,Vančurová (2012); Vančurová et al. (2018). Darienko et al. (2018): C. angustoellipsoideum now C. lichenum.,
Stereocaulon,lichenized,Stereocaulon spathuliferum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium ellipsoideum,Vančurová (2012); Vančurová et al. (2018). Stereocaulon vesuvianum also hosts Asterochloris and Vulcanochloris.,
Stereocaulon,lichenized,Stereocaulon spp.,cephalodia,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcidiopsidales ,Gloeocapsa sp.,Numerous LM reports summarized by Tschermak-Woess (1988a). Friedl & Büdel (2008); Brodo et al. (2001). id: LM,
Stereocaulon,lichenized,Stereocaulon spp.,cephalodia,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Stigonema sp.,Lavoie et al. (2020),
Stereocaulon,lichenized,Stereocaulon spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Stereocaulon,lichenized,Stereocaulon spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris spp.,Peksa & Škaloud (2011),
Stereocaulon,lichenized,Stereocaulon strictum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Pseudochlorella sp.,"Brunner & Honegger (1985). Pyrenoid ultrastructure suggests this strain might be Chloroidium, as indicated by DNA sequences from other Stereocaulon photobionts.",
Stereocaulon,lichenized,Stereocaulon subcoralloides,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Škaloud & Peksa (2010); Škaloud et al. (2015).,
Stereocaulon,lichenized,Stereocaulon subcoralloides,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Peksa & Škaloud (2011),
Stereocaulon,lichenized,Stereocaulon subcoralloides,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Stereocaulon,lichenized,Stereocaulon symphycheilum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Vančurová (2012),
Stereocaulon,lichenized,Stereocaulon tomentosum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Vančurová (2012),
Stereocaulon,lichenized,Stereocaulon tomentosum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Kosecka et al. (2021),
Stereocaulon,lichenized,Stereocaulon tomentosum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Stereocaulon,lichenized,Stereocaulon tomentosum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Stereocaulon,lichenized,Stereocaulon vesuvianum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Vančurová (2012),
Stereocaulon,lichenized,Stereocaulon vesuvianum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Peksa & Škaloud (2011),
Stereocaulon,lichenized,Stereocaulon vesuvianum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris irregularis,Beck (2002),
Stereocaulon,lichenized,Stereocaulon vesuvianum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008). Formal emendation of genus by Škaloud & Peksa (2010) to include Trebouxia subgen. Eleutherococcus Tschermak-Woess.,
Stereocaulon,lichenized,Stereocaulon vesuvianum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Asterochloris sp.,Nelsen & Gargas (2008),
Stereocaulon,lichenized,Stereocaulon vesuvianum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Vulcanochloris sp.,Vančurová et al. (2015). From La Palma.,
Stereocaulon,lichenized,Stereocaulon vesuvianum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium ellipsoideum,Vančurová (2012); Vančurová et al. (2018). Stereocaulon vesuvianum also hosts Asterochloris and Vulcanochloris.,
Sticta,lichenized,Sticta ainoae,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Symbiochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta beauvoisii,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc sp.,O’Brien et al. (2005),
Sticta,lichenized,Sticta canariensis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis clade 2,Dal Grande et al. (2014b). Dictyochloropsis. clade 2 = Symbiochloris; Škaloud et al. (2016).,
Sticta,lichenized,Sticta canariensis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Symbiochloris sp.,Škaloud et al. (2016). All known photobionts previously included in Dictyochloropsis s. lat.,
Sticta,lichenized,Sticta caperata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Heveochlorella sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta cinereoglauca,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Symbiochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta dichotoma,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Heveochlorella sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta filix,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Elliptochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta fuliginosa,,Bacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc sp.,O’Brien et al. (2005),
Sticta,lichenized,Sticta granatensis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Symbiochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta laciniata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Symbiochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta laciniosa,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Symbiochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta laciniosa (from Cuba),,Eukaryota,Chromista,Heterokontophyta,Trebouxiophyceae, incertae sedis,Coccomyxa sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta latifrons,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis clade 2,Dal Grande et al. (2014b). Dictyochloropsis. clade 2 = Symbiochloris; Škaloud et al. (2016).,
Sticta,lichenized,Sticta latifrons,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta latifrons,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Heveochlorella sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta menziesii,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Elliptochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta neopulmonaria (Lobariaceae),,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Symbiochloris sp.,Škaloud et al. (2016). All known photobionts previously included in Dictyochloropsis s. lat.,
Sticta,lichenized,Sticta pulmonariodes,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis clade 2,Dal Grande et al. (2014b). Dictyochloropsis. clade 2 = Symbiochloris; Škaloud et al. (2016).,
Sticta,lichenized,Sticta puracensis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Symbiochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta sp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Heveochlorella sp. (Jaagichlorella Darienko & Pröschold 2019),Dal Grande et al. (2014b). Three specimens; authors confident alga is photobiont.,
Sticta,lichenized,Sticta spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Symbiochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta spp.,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Heveochlorella sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta spp. (Lobariaceae),,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis clade 2,Dal Grande et al. (2014b). Dictyochloropsis. clade 2 = Symbiochloris; Škaloud et al. (2016).,
Sticta,lichenized,Sticta squamata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Heveochlorella sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta stipitata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Elliptochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta subcaperata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,incertae sedis,Dictyochloropsis clade 2,Dal Grande et al. (2014b). Dictyochloropsis. clade 2 = Symbiochloris; Škaloud et al. (2016).,
Sticta,lichenized,Sticta subcaperata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Elliptochloris sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta subcaperata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Chloroidium sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta subcaperata,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Heveochlorella sp.,Lindgren et al. (2020),
Sticta,lichenized,Sticta variabilis,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Heveochlorella sp.,Lindgren et al. (2020),
Stictis,lichenized,Stictis urceolatum,,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Elliptochloris sp.,Thüs et al. (2011),
Stigmidium,lichenized,,,,,,,,,,
Strangospora,lichenized,,,,,,,,,,
Strigula,lichenized,Strigula smaragdula,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Cephaleuros sp.,Green (2012),
Strigula,lichenized,Strigula subtilissima,,Eukaryota,Plantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohlia/‘Printzina’,Green (2012). Photobiont of one Strigula sp. included.,
