scientificName,genus,specificEpithet,subspecies,variety
Rhizocarpon hensseniae,Rhizocarpon,hensseniae,,
Rhizocarpon hochstetteri,Rhizocarpon,hochstetteri,,
Rhizocarpon inarense,Rhizocarpon,inarense,,
Rhizocarpon intermedium,Rhizocarpon,intermedium,,
Rhizocarpon lavatum,Rhizocarpon,lavatum,,
Rhizocarpon lecanorinum,Rhizocarpon,lecanorinum,,
Rhizocarpon lecanorium,Rhizocarpon,lecanorium,,
Rhizocarpon macrosporum,Rhizocarpon,macrosporum,,
Rhizocarpon norvegicum,Rhizocarpon,norvegicum,,
Rhizocarpon obscuratum,Rhizocarpon,obscuratum,,
Rhizocarpon ochrolechiae,Rhizocarpon,ochrolechiae,,
Rhizocarpon petraeum,Rhizocarpon,petraeum,,
Rhizocarpon riparium,Rhizocarpon,riparium,,
Rhizocarpon sphaerosporum,Rhizocarpon,sphaerosporum,,
Rhizocarpon superficiale,Rhizocarpon,superficiale,,
Rhizocarpon umbilicatum,Rhizocarpon,umbilicatum,,
Rhizocarpon viridiatrum,Rhizocarpon,viridiatrum,,
Rhizoplaca chrysoleuca,Rhizoplaca,chrysoleuca,,
Rhizoplaca melanophthalma,Rhizoplaca,melanophthalma,,
Rhizoplaca melanophthalma subsp. melanophthalma,Rhizoplaca,melanophthalma,melanophthalma,
Rhizoplaca nigromarginata,Rhizoplaca,nigromarginata,,
Rhizoplaca peltata,Rhizoplaca,peltata,,
Rhizoplaca phaedrophthalma,Rhizoplaca,phaedrophthalma,,
Rhizoplaca subdiscrepans,Rhizoplaca,subdiscrepans,,
Rhymbocarpus neglectus,Rhymbocarpus,neglectus,,
Rhynchostoma minutum,Rhynchostoma,minutum,,
Rimularia actinostoma,Rimularia,actinostoma,,
Rimularia caeca,Rimularia,caeca,,
Rimularia insularis,Rimularia,insularis,,
Rinodina albonigra,Rinodina,albonigra,,
Rinodina anomala,Rinodina,anomala,,
Rinodina anomaloides,Rinodina,anomaloides,,
Rinodina archaea,Rinodina,archaea,,
Rinodina aurantiaca,Rinodina,aurantiaca,,
Rinodina bischoffii,Rinodina,bischoffii,,
Rinodina bolanderi,Rinodina,bolanderi,,
Rinodina californiensis,Rinodina,californiensis,,
Rinodina capensis,Rinodina,capensis,,
Rinodina colobina,Rinodina,colobina,,
Rinodina confragosa,Rinodina,confragosa,,
Rinodina conradii,Rinodina,conradii,,
Rinodina degeliana,Rinodina,degeliana,,
Rinodina disjuncta,Rinodina,disjuncta,,
Rinodina efflorescens,Rinodina,efflorescens,,
Rinodina farinosa,Rinodina,farinosa,,
Rinodina flavosoralifera,Rinodina,flavosoralifera,,
Rinodina freyi,Rinodina,freyi,,
Rinodina gennarii,Rinodina,gennarii,,
Rinodina grandilocularis,Rinodina,grandilocularis,,
Rinodina granulans,Rinodina,granulans,,
Rinodina griseosoralifera,Rinodina,griseosoralifera,,
Rinodina hallii,Rinodina,hallii,,
Rinodina kluckitatensis,Rinodina,kluckitatensis,,
Rinodina laevigata,Rinodina,laevigata,,
Rinodina macrospora,Rinodina,macrospora,,
Rinodina maritima,Rinodina,maritima,,
Rinodina marysvillensis,Rinodina,marysvillensis,,
Rinodina metaboliza,Rinodina,metaboliza,,
Rinodina mniaeraea var. mniaereiza,Rinodina,mniaeraea,,mniaereiza
Rinodina mniaeraea var. mniaraea,Rinodina,mniaeraea,,mniaraea
Rinodina mniaraea,Rinodina,mniaraea,,
Rinodina mniaraea var. cinnamomea,Rinodina,mniaraea,,cinnamomea
Rinodina mniaraea var. mniaraea,Rinodina,mniaraea,,mniaraea
Rinodina mniaroea,Rinodina,mniaroea,,
Rinodina nimbosa,Rinodina,nimbosa,,
Rinodina ocellata,Rinodina,ocellata,,
Rinodina olivaceobrunnea,Rinodina,olivaceobrunnea,,
Rinodina orculata,Rinodina,orculata,,
Rinodina oregana,Rinodina,oregana,,
Rinodina osculata,Rinodina,osculata,,
Rinodina pacifica,Rinodina,pacifica,,
Rinodina polyspora,Rinodina,polyspora,,
Rinodina pyrina,Rinodina,pyrina,,
Rinodina roscida,Rinodina,roscida,,
Rinodina salina,Rinodina,salina,,
Rinodina santae-monicae,Rinodina,santae-monicae,,
Rinodina santaemonicae,Rinodina,santaemonicae,,
Rinodina septentrionalis,Rinodina,septentrionalis,,
Rinodina sheardii,Rinodina,sheardii,,
Rinodina stictica,Rinodina,stictica,,
Rinodina subparieta,Rinodina,subparieta,,
Rinodina terricola,Rinodina,terricola,,
Rinodina trevisanii,Rinodina,trevisanii,,
Rinodina turfacea,Rinodina,turfacea,,
Rinodina zwackhiana,Rinodina,zwackhiana,,
Ropalospora viridis,Ropalospora,viridis,,
Roselliniella cladoniae,Roselliniella,cladoniae,,
Rusavskia elegans,Rusavskia,elegans,,
Santessoniella arctophila,Santessoniella,arctophila,,
Santessoniella saximontana,Santessoniella,saximontana,,
Sarcogyne clavus,Sarcogyne,clavus,,
Sarcogyne privigna,Sarcogyne,privigna,,
Sarcogyne privigna var. calcicola,Sarcogyne,privigna,,calcicola
Sarcogyne regularis,Sarcogyne,regularis,,
Sarea difformis,Sarea,difformis,,
Sarea resinae,Sarea,resinae,,
Schaereria cinereorufa,Schaereria,cinereorufa,,
Schaereria corticola,Schaereria,corticola,,
Schaereria dolodes,Schaereria,dolodes,,
Schaereria parasemella,Schaereria,parasemella,,
Schismatomma pericleum,Schismatomma,pericleum,,
Sclerococcum attendendum,Sclerococcum,attendendum,,
Sclerophora amabilis,Sclerophora,amabilis,,
Sclerophora coniophaea,Sclerophora,coniophaea,,
Scoliciosporum chlorococcum,Scoliciosporum,chlorococcum,,
Scoliciosporum pruinosum,Scoliciosporum,pruinosum,,
Scoliciosporum sarothamni,Scoliciosporum,sarothamni,,
Scoliciosporum troxanophilum,Scoliciosporum,troxanophilum,,
Scoliciosporum troxanoplulum,Scoliciosporum,troxanoplulum,,
Scoliciosporum umbrinum,Scoliciosporum,umbrinum,,
Scoliociosporum troxophilum,Scoliociosporum,troxophilum,,
Scutula aggregata,Scutula,aggregata,,
Scutula miliaris,Scutula,miliaris,,
Scytinium californicum,Scytinium,californicum,,
Scytinium cellulosum,Scytinium,cellulosum,,
Scytinium lichenoides,Scytinium,lichenoides,,
Scytinium palmatum,Scytinium,palmatum,,
Scytinium platynum,Scytinium,platynum,,
Scytinium quadrifidum,Scytinium,quadrifidum,,
Scytinium tenuissimum,Scytinium,tenuissimum,,
Scytinium teretiusculum,Scytinium,teretiusculum,,
Segestria lectissima,Segestria,lectissima,,
Segestria leptalea,Segestria,leptalea,,
Seirophora contortuplicata,Seirophora,contortuplicata,,
Silobia smaragdula,Silobia,smaragdula,,
Siphula ceratites,Siphula,ceratites,,
Solorina bispora,Solorina,bispora,,
Solorina crocea,Solorina,crocea,,
Solorina octospora,Solorina,octospora,,
Solorina saccata,Solorina,saccata,,
Solorina spongiosa,Solorina,spongiosa,,
Solorinella asteriscus,Solorinella,asteriscus,,
Sorediate crust,Sorediate,crust,,
Sphaerellothecium araneosum,Sphaerellothecium,araneosum,,
Sphaerellothecium gowardii,Sphaerellothecium,gowardii,,
Sphaerophorus fragilis,Sphaerophorus,fragilis,,
Sphaerophorus globiferus,Sphaerophorus,globiferus,,
Sphaerophorus globosus,Sphaerophorus,globosus,,
Sphaerophorus globosus var. gracilis,Sphaerophorus,globosus,,gracilis
Sphaerophorus globusus,Sphaerophorus,globusus,,
Sphaerophorus melanocarpus,Sphaerophorus,melanocarpus,,
Sphaerophorus tuckermanii,Sphaerophorus,tuckermanii,,
Sphaerophorus venerabilis,Sphaerophorus,venerabilis,,
Spilonema americana,Spilonema,americana,,
Spilonema americanum,Spilonema,americanum,,
Spilonema revertens,Spilonema,revertens,,
Spilonema revertum,Spilonema,revertum,,
Spilonemella americana,Spilonemella,americana,,
Sporastatia polyspora,Sporastatia,polyspora,,
Sporastatia testudinea,Sporastatia,testudinea,,
Sporodictyon terrestre,Sporodictyon,terrestre,,
Squamarina cartilaginea,Squamarina,cartilaginea,,
Squamarina lentigera,Squamarina,lentigera,,
Squamarina tristicula,Squamarina,tristicula,,
Staurothele areolata,Staurothele,areolata,,
Staurothele drummondii,Staurothele,drummondii,,
Staurothele fissa,Staurothele,fissa,,
Staurothele fuscocuprea,Staurothele,fuscocuprea,,
Staurothele rupifraga,Staurothele,rupifraga,,
Steinia geophana,Steinia,geophana,,
Stenocybe clavata,Stenocybe,clavata,,
Stenocybe flexuosa,Stenocybe,flexuosa,,
Stenocybe major,Stenocybe,major,,
Stenocybe pullatula,Stenocybe,pullatula,,
Stereocaulon albicans,Stereocaulon,albicans,,
Stereocaulon alpinum,Stereocaulon,alpinum,,
Stereocaulon arcticum,Stereocaulon,arcticum,,
Stereocaulon botryosum,Stereocaulon,botryosum,,
Stereocaulon condensatum,Stereocaulon,condensatum,,
Stereocaulon coniophyllum,Stereocaulon,coniophyllum,,
Stereocaulon coralloides,Stereocaulon,coralloides,,
Stereocaulon dactylophyllum,Stereocaulon,dactylophyllum,,
Stereocaulon depressum,Stereocaulon,depressum,,
Stereocaulon evolutoides,Stereocaulon,evolutoides,,
Stereocaulon glareosum,Stereocaulon,glareosum,,
Stereocaulon glareosum var. brachyphylloides,Stereocaulon,glareosum,,brachyphylloides
Stereocaulon grande,Stereocaulon,grande,,
Stereocaulon intermedium,Stereocaulon,intermedium,,
Stereocaulon intermedium f. compactum,Stereocaulon,intermedium,,
Stereocaulon myriocarpum,Stereocaulon,myriocarpum,,
Stereocaulon nanodes,Stereocaulon,nanodes,,
Stereocaulon nivale,Stereocaulon,nivale,,
Stereocaulon orizabae,Stereocaulon,orizabae,,
Stereocaulon paschale,Stereocaulon,paschale,,
Stereocaulon paschale var. sarmentoa,Stereocaulon,paschale,,sarmentoa
Stereocaulon pashcale,Stereocaulon,pashcale,,
Stereocaulon rivulorum,Stereocaulon,rivulorum,,
Stereocaulon sasakii,Stereocaulon,sasakii,,
Stereocaulon sasakii var. simplex,Stereocaulon,sasakii,,simplex
Stereocaulon sasakii var. tomentosoides,Stereocaulon,sasakii,,tomentosoides
Stereocaulon saxatile,Stereocaulon,saxatile,,
Stereocaulon spathuliferum,Stereocaulon,spathuliferum,,
Stereocaulon sterile,Stereocaulon,sterile,,
Stereocaulon subcoralloides,Stereocaulon,subcoralloides,,
Stereocaulon symphycheilum,Stereocaulon,symphycheilum,,
Stereocaulon tomentosum,Stereocaulon,tomentosum,,
Stereocaulon tomentosum var. alpestre,Stereocaulon,tomentosum,,alpestre
Stereocaulon vesuvianum,Stereocaulon,vesuvianum,,
Stereocaulon vesuvianum var. nodulosum,Stereocaulon,vesuvianum,,nodulosum
Stereocaulon vesuvianum var. nodulosum f. verrucosum,Stereocaulon,vesuvianum,,nodulosum
Stereocaulonk condensatum,Stereocaulonk,condensatum,,
Sticta anthraspis,Sticta,anthraspis,,
Sticta arctica,Sticta,arctica,,
Sticta beauvoisii,Sticta,beauvoisii,,
Sticta fuliginosa,Sticta,fuliginosa,,
Sticta limbata,Sticta,limbata,,
Sticta oroborealis,Sticta,oroborealis,,
Sticta sylvatica,Sticta,sylvatica,,
Sticta weigelii,Sticta,weigelii,,
Sticta wrightii,Sticta,wrightii,,
Stigmidium ephebes,Stigmidium,ephebes,,
Strangospora microhaema,Strangospora,microhaema,,
Strangospora moriformis,Strangospora,moriformis,,
Strangospora pinicola,Strangospora,pinicola,,
Strigula stigmatella,Strigula,stigmatella,,
Synalissa symphorea,Synalissa,symphorea,,
Syzygospora bachmanii,Syzygospora,bachmanii,,
Szczawinskia tsugae,Szczawinskia,tsugae,,
Talpapellis peltigerae,Talpapellis,peltigerae,,
Teloschistes contortuplicatus,Teloschistes,contortuplicatus,,
Tephromela aglaea,Tephromela,aglaea,,
Tephromela armeniaca,Tephromela,armeniaca,,
Tephromela atra,Tephromela,atra,,
Tephromela pacifica,Tephromela,pacifica,,
Tetramelas geophila,Tetramelas,geophila,,
Tetramelas papillatus,Tetramelas,papillatus,,
Tetramelas triphragmioides,Tetramelas,triphragmioides,,
Thallinocarpon nigritellum,Thallinocarpon,nigritellum,,
Thamnolia subuliformis,Thamnolia,subuliformis,,
Thamnolia vermicularis,Thamnolia,vermicularis,,
Thelenella muscorum var. muscorum,Thelenella,muscorum,,muscorum
Thelenella muscorum var. octospora,Thelenella,muscorum,,octospora
Thelidium absconditum,Thelidium,absconditum,,
Thelidium cataractarum,Thelidium,cataractarum,,
Thelidium decipiens,Thelidium,decipiens,,
Thelidium incavatum,Thelidium,incavatum,,
Thelidium pyrenophorum,Thelidium,pyrenophorum,,
Thelocarpon epibolum,Thelocarpon,epibolum,,
Thelocarpon epibolum var. epithallinum,Thelocarpon,epibolum,,epithallinum
Thelocarpon peltigericola,Thelocarpon,peltigericola,,
Thelomma bolanderi,Thelomma,bolanderi,,
Thelomma mammasum,Thelomma,mammasum,,
Thelomma mammosum,Thelomma,mammosum,,
Thelomma occidentale,Thelomma,occidentale,,
Thelomma ocellatum,Thelomma,ocellatum,,
Thelotrema lepadinum,Thelotrema,lepadinum,,
Thelotrema petractoides,Thelotrema,petractoides,,
Thelotrema suecicum,Thelotrema,suecicum,,
Thermutis velutina,Thermutis,velutina,,
Tholura dissimilis,Tholura,dissimilis,,
Tholurna dissimilis,Tholurna,dissimilis,,
Thrombium epigaeum,Thrombium,epigaeum,,
Thyrea confusa,Thyrea,confusa,,
Thyrea nigritellum,Thyrea,nigritellum,,
Toensbergia geminipara,Toensbergia,geminipara,,
Toensbergia leucococca,Toensbergia,leucococca,,
Toninia arctica,Toninia,arctica,,
Toninia aromatica,Toninia,aromatica,,
Toninia athallina,Toninia,athallina,,
Toninia candida,Toninia,candida,,
Toninia lobulata,Toninia,lobulata,,
Toninia massata,Toninia,massata,,
Toninia opuntioides,Toninia,opuntioides,,
Toninia oputioides,Toninia,oputioides,,
Toninia pennina,Toninia,pennina,,
Toninia ruginosa,Toninia,ruginosa,,
Toninia ruginosa subsp. pacifica,Toninia,ruginosa,pacifica,
Toninia ruginosa subsp. ruginosa,Toninia,ruginosa,ruginosa,
Toninia sedifolia,Toninia,sedifolia,,
Toninia squalida,Toninia,squalida,,
Toninia subnitida,Toninia,subnitida,,
Toninia tristis,Toninia,tristis,,
Toninia tristis subsp. asiae-centralis,Toninia,tristis,asiae-centralis,
Topelia microspora,Topelia,microspora,,
Topeliopsis toensbergii,Topeliopsis,toensbergii,,
Trapelia coarctata,Trapelia,coarctata,,
Trapelia corticola,Trapelia,corticola,,
Trapelia placodioides,Trapelia,placodioides,,
Trapeliopsis contortuplicata,Trapeliopsis,contortuplicata,,
Trapeliopsis flexuosa,Trapeliopsis,flexuosa,,
Trapeliopsis gelatinosa,Trapeliopsis,gelatinosa,,
Trapeliopsis glaucopholis,Trapeliopsis,glaucopholis,,
Trapeliopsis granulosa,Trapeliopsis,granulosa,,
Trapeliopsis pseudogranulosa,Trapeliopsis,pseudogranulosa,,
Trapeliopsis viridescens,Trapeliopsis,viridescens,,
Trapeliopsis wallrothii,Trapeliopsis,wallrothii,,
Tremella cladoniae,Tremella,cladoniae,,
Tremella nephromatis,Tremella,nephromatis,,
Tremolechia atrata,Tremolechia,atrata,,
Tremolecia atrata,Tremolecia,atrata,,
Trepeliopsis granulosa,Trepeliopsis,granulosa,,
Trichothelium chloroticum,Trichothelium,chloroticum,,
Tuckermannopsis americana,Tuckermannopsis,americana,,
Tuckermannopsis canadensis,Tuckermannopsis,canadensis,,
Tuckermannopsis chlorophylla,Tuckermannopsis,chlorophylla,,
Tuckermannopsis ciliaris,Tuckermannopsis,ciliaris,,
Tuckermannopsis merrillii,Tuckermannopsis,merrillii,,
Tuckermannopsis orbata,Tuckermannopsis,orbata,,
Tuckermannopsis pallidula,Tuckermannopsis,pallidula,,
Tuckermannopsis pinastri,Tuckermannopsis,pinastri,,
Tuckermannopsis platyphylla,Tuckermannopsis,platyphylla,,
Tuckermannopsis sepincola,Tuckermannopsis,sepincola,,
Tuckermannopsis subalpina,Tuckermannopsis,subalpina,,
Tuckermanopsis americana,Tuckermanopsis,americana,,
Tuckermanopsis chlorophylla,Tuckermanopsis,chlorophylla,,
Tuckermanopsis ciliaris,Tuckermanopsis,ciliaris,,
Tuckermanopsis orbata,Tuckermanopsis,orbata,,
Tuckermanopsis platyphylla,Tuckermanopsis,platyphylla,,
Tuckermanopsis sepincola,Tuckermanopsis,sepincola,,
Tuckermanopsis subalpina,Tuckermanopsis,subalpina,,
Turgidosculum complicatulum,Turgidosculum,complicatulum,,
Tylothallia biformigera,Tylothallia,biformigera,,
Umbilicaria americana,Umbilicaria,americana,,
Umbilicaria angulata,Umbilicaria,angulata,,
Umbilicaria arctica,Umbilicaria,arctica,,
Umbilicaria cinereorufescens,Umbilicaria,cinereorufescens,,
Umbilicaria cylindrica,Umbilicaria,cylindrica,,
Umbilicaria decussata,Umbilicaria,decussata,,
Umbilicaria deusta,Umbilicaria,deusta,,
Umbilicaria exasperata,Umbilicaria,exasperata,,
Umbilicaria havaasii,Umbilicaria,havaasii,,
Umbilicaria hyperborea,Umbilicaria,hyperborea,,
Umbilicaria hyperborea var. hyperborea,Umbilicaria,hyperborea,,hyperborea
Umbilicaria lambii,Umbilicaria,lambii,,
Umbilicaria leiocarpa,Umbilicaria,leiocarpa,,
Umbilicaria lyngei,Umbilicaria,lyngei,,
Umbilicaria muehlenbergii,Umbilicaria,muehlenbergii,,
Umbilicaria muhlenbergii,Umbilicaria,muhlenbergii,,
Umbilicaria neoproboscidea,Umbilicaria,neoproboscidea,,
Umbilicaria pensylvanica,Umbilicaria,pensylvanica,,
Umbilicaria phaea,Umbilicaria,phaea,,
Umbilicaria polyphylla,Umbilicaria,polyphylla,,
Umbilicaria polyrhiza,Umbilicaria,polyrhiza,,
Umbilicaria polyrrhiza,Umbilicaria,polyrrhiza,,
Umbilicaria proboscidea,Umbilicaria,proboscidea,,
Umbilicaria rigida,Umbilicaria,rigida,,
Umbilicaria torrefacta,Umbilicaria,torrefacta,,
Umbilicaria vellea,Umbilicaria,vellea,,
Umbilicaria virginis,Umbilicaria,virginis,,
Umbillicaria cylindrica,Umbillicaria,cylindrica,,
Umbillicaria hyperborea,Umbillicaria,hyperborea,,
Umbillicaria polyphylla,Umbillicaria,polyphylla,,
Umbillicaria vellea,Umbillicaria,vellea,,
Umibilicaria polyphylla,Umibilicaria,polyphylla,,
Umibilicaria polyrrhiza,Umibilicaria,polyrrhiza,,
Unknown Lichen,Unknown,Lichen,,
unlichenized fungus,unlichenized,fungus,,
Usnea alpina,Usnea,alpina,,
Usnea articulata,Usnea,articulata,,
Usnea barbata,Usnea,barbata,,
Usnea barbata f. pinnata,Usnea,barbata,,
Usnea barbata f. scabrata,Usnea,barbata,,
Usnea brouardii,Usnea,brouardii,,
Usnea cavernosa,Usnea,cavernosa,,
Usnea ceratina,Usnea,ceratina,,
Usnea chaetophora,Usnea,chaetophora,,
Usnea comosa,Usnea,comosa,,
Usnea cornuta,Usnea,cornuta,,
Usnea dasopoga,Usnea,dasopoga,,
Usnea dasypoga,Usnea,dasypoga,,
Usnea dasypoga f. filipendula,Usnea,dasypoga,,
Usnea dasypoga var. plicata,Usnea,dasypoga,,plicata
Usnea diplotypa,Usnea,diplotypa,,
Usnea distincta,Usnea,distincta,,
Usnea filipendula,Usnea,filipendula,,
Usnea flavocardia,Usnea,flavocardia,,
Usnea florida,Usnea,florida,,
Usnea fragilescens,Usnea,fragilescens,,
Usnea fragilescens var. mollis,Usnea,fragilescens,,mollis
Usnea fulvoreagens,Usnea,fulvoreagens,,
Usnea glabra,Usnea,glabra,,
Usnea glabrata,Usnea,glabrata,,
Usnea glabrescens,Usnea,glabrescens,,
Usnea hesperina,Usnea,hesperina,,
Usnea hirta,Usnea,hirta,,
Usnea inflata,Usnea,inflata,,
Usnea intermedia,Usnea,intermedia,,
Usnea lapponica,Usnea,lapponica,,
Usnea longissima,Usnea,longissima,,
Usnea madeirensis,Usnea,madeirensis,,
Usnea merrillii,Usnea,merrillii,,
Usnea nidulans,Usnea,nidulans,,
Usnea occidentalis,Usnea,occidentalis,,
Usnea pacificana,Usnea,pacificana,,
Usnea perplexans,Usnea,perplexans,,
Usnea prostrata,Usnea,prostrata,,
Usnea rigida,Usnea,rigida,,
Usnea rubicunda,Usnea,rubicunda,,
Usnea scabrata,Usnea,scabrata,,
Usnea schadenbergiana,Usnea,schadenbergiana,,
Usnea scholanderi,Usnea,scholanderi,,
Usnea silesiaca,Usnea,silesiaca,,
Usnea stuppea,Usnea,stuppea,,
Usnea subfloridana,Usnea,subfloridana,,
Usnea subgracilis,Usnea,subgracilis,,
Usnea subscabrata,Usnea,subscabrata,,
Usnea substerilis,Usnea,substerilis,,
Usnea trichodea,Usnea,trichodea,,
Usnea wirthii,Usnea,wirthii,,
Vahliella californica,Vahliella,californica,,
Vahliella leucophaea,Vahliella,leucophaea,,
Vahliella saubinetii,Vahliella,saubinetii,,
Varicellaria rhodocarpa,Varicellaria,rhodocarpa,,
Varicellaria velata,Varicellaria,velata,,
Variolaria ophthalmiza,Variolaria,ophthalmiza,,
Verrucaria aethiobola,Verrucaria,aethiobola,,
Verrucaria amphibia,Verrucaria,amphibia,,
Verrucaria compacta,Verrucaria,compacta,,
Verrucaria degelii,Verrucaria,degelii,,
Verrucaria devergens,Verrucaria,devergens,,
Verrucaria deversa,Verrucaria,deversa,,
Verrucaria ditmarsica,Verrucaria,ditmarsica,,
Verrucaria elaeomelaena,Verrucaria,elaeomelaena,,
Verrucaria epimaura,Verrucaria,epimaura,,
Verrucaria erichsenii,Verrucaria,erichsenii,,
Verrucaria funckii,Verrucaria,funckii,,
Verrucaria hydrela,Verrucaria,hydrela,,
Verrucaria litorea,Verrucaria,litorea,,
Verrucaria lobata,Verrucaria,lobata,,
Verrucaria macrostoma,Verrucaria,macrostoma,,
Verrucaria margacea,Verrucaria,margacea,,
Verrucaria maura,Verrucaria,maura,,
Verrucaria microspora,Verrucaria,microspora,,
Verrucaria mucosa,Verrucaria,mucosa,,
Verrucaria muralis,Verrucaria,muralis,,
Verrucaria nigrescens,Verrucaria,nigrescens,,
Verrucaria rupestris,Verrucaria,rupestris,,
Verrucaria scabra,Verrucaria,scabra,,
Verrucaria schofieldii,Verrucaria,schofieldii,,
Verrucaria silicicola,Verrucaria,silicicola,,
Verrucaria viridula,Verrucaria,viridula,,
Vestergrenopsis elaeina,Vestergrenopsis,elaeina,,
Vestergrenopsis isidiata,Vestergrenopsis,isidiata,,
Vexdaea rubescens,Vexdaea,rubescens,,
Violella fucata,Violella,fucata,,
Vulpicida canadensis,Vulpicida,canadensis,,
Vulpicida juniperina,Vulpicida,juniperina,,
Vulpicida pinastri,Vulpicida,pinastri,,
Vulpicida tilesii,Vulpicida,tilesii,,
Vulpicida tubulosus,Vulpicida,tubulosus,,
Wahlenbergiella mucosa,Wahlenbergiella,mucosa,,
Waynea californica,Waynea,californica,,
Xanthocarpia tominii,Xanthocarpia,tominii,,
Xanthomendoza fallax,Xanthomendoza,fallax,,
Xanthomendoza fulva,Xanthomendoza,fulva,,
Xanthomendoza hasseana,Xanthomendoza,hasseana,,
Xanthomendoza mendozae,Xanthomendoza,mendozae,,
Xanthomendoza oregana,Xanthomendoza,oregana,,
Xanthoparmelia angustiphylla,Xanthoparmelia,angustiphylla,,
Xanthoparmelia camtschadalis,Xanthoparmelia,camtschadalis,,
Xanthoparmelia chlorochroa,Xanthoparmelia,chlorochroa,,
Xanthoparmelia coloradoensis,Xanthoparmelia,coloradoensis,,
Xanthoparmelia coloradoënsis,Xanthoparmelia,coloradoënsis,,
Xanthoparmelia colorodoensis,Xanthoparmelia,colorodoensis,,
Xanthoparmelia conspersa,Xanthoparmelia,conspersa,,
Xanthoparmelia cumbealandia,Xanthoparmelia,cumbealandia,,
Xanthoparmelia cumberlandia,Xanthoparmelia,cumberlandia,,
Xanthoparmelia furcata,Xanthoparmelia,furcata,,
Xanthoparmelia hypopsila,Xanthoparmelia,hypopsila,,
Xanthoparmelia lineola,Xanthoparmelia,lineola,,
Xanthoparmelia lobarica,Xanthoparmelia,lobarica,,
Xanthoparmelia loxodes,Xanthoparmelia,loxodes,,
Xanthoparmelia mexicana,Xanthoparmelia,mexicana,,
Xanthoparmelia mougeotii,Xanthoparmelia,mougeotii,,
Xanthoparmelia neoconspersa,Xanthoparmelia,neoconspersa,,
Xanthoparmelia novomexicana,Xanthoparmelia,novomexicana,,
Xanthoparmelia planilobata,Xanthoparmelia,planilobata,,
Xanthoparmelia plittii,Xanthoparmelia,plittii,,
Xanthoparmelia stenophylla,Xanthoparmelia,stenophylla,,
Xanthoparmelia subhosseana,Xanthoparmelia,subhosseana,,
Xanthoparmelia taractica,Xanthoparmelia,taractica,,
Xanthoparmelia verruculifera,Xanthoparmelia,verruculifera,,
Xanthoparmelia wyomingica,Xanthoparmelia,wyomingica,,
Xanthoria candelaria,Xanthoria,candelaria,,
Xanthoria candelaria var. finmarkica,Xanthoria,candelaria,,finmarkica
Xanthoria candelaria var. finmarkicum,Xanthoria,candelaria,,finmarkicum
Xanthoria elegans,Xanthoria,elegans,,
Xanthoria fallax,Xanthoria,fallax,,
Xanthoria fulva,Xanthoria,fulva,,
Xanthoria hasseana,Xanthoria,hasseana,,
Xanthoria kaernefeltii,Xanthoria,kaernefeltii,,
Xanthoria Kaernefeltii,Xanthoria,Kaernefeltii,,
Xanthoria mendozae,Xanthoria,mendozae,,
Xanthoria oregana,Xanthoria,oregana,,
Xanthoria parietina,Xanthoria,parietina,,
Xanthoria polycarpa,Xanthoria,polycarpa,,
Xanthoria ramulosa,Xanthoria,ramulosa,,
Xanthoria sorediata,Xanthoria,sorediata,,
Xerotrema megalospora,Xerotrema,megalospora,,
Xylographa abietina var. abietina,Xylographa,abietina,,abietina
Xylographa bjoerkii,Xylographa,bjoerkii,,
Xylographa difformis,Xylographa,difformis,,
Xylographa hians,Xylographa,hians,,
Xylographa opegraphella,Xylographa,opegraphella,,
Xylographa pallens,Xylographa,pallens,,
Xylographa parallela,Xylographa,parallela,,
Xylographa rubescens,Xylographa,rubescens,,
Xylographa septentrionalis,Xylographa,septentrionalis,,
Xylographa soralifera,Xylographa,soralifera,,
Xylographa stenospora,Xylographa,stenospora,,
Xylographa trunciseda,Xylographa,trunciseda,,
Xylographa vitiligo,Xylographa,vitiligo,,
Xylopsora friesii,Xylopsora,friesii,,
Xyloschistes platytropa,Xyloschistes,platytropa,,
Zahlbrucknerella calcarea,Zahlbrucknerella,calcarea,,
Zwackhiomyces cladoniae,Zwackhiomyces,cladoniae,,
Zwackhiomyces coepulonus,Zwackhiomyces,coepulonus,,
