Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,new_year,Reporting.Status.simple,Order_std,Taxon_std,Reporting_raw_std,Reporting_simple_std,Collector_std,Observer_std,Historical_date_std,First_observed_std,iNat_URL_raw_std,iNat_ID_raw_std,Collection_std,Accession_std,new_year_std,status_std,historical_year,observed_year,Order_label
Cardamine hirsuta,L.,,hairy bittercress,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Brassicales,,NA,Brassicaceae,Brassicoideae,Cardamineae,Cardamine,hirsuta,,,,exotic,unlisted,,confirmed,observed,NA,Kent Brothers,VMS Private List,,NA,2015-03-04,Andrew Simon,iNat:2566329,,55829,VAS,NA,confirmed,Brassicales,Cardamine hirsuta,confirmed,confirmed,Kent Brothers,Andrew Simon,NA,2015-03-04,iNat:2566329,55829,VMS Private List,NA,NA,confirmed,NA,2015,Mustard (Brassicales)
Claytonia parviflora,Douglas ex Hook.,,streambank springbeauty,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Caryophyllales,,NA,Montiaceae,,,Claytonia,parviflora,,,,native,S5,,confirmed,observed,NA,Kent Brothers,VMS Private List,,NA,2015-05-21,Lauren Magner,iNat:2608626,,58294,VAS,NA,confirmed,Caryophyllales,Claytonia parviflora,confirmed,confirmed,Kent Brothers,Lauren Magner,NA,2015-05-21,iNat:2608626,58294,VMS Private List,NA,NA,confirmed,NA,2015,Pink & cactus (Caryophyllales)
Poa bulbosa,L.,,bulbous bluegrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Poales,,NA,Poaceae,Pooideae,Poeae,Poa,bulbosa,,,,exotic,unlisted,,confirmed,observed,NA,Kent Brothers,VMS Private List,,NA,2016-05-10,Andrew Simon,iNat:3311046,,58382,VAS,NA,confirmed,Poales,Poa bulbosa,confirmed,confirmed,Kent Brothers,Andrew Simon,NA,2016-05-10,iNat:3311046,58382,VMS Private List,NA,NA,confirmed,NA,2016,Grasses (Poales)
Petrosedum forsterianum,(Smith) Grulich,,rock stonecrop,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Saxifragales,,NA,Crassulaceae,Sempervivoideae,Semperviveae,Petrosedum,forsterianum,,,,exotic,unlisted,,new 2015,observed,NA,NA,,,NA,2013-08-30,Felix Erhard,iNat:2583337,,710296,VAS,2015,new,Saxifragales,Petrosedum forsterianum,new 2015,new,NA,Felix Erhard,NA,2013-08-30,iNat:2583337,710296,NA,NA,2015,new,NA,2013,Saxifrages (Saxifragales)
Viburnum tinus,L.,,Laurustinus,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Dipsacales,,NA,Viburnaceae,,,Viburnum,tinus,,,,exotic,unlisted,,new 2015,observed,NA,NA,,,NA,2015-02-12,Lauren Magner,iNat:2564999,,82666,VAS,2015,new,Dipsacales,Viburnum tinus,new 2015,new,NA,Lauren Magner,NA,2015-02-12,iNat:2564999,82666,NA,NA,2015,new,NA,2015,Honeysuckles (Dipsacales)
Muscari armeniacum,Leichtlin,,Armenian grape hyacinth,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Asparagales,,NA,Asparagaceae,Scilloideae,Hyacintheae,Muscari,armeniacum,,,,exotic,unlisted,,new 2015,observed,NA,NA,,,NA,2015-03-13,Lauren Magner,iNat:2580263,,57847,VAS,2015,new,Asparagales,Muscari armeniacum,new 2015,new,NA,Lauren Magner,NA,2015-03-13,iNat:2580263,57847,NA,NA,2015,new,NA,2015,Asparagus & orchids (Asparagales)
Kopsiopsis hookeri,(Walp.) Govaerts,,Vancouver groundcone,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Lamiales,,NA,Orobanchaceae,,Orobancheae,Kopsiopsis,hookeri,,,,native,S4S5,,new 2015,observed,NA,NA,,,NA,2015-03-21,Lauren Magner,iNat:2608977,,77611,VAS,2015,new,Lamiales,Kopsiopsis hookeri,new 2015,new,NA,Lauren Magner,NA,2015-03-21,iNat:2608977,77611,NA,NA,2015,new,NA,2015,Mints (Lamiales)
Stellaria graminea,L.,,grass-leaved starwort,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Caryophyllales,,NA,Caryophyllaceae,,Alsineae,Stellaria,graminea,,,,exotic,unlisted,,new 2015,observed,NA,NA,,,NA,2015-05-14,Andrew Simon,iNat:2617682,,61948,VAS,2015,new,Caryophyllales,Stellaria graminea,new 2015,new,NA,Andrew Simon,NA,2015-05-14,iNat:2617682,61948,NA,NA,2015,new,NA,2015,Pink & cactus (Caryophyllales)
Gamochaeta ustulata,(Nutt.) Holub,,purple cudweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Asteroideae,Gnaphalieae,Gamochaeta,ustulata,,,,native,SU,,new 2015,observed,NA,NA,,,NA,2015-05-28,Lauren Magner,iNat:2631665,Gamochaeta purpurea also reported by H. Janszen but omitted due to uncertainty as to whether both G. purpurea & G. ustulata are present on Galiano; some authorities collapse these taxa as one.,77224,VAS,2015,new,Asterales,Gamochaeta ustulata,new 2015,new,NA,Lauren Magner,NA,2015-05-28,iNat:2631665,77224,NA,NA,2015,new,NA,2015,Sunflowers (Asterales)
Corallorhiza maculata var. ozettensis,(Raf.) Raf.,Tischer,Ozette coralroot,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Asparagales,,NA,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,maculata,,,ozettensis,native,S3 (2018),,new 2015,observed,NA,NA,,,NA,2015-06-05,Lauren Magner,iNat:2563709,,452199,VAS,2015,new,Asparagales,Corallorhiza maculata var. ozettensis,new 2015,new,NA,Lauren Magner,NA,2015-06-05,iNat:2563709,452199,NA,NA,2015,new,NA,2015,Asparagus & orchids (Asparagales)
Pinus contorta ssp. contorta,Douglas ex Loudon,,shore pine,Plantae,Tracheophyta,,NA,Pinopsida,,NA,Pinales,,NA,Pinaceae,Pinoideae,,Pinus,contorta,,contorta,,native,S5,,new 2015,observed,NA,NA,,,NA,2015-06-24,Lauren Magner,iNat:2564090,,80130,VAS,2015,new,Pinales,Pinus contorta ssp. contorta,new 2015,new,NA,Lauren Magner,NA,2015-06-24,iNat:2564090,80130,NA,NA,2015,new,NA,2015,Pines (Pinales)
Platanthera transversa,(Suksd.) R.M. Bateman,,royal rein orchid,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Asparagales,,NA,Orchidaceae,Orchidoideae,Orchideae,Platanthera,transversa,,,,native,S3S4,,new 2015,observed,NA,NA,,,NA,2015-07-02,Lauren Magner,iNat:2561626,,355392,VAS,2015,new,Asparagales,Platanthera transversa,new 2015,new,NA,Lauren Magner,NA,2015-07-02,iNat:2561626,355392,NA,NA,2015,new,NA,2015,Asparagus & orchids (Asparagales)
Atriplex prostrata,Bouchér ex DC.,,thinleaf orach,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Caryophyllales,,NA,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex,prostrata,,,,exotic,unlisted,,new 2015,observed,NA,NA,,,NA,2015-08-05,Andrew Simon,iNat:2599838,,60176,VAS,2015,new,Caryophyllales,Atriplex prostrata,new 2015,new,NA,Andrew Simon,NA,2015-08-05,iNat:2599838,60176,NA,NA,2015,new,NA,2015,Pink & cactus (Caryophyllales)
Cuscuta pacifica var. pacifica,Costea & M.A.R. Wright,,Pacific goldenthread,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Solanales,,NA,Convolvulaceae,Convolvuloideae,Cuscuteae,Cuscuta,pacifica,,,pacifica,native,S4,,new 2016,observed,NA,NA,,,NA,2010-08-14,T. Abe Lloyd,iNat:37239710,,80645,VAS,2016,new,Solanales,Cuscuta pacifica var. pacifica,new 2016,new,NA,T. Abe Lloyd,NA,2010-08-14,iNat:37239710,80645,NA,NA,2016,new,NA,2010,Nightshades (Solanales)
Juniperus maritima,R.P. Adams,,seaside juniper,Plantae,Tracheophyta,,NA,Pinopsida,,NA,Pinales,,NA,Cupressaceae,Cupressoideae,,Juniperus,maritima,,,,native,S4S5,,new 2016,observed,NA,NA,,,NA,2011-12-22,T. Abe Lloyd,iNat:38191912,,164313,VAS,2016,new,Pinales,Juniperus maritima,new 2016,new,NA,T. Abe Lloyd,NA,2011-12-22,iNat:38191912,164313,NA,NA,2016,new,NA,2011,Pines (Pinales)
Prunus avium,(L.) L.,,sweet cherry,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Rosales,,NA,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,avium,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-02-22,Lauren Magner,iNat:2710472,,61964,VAS,2016,new,Rosales,Prunus avium,new 2016,new,NA,Lauren Magner,NA,2016-02-22,iNat:2710472,61964,NA,NA,2016,new,NA,2016,Roses (Rosales)
Scilla luciliae,(Boiss.) Speta,,Lucile's glory-of-the-snow,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Asparagales,,NA,Asparagaceae,Scilloideae,Hyacintheae,Scilla,luciliae,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-03-04,"Alison, Laura and Malcolm Colwell",iNat:2751042,flowers big (3.5 cm) => S. luciliae; if smaller S. forbesii.,244100,VAS,2016,new,Asparagales,Scilla luciliae,new 2016,new,NA,"Alison, Laura and Malcolm Colwell",NA,2016-03-04,iNat:2751042,244100,NA,NA,2016,new,NA,2016,Asparagus & orchids (Asparagales)
Arceuthobium douglasii,Engelm.,,Douglas' dwarf mistletoe,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Santalales,,NA,Santalaceae,,Visceae,Arceuthobium,douglasii,,,,native,S4S5,,new 2016,observed,NA,NA,,,NA,2016-03-20,"Alison, Laura and Malcolm Colwell",iNat:2809040,FL - doubtful; confirm,75500,VAS,2016,new,Santalales,Arceuthobium douglasii,new 2016,new,NA,"Alison, Laura and Malcolm Colwell",NA,2016-03-20,iNat:2809040,75500,NA,NA,2016,new,NA,2016,Sandalwoods (Santalales)
Smyrnium olusatrum,L.,,alisander,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Apiales,,NA,Apiaceae,Apioideae,Smyrnieae,Smyrnium,olusatrum,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-04-02,Andrew Simon,iNat:2975346,,68007,VAS,2016,new,Apiales,Smyrnium olusatrum,new 2016,new,NA,Andrew Simon,NA,2016-04-02,iNat:2975346,68007,NA,NA,2016,new,NA,2016,Carrot & ginseng (Apiales)
Claytonia exigua ssp. exigua,Torr. & A. Gray,,pale springbeauty,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Caryophyllales,,NA,Montiaceae,,,Claytonia,exigua,,exigua,,native,S4,,new 2016,observed,NA,NA,,,NA,2016-04-12,Marlin Stewart,iNat:2954039,,57234,VAS,2016,new,Caryophyllales,Claytonia exigua ssp. exigua,new 2016,new,NA,Marlin Stewart,NA,2016-04-12,iNat:2954039,57234,NA,NA,2016,new,NA,2016,Pink & cactus (Caryophyllales)
Hyacinthoides hispanica,(Mill.) Chouard ex Rothm.,,Spanish bluebells,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Asparagales,,NA,Asparagaceae,Scilloideae,Hyacintheae,Hyacinthoides,hispanica,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-04-15,"Alison, Laura and Malcolm Colwell",iNat:2942494,"Angela Wood reports Hyacinthoides hispanica; ""Commonly naturalized in the LM and is a persistent relic of cult in SGI. Both H. hispanica and H. non-scripta are cultivated in BC but I have never seen them naturalized."" QC; review voucher specimen (RBCM V097149)",57635,VAS,2016,new,Asparagales,Hyacinthoides hispanica,new 2016,new,NA,"Alison, Laura and Malcolm Colwell",NA,2016-04-15,iNat:2942494,57635,NA,NA,2016,new,NA,2016,Asparagus & orchids (Asparagales)
Lepidium campestre,(L.) R. Br.,,field pepper-grass,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Brassicales,,NA,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,campestre,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-04-23,Lauren Magner,iNat:3041376,,77663,VAS,2016,new,Brassicales,Lepidium campestre,new 2016,new,NA,Lauren Magner,NA,2016-04-23,iNat:3041376,77663,NA,NA,2016,new,NA,2016,Mustard (Brassicales)
Plectritis congesta ssp. brachystemon,(Lindl.) DC.,(Fisch. & C.A. Mey.) Morey,sea blush,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Dipsacales,,NA,Caprifoliaceae,Valerianoideae,,Plectritis,congesta,,brachystemon,,native,S5,,new 2016,observed,NA,NA,,,NA,2016-05-03,Andrew Simon,iNat:3094142,,57787,VAS,2016,new,Dipsacales,Plectritis congesta ssp. brachystemon,new 2016,new,NA,Andrew Simon,NA,2016-05-03,iNat:3094142,57787,NA,NA,2016,new,NA,2016,Honeysuckles (Dipsacales)
Sanicula crassicaulis var. tripartita,Poepp. ex DC.,(Suksd.) H. Wolff,three-parted Pacific sanicle,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Apiales,,NA,Apiaceae,Saniculoideae,Saniculeae,Sanicula,crassicaulis,,,tripartita,native,S4,,new 2016,observed,NA,NA,,,NA,2016-05-06,Andrew Simon,iNat:3116731,,68471,VAS,2016,new,Apiales,Sanicula crassicaulis var. tripartita,new 2016,new,NA,Andrew Simon,NA,2016-05-06,iNat:3116731,68471,NA,NA,2016,new,NA,2016,Carrot & ginseng (Apiales)
Epilobium ravenii,Hoch & Gandhi,,foliose willowherb,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Myrtales,,NA,Onagraceae,,,Epilobium,ravenii,,,,native,S5,,new 2016,observed,NA,NA,,,NA,2016-05-09,Andrew Simon,iNat:3649882,reported as Epilobium foliosum,1490819,VAS,2016,new,Myrtales,Epilobium ravenii,new 2016,new,NA,Andrew Simon,NA,2016-05-09,iNat:3649882,1490819,NA,NA,2016,new,NA,2016,Myrtles (Myrtales)
Aesculus hippocastanum,L.,,horse chestnut,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Sapindales,,NA,Sapindaceae,,,Aesculus,hippocastanum,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-05-13,Andrew Simon,iNat:3329680,,84298,VAS,2016,new,Sapindales,Aesculus hippocastanum,new 2016,new,NA,Andrew Simon,NA,2016-05-13,iNat:3329680,84298,NA,NA,2016,new,NA,2016,Maple & citrus (Sapindales)
Erythronium oregonum × revolutum,,,hybrid fawn lily,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Liliales,,NA,Liliaceae,Lilioideae,Lilieae,Erythronium,,Erythronium oregonum × revolutum,,,native,S5?,,new 2016,observed,NA,NA,,,NA,2016-05-23,Kristian Sigvardsen,iNat:3287322,hybrid (outside range of E. revolutum),1459210,VAS,2016,new,Liliales,Erythronium oregonum × revolutum,new 2016,new,NA,Kristian Sigvardsen,NA,2016-05-23,iNat:3287322,1459210,NA,NA,2016,new,NA,2016,Lilies (Liliales)
Epipactis helleborine,(L.) Crantz,,broad-leaved helleborine,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Asparagales,,NA,Orchidaceae,Epidendroideae,Neottieae,Epipactis,helleborine,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-05-29,"Alison, Laura and Malcolm Colwell",iNat:3335437,,50717,VAS,2016,new,Asparagales,Epipactis helleborine,new 2016,new,NA,"Alison, Laura and Malcolm Colwell",NA,2016-05-29,iNat:3335437,50717,NA,NA,2016,new,NA,2016,Asparagus & orchids (Asparagales)
Campanula persicifolia,L.,,peach-leaved bellflower,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Campanulaceae,Campanuloideae,,Campanula,persicifolia,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-06-04,Andrew Simon,iNat:3380425,,159764,VAS,2016,new,Asterales,Campanula persicifolia,new 2016,new,NA,Andrew Simon,NA,2016-06-04,iNat:3380425,159764,NA,NA,2016,new,NA,2016,Sunflowers (Asterales)
Potamogeton amplifolius,Tuck.,,large-leaved pondweed,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Alismatales,,NA,Potamogetonaceae,,,Potamogeton,amplifolius,,,,native,S5,,new 2016,observed,NA,NA,,,NA,2016-06-05,Andrew Simon,iNat:3414442,,78705,VAS,2016,new,Alismatales,Potamogeton amplifolius,new 2016,new,NA,Andrew Simon,NA,2016-06-05,iNat:3414442,78705,NA,NA,2016,new,NA,2016,Water-plantains & allies (Alismatales)
Carex leptopoda,Mack.,,short-scaled sedge,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Poales,,NA,Cyperaceae,Cyperoideae,Cariceae,Carex,leptopoda,,,,native,S5,,new 2016,observed,NA,NA,,,NA,2016-06-05,Andrew Simon,iNat:3404427,Carex deweyana var. deweyana historically (HJ 2001) misapplied to this taxon,76070,VAS,2016,new,Poales,Carex leptopoda,new 2016,new,NA,Andrew Simon,NA,2016-06-05,iNat:3404427,76070,NA,NA,2016,new,NA,2016,Grasses (Poales)
Ambrosia chamissonis,(Less.) Greene,,silver burweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Asteroideae,Heliantheae,Ambrosia,chamissonis,,,,native,S5,,new 2016,observed,NA,NA,,,NA,2016-06-05,Andrew Simon,iNat:3404260,,71135,VAS,2016,new,Asterales,Ambrosia chamissonis,new 2016,new,NA,Andrew Simon,NA,2016-06-05,iNat:3404260,71135,NA,NA,2016,new,NA,2016,Sunflowers (Asterales)
Phalaris canariensis,L.,,canarygrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Poales,,NA,Poaceae,Pooideae,Poeae,Phalaris,canariensis,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-06-11,Sarah Tweedale,iNat:3445137,,57191,VAS,2016,new,Poales,Phalaris canariensis,new 2016,new,NA,Sarah Tweedale,NA,2016-06-11,iNat:3445137,57191,NA,NA,2016,new,NA,2016,Grasses (Poales)
Centaurea cyanus,L.,,cornflower,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Carduoideae,Cardueae,Centaurea,cyanus,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-06-12,salishsea,iNat:3445649,,933404,VAS,2016,new,Asterales,Centaurea cyanus,new 2016,new,NA,salishsea,NA,2016-06-12,iNat:3445649,933404,NA,NA,2016,new,NA,2016,Sunflowers (Asterales)
Penstemon ovatus,Douglas,,broad-leaved penstemon,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Lamiales,,NA,Plantaginaceae,,Cheloneae,Penstemon,ovatus,,,,native,S3S4 (2019),,new 2016,observed,NA,NA,,,NA,2016-06-18,Jonah Timms,iNat:17699197,,83938,VAS,2016,new,Lamiales,Penstemon ovatus,new 2016,new,NA,Jonah Timms,NA,2016-06-18,iNat:17699197,83938,NA,NA,2016,new,NA,2016,Mints (Lamiales)
Deschampsia cespitosa,(L.) P.Beauv.,,tufted hairgrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Poales,,NA,Poaceae,Pooideae,Poeae,Deschampsia,cespitosa,,,,native,S5 (2020),,new 2016,observed,NA,NA,,,NA,2016-06-19,Andrew Simon,iNat:3498298,,76639,VAS,2016,new,Poales,Deschampsia cespitosa,new 2016,new,NA,Andrew Simon,NA,2016-06-19,iNat:3498298,76639,NA,NA,2016,new,NA,2016,Grasses (Poales)
Asplenium trichomanes ssp. trichomanes,L.,,maidenhair spleenwort,Plantae,Tracheophyta,,NA,Polypodiopsida,Polypodiidae,NA,Polypodiales,Aspleniinae,NA,Aspleniaceae,,,Asplenium,trichomanes,,trichomanes,,native,S5,,new 2016,observed,NA,NA,,,NA,2016-06-27,Adam Huggins,iNat:3536017,,79637,VAS,2016,new,Polypodiales,Asplenium trichomanes ssp. trichomanes,new 2016,new,NA,Adam Huggins,NA,2016-06-27,iNat:3536017,79637,NA,NA,2016,new,NA,2016,True ferns (Polypodiales)
Pseudognaphalium thermale,(E.E. Nelson) G.L. Nesom,,slender cudweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Asteroideae,Gnaphalieae,Pseudognaphalium,thermale,,,,native,S4S5,,new 2016,observed,NA,NA,,,NA,2016-06-28,Andrew Simon,iNat:3552315,,78765,VAS,2016,new,Asterales,Pseudognaphalium thermale,new 2016,new,NA,Andrew Simon,NA,2016-06-28,iNat:3552315,78765,NA,NA,2016,new,NA,2016,Sunflowers (Asterales)
Cakile edentula var. edentula,(Bigelow) Hook.,,American searocket,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Brassicales,,NA,Brassicaceae,Brassicoideae,Brassiceae,Cakile,edentula,,,edentula,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-06-28,Andrew Simon,iNat:3542880,,234668,VAS,2016,new,Brassicales,Cakile edentula var. edentula,new 2016,new,NA,Andrew Simon,NA,2016-06-28,iNat:3542880,234668,NA,NA,2016,new,NA,2016,Mustard (Brassicales)
Cakile maritima ssp. maritima,Scop.,,European searocket,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Brassicales,,NA,Brassicaceae,Brassicoideae,Brassiceae,Cakile,maritima,,maritima,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-06-28,Andrew Simon,iNat:3542797,,337699,VAS,2016,new,Brassicales,Cakile maritima ssp. maritima,new 2016,new,NA,Andrew Simon,NA,2016-06-28,iNat:3542797,337699,NA,NA,2016,new,NA,2016,Mustard (Brassicales)
Trifolium arvense,L.,,hare's-foot clover,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Fabales,,NA,Fabaceae,Faboideae,Trifolieae,Trifolium,arvense,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-06-28,Andrew Simon,iNat:3543095,,79408,VAS,2016,new,Fabales,Trifolium arvense,new 2016,new,NA,Andrew Simon,NA,2016-06-28,iNat:3543095,79408,NA,NA,2016,new,NA,2016,Legumes (Fabales)
Lycopus americanus,Muhl. ex W.P.C. Barton,,cut-leaved water horehound,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Lamiales,,NA,Lamiaceae,Nepetoideae,Mentheae,Lycopus,americanus,,,,native,S5,,new 2016,observed,NA,NA,,,NA,2016-06-28,Andrew Simon,iNat:3542726,,60206,VAS,2016,new,Lamiales,Lycopus americanus,new 2016,new,NA,Andrew Simon,NA,2016-06-28,iNat:3542726,60206,NA,NA,2016,new,NA,2016,Mints (Lamiales)
Zostera japonica,Asch. & Gra,,Japanese eel-grass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,NA,Alismatales,,NA,Zosteraceae,,,Zostera,japonica,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-07-03,Paz Touchburn,iNat:3613098,,79558,VAS,2016,new,Alismatales,Zostera japonica,new 2016,new,NA,Paz Touchburn,NA,2016-07-03,iNat:3613098,79558,NA,NA,2016,new,NA,2016,Water-plantains & allies (Alismatales)
Conioselinum gmelinii,(Bray) Steud.,,Pacific hemlock-parsley,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Apiales,,NA,Apiaceae,Apioideae,,Conioselinum,gmelinii,,,,native,S5,,new 2016,observed,NA,NA,,,NA,2016-07-10,Andrew Simon,iNat:3652970,,160830,VAS,2016,new,Apiales,Conioselinum gmelinii,new 2016,new,NA,Andrew Simon,NA,2016-07-10,iNat:3652970,160830,NA,NA,2016,new,NA,2016,Carrot & ginseng (Apiales)
Reynoutria japonica,Houtt.,,Japanese knotweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Caryophyllales,,NA,Polygonaceae,Polygonoideae,Polygoneae,Reynoutria,japonica,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-07-13,Andrew Simon,iNat:3682446,reported as Fallopia japonica; Reynoutria × bohemica also present?,914922,VAS,2016,new,Caryophyllales,Reynoutria japonica,new 2016,new,NA,Andrew Simon,NA,2016-07-13,iNat:3682446,914922,NA,NA,2016,new,NA,2016,Pink & cactus (Caryophyllales)
Corylus cornuta ssp. californica,Marshall,(A. DC.) A.E. Murray,beaked hazelnut,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Fagales,,NA,Betulaceae,,,Corylus,cornuta,,californica,,native,S5,,new 2016,observed,NA,NA,,,NA,2016-07-13,Andrew Simon,iNat:3682332,,53368,VAS,2016,new,Fagales,Corylus cornuta ssp. californica,new 2016,new,NA,Andrew Simon,NA,2016-07-13,iNat:3682332,53368,NA,NA,2016,new,NA,2016,Beech & oak (Fagales)
Pyrus communis,L.,,common pear,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Rosales,,NA,Rosaceae,Amygdaloideae,Maleae,Pyrus,communis,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-07-18,Andrew Simon,iNat:3702255,,63951,VAS,2016,new,Rosales,Pyrus communis,new 2016,new,NA,Andrew Simon,NA,2016-07-18,iNat:3702255,63951,NA,NA,2016,new,NA,2016,Roses (Rosales)
Epilobium densiflorum,(Lindl.) Hoch & P.H. Raven,,dense spike-primrose,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Myrtales,,NA,Onagraceae,,,Epilobium,densiflorum,,,,native,S2 (2019),1-E (2006),new 2016,observed,NA,NA,,,NA,2016-07-20,Adam Huggins,iNat:3711497,Previously thought to have been extirpated from the southern Gulf Islands.,57149,VAS,2016,new,Myrtales,Epilobium densiflorum,new 2016,new,NA,Adam Huggins,NA,2016-07-20,iNat:3711497,57149,NA,NA,2016,new,NA,2016,Myrtles (Myrtales)
Galinsoga quadriradiata,Ruiz & Pav.,,shaggy galinsoga,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Asteroideae,Millerieae,Galinsoga,quadriradiata,,,,exotic,unlisted,,new 2016,observed,NA,NA,,,NA,2016-07-31,Andrew Simon,iNat:3786954,,56170,VAS,2016,new,Asterales,Galinsoga quadriradiata,new 2016,new,NA,Andrew Simon,NA,2016-07-31,iNat:3786954,56170,NA,NA,2016,new,NA,2016,Sunflowers (Asterales)
Solidago lepida,DC.,,western goldenrod,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,NA,Asterales,,NA,Asteraceae,Asteroideae,Astereae,Solidago,lepida,,,,native,S5 (2000),,new 2016,observed,NA,NA,,,NA,2016-07-31,Adam Huggins,iNat:3779873,,79152,VAS,2016,new,Asterales,Solidago lepida,new 2016,new,NA,Adam Huggins,NA,2016-07-31,iNat:3779873,79152,NA,NA,2016,new,NA,2016,Sunflowers (Asterales)
