"","Taxon","Taxon Author","Subtaxon Author","Common Name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Superfamily","Family","Subfamily","Tribe","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial Status","National Status","Reporting Status","Observation","Collected/Reported (y-m-d)","Collector/Source","Collection/List","Accession Number","GBIF ID","First Observed","Observer","iNaturalist Link","Notes","ID","Stats Code"
"69","Athyrium filix-femina ssp. cyclosorum","(L.) Roth ex Mertens","(Rupr.) C. Chr.","western lady fern","Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Aspleniinae","","Athyriaceae","","","Athyrium","filix-femina","","cyclosorum","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","","","2015-04-04","Andrew Simon","http://www.inaturalist.org/observations/2567709","","52669","VAS"
"70","Athysanus pusillus","(Hook.) Greene","","common sandweed","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","","Athysanus","pusillus","","","","native","S5","","confirmed","observed","1978-03-27","Harvey Janszen","RBCM","V097781","1949546842","2020-04-09","Andrew Simon","https://www.inaturalist.org/observations/41788597","","58069","VAS"
"71","Atriplex patula","L.","","common orache","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales","","","Amaranthaceae","Chenopodioideae","","Atriplex","patula","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2016-06-19","Andrew Simon","http://www.inaturalist.org/observations/3495353","H. Janszen (2001) reports syn. Atriplex subspicata","60175","VAS"
"72","Atriplex prostrata","Bouchér ex DC.","","thinleaf orach","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales","","","Amaranthaceae","Chenopodioideae","","Atriplex","prostrata","","","","exotic","unlisted","","new 2015","observed","","","","","","2015-08-05","Andrew Simon","http://www.inaturalist.org/observations/2599838","","60176","VAS"
"73","Avena sativa","L.","","common oat","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Poeae","Avena","sativa","","","","exotic","unlisted","","confirmed","observed","1981-07-16","Harvey Janszen","RBCM","V113801","1949562868","2022-07-08","Adam Huggins","https://www.inaturalist.org/observations/125381639","ruderal waif","57156","VAS"
"74","Barbarea orthoceras","Ledeb.","","American wintercress","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","","Barbarea","orthoceras","","","","native","S5","","confirmed","observed","1981-07-07","Harvey Janszen","RBCM","V113761","1949562682","2016-07-09","Andrew Simon","http://www.inaturalist.org/observations/3652873","Cain Peninsula; salt marsh","52976","VAS"
"75","Barbarea verna","(Mill.) Asch.","","early wintercress","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","","Barbarea","verna","","","","exotic","unlisted","","new 2017","observed","","","","","","2017-05-08","Andrew Simon","https://www.inaturalist.org/observations/6217457","","56126","VAS"
"76","Bellardia viscosa","(L.) Fisch. & C.A.Mey.","","yellow parentucellia","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Lamiales","","","Orobanchaceae","","","Bellardia","viscosa","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2015-06-24","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2564158","","537967","VAS"
"77","Bellis perennis","L.","","English daisy","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Asterales","","","Asteraceae","Asteroideae","","Bellis","perennis","","","","exotic","unlisted","","confirmed","observed","1989-04-06","Gerald B. Straley","UBC","V197707","","2015-03-13","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2589122","","55563","VAS"
"78","Berberis aquifolium","Pursh","","tall Oregon-grape","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales","","","Berberidaceae","","","Berberis","aquifolium","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2015-02-22","Andrew Simon","http://www.inaturalist.org/observations/2566238","Reported as Mahonia aquifolium","126887","VAS"
"79","Berberis nervosa","Pursh","","dull Oregon-grape","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Ranunculanae","Ranunculales","","","Berberidaceae","","","Berberis","nervosa","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2015-02-12","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2565110","Reported as Mahonia nervosa","75756","VAS"
"80","Betula papyrifera","Marshall","","paper birch","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Fagales","","","Betulaceae","","","Betula","papyrifera","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2021-07-09","Andrew Simon","https://www.inaturalist.org/observations/86360289","","49883","VAS"
"81","Bidens cernua","L.","","nodding beggarticks","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Asterales","","","Asteraceae","Asteroideae","","Bidens","cernua","","","","native","S5","","new 2016","observed","","","","","","2016-08-13","Andrew Simon","http://www.inaturalist.org/observations/3881685","","75765","VAS"
"82","Boechera sp.","","","rockcresses","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","Boechereae","Boechera","","","","","","","","new 2021","observed","","","","","","2021-05-01","Andrew Simon","https://www.inaturalist.org/observations/79112173","","1068235","VAS"
"83","Bolboschoenus maritimus ssp. paludosus","(L.) Palla","(A. Nelson) Á. Löve & D. Löve","seacoast bulrush","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Cyperaceae","","","Bolboschoenus","maritimus","","paludosus","","native","S5","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","","","","reported as S. maritimus var. paludosus","79646","VAS"
"84","Brodiaea coronaria","(Salisb.) Jeps.","","harvest brodiaea","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","Asparagaceae","Brodiaeoideae","","Brodiaea","coronaria","","","","native","S5","","confirmed","observed","1981-07-07","Harvey Janszen","RBCM","V113756","1949562769","2012-06-21","Brian Starzomski","https://www.inaturalist.org/observations/7641848","","57126","VAS"
"85","Bromus carinatus var. carinatus","Hook. & Arn.","","California brome","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","carinatus","","","","native","S5","","confirmed","observed","1975-05-31","Angela Wood","RBCM","V097389","1949546437","2015-06-24","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2563972","","52700","VAS"
"86","Bromus commutatus","Schrad.","","meadow brome","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","commutatus","","","","exotic","unlisted","","new 2017","observed","","","","","","2017-06-13","Andrew Simon","http://inaturalist.ca/observations/6646956","","75900","VAS"
"87","Bromus diandrus","Roth","","ripgut brome","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","diandrus","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2015-05-14","Andrew Simon","http://www.inaturalist.org/observations/2617736","","52702","VAS"
"88","Bromus hordeaceus","L.","","soft brome","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","hordeaceus","","","","exotic","unlisted","","confirmed","observed","1974-07-14","S. Keene","RBCM","V104976","1949553924","2015-05-17","Andrew Simon","http://www.inaturalist.org/observations/2621691","","52703","VAS"
"89","Bromus inermis","Leyss.","","smooth brome","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","inermis","","","","exotic","unlisted","","reported","unobserved","1975-07-18","Harvey Janszen","RBCM","V097099","1949546230","","","","Georgeson Bay Road; roadside","181449","VAS"
"90","Bromus racemosus","L.","","bald brome","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","racemosus","","","","exotic","unlisted","","new 2022","observed","","","","","","2022-06-12","Andrew Simon & Frank Lomer","https://www.inaturalist.org/observations/121538528","","75909","VAS"
"91","Bromus secalinus","L.","","rye brome","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","secalinus","","","","exotic","unlisted","","new 2022","observed","","","","","","2022-06-12","Andrew Simon & Frank Lomer","https://www.inaturalist.org/observations/121538555","","75911","VAS"
"92","Bromus sitchensis","Trin.","","Alaska brome","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","sitchensis","","","","native","S5","","confirmed","observed","1981-07-07","Harvey Janszen","RBCM","V113828","1949562785","2017-05-29","Andrew Simon & Alexander J. Wright","https://www.inaturalist.org/observations/6434822","Reported as Bromus sitchensis var. sitchensis (V113828)","75912","VAS"
"93","Bromus sterilis","L.","","barren brome","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","sterilis","","","","exotic","unlisted","","confirmed","observed","1974-07-14","S. Keene","RBCM","V104977","1949553741","2015-05-04","Andrew Simon","http://www.inaturalist.org/observations/2567840","","57163","VAS"
"94","Bromus tectorum","L.","","cheatgrass","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","tectorum","","","","exotic","unlisted","","confirmed","observed","1975-05-07","Leon Pavlick","RBCM","V141103","1949589958","2016-05-09","Andrew Simon","http://www.inaturalist.org/observations/3649878","","58369","VAS"
"95","Bromus vulgaris","(Hook.) Shear","","Columbia brome","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","Poaceae","Pooideae","Bromeae","Bromus","vulgaris","","","","native","S5","","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V097879","1949547019","2016-06-04","Andrew Simon","http://www.inaturalist.org/observations/3573693","","75915","VAS"
"96","Buddleja davidii","Franch.","","butterfly-bush","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Lamiales","","","Buddlejaceae","","","Buddleja","davidii","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2015-06-24","Lauren Magner & Andrew Simon","http://www.inaturalist.org/observations/2564045","","75916","VAS"
"97","Cakile edentula var. edentula","(Bigelow) Hook.","","American searocket","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","Brassiceae","Cakile","edentula","","","","exotic","unlisted","","new 2016","observed","","","","","","2016-06-28","Andrew Simon","http://www.inaturalist.org/observations/3542880","","52162","VAS"
"98","Cakile maritima ssp. maritima","Scop.","","European searocket","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Rosanae","Brassicales","","","Brassicaceae","","Brassiceae","Cakile","maritima","","","","exotic","unlisted","","new 2016","observed","","","","","","2016-06-28","Andrew Simon","http://www.inaturalist.org/observations/3542797","","60982","VAS"
"99","Calandrinia ciliata","(Ruiz & Pav.) DC.","","redmaids","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Caryophyllanae","Caryophyllales","","","Montiaceae","","","Calandrinia","ciliata","","","","native","S3S4","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2016-03-16","Sarah Tweedale","http://inaturalist.ca/observations/2809557","","400267","VAS"
"100","Callitriche heterophylla var. bolanderi","Pursh","(Hegelm.) Fassett","diverse-leaved water-starwort","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Lamiales","","","Plantaginaceae","","Callitricheae","Callitriche","heterophylla","","","bolanderi","native","S4S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2017-05-27","Alexander J. Wright","https://www.inaturalist.org/observations/6411342","reported as Callitriche heterophylla var. bolanderi","75935","VAS"
"101","Calluna vulgaris","(L.) Hull.","","common heather","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Ericales","","","Ericaceae","Ericoideae","","Calluna","vulgaris","","","","exotic","unlisted","","new 2018","observed","","","","","","2018-09-02","Kevin Toomer","https://www.inaturalist.org/observations/16183635","","119450","VAS"
"102","Calypso bulbosa var. occidentalis","(L.) Oakes","(Holz.) Cockerell","western fairy-slipper","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","Orchidaceae","Epidendroideae","Calypsoeae","Calypso","bulbosa","","","occidentalis","native","S5","","confirmed","observed","1974-04-21","Wilfred B. Schofield","UBC","V156823","","2013-04-21","Felix Erhard","http://www.inaturalist.org/observations/2588468","","57724","VAS"
"103","Calystegia sepium ssp. sepium","(L.) R. Br.","","hedge false bindweed","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Solanales","","","Convolvulaceae","","","Calystegia","sepium","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","","","2016-06-02","Andrew Simon","http://www.inaturalist.org/observations/3382803","","57481","VAS"
"104","Calystegia silvatica ssp. silvatica","(Kit.) Griseb.","","shortstalk false bindweed","Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","Magnoliidae","Asteranae","Solanales","","","Convulvulaceae","","","Calystegia","silvatica","","","","exotic","unlisted","","new 2017","unobserved","2017-05-27","Alexander J. Wright","Bioblitz Galiano2017","","","","","","most large bindweed is this","234778","VAS"
"105","Camassia leichtlinii ssp. suksdorfii","(Baker) S.Watson","(Greenm.) Gould","Suksdorf's great camas","Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","Asparagaceae","Agavoideae","","Camassia","leichtlinii","","suksdorfii","","native","S4","","confirmed","observed","1961-05-08","J. A. Calder","UBC","V103416","","2013-05-04","Felix Erhard","http://www.inaturalist.org/observations/2604245","","79659","VAS"
