"Scientific name","Authority","Common name","Provincial status","BC list","National status","SARA status"
"Dryas drummondii","Richardson ex Hook.","Yellow Mountain-avens","S5 (2019)","Yellow","",""
"Drymocallis glandulosa var. glandulosa","(Lindley) Rydberg","sticky cinquefoil","S5 (2019)","Yellow","",""
"Fragaria chiloensis","(L.) Mill.","beach strawberry","S5 (2020)","Yellow","",""
"Fragaria vesca ssp. bracteata","(Heller) Staudt","Western Woodland Strawberry","S5 (2020)","Yellow","",""
"Fragaria virginiana ssp. platypetala","(Rydb.) Hall","broad-petal virginia strawberry","S5 (2020)","Yellow","",""
"Geum calthifolium","Menzies ex Sm.","Calthaleaf Avens","S5 (2019)","Yellow","",""
"Geum macrophyllum","Willd.","Large-leaved Avens","S5 (2000)","Yellow","",""
"Geum urbanum","L.","Wood Avens","SNA (2021)","Exotic","",""
"Holodiscus discolor var. discolor","(Pursh) Maxim.","ocean spray","S5 (2019)","Yellow","",""
"Luetkea pectinata","(Pursh) Kuntze.","Partridgefoot","S5 (2019)","Yellow","",""
"Malus domestica","Borkh.","apple","SNA (2019)","Exotic","",""
"Malus fusca","(Raf.) C.K. Schneid.","Pacific Crab Apple","S5 (2019)","Yellow","",""
"Oemleria cerasiformis","(Torr. & A. Gray ex Hook. & Arn.) Landon","Osoberry","S5 (2019)","Yellow","",""
"Physocarpus capitatus","(Pursh) Kuntze","Pacific ninebark","S5 (2019)","Yellow","",""
"Potentilla drummondii","Lehm.","Drummond's cinquefoil","S5 (2019)","Yellow","",""
"Potentilla flabellifolia","Hook. ex Torr. & A. Gray","fan-foil","S4 (2019)","Yellow","",""
"Potentilla glaucophylla var. glaucophylla","Lehm.","cinquefoil","S5 (2020)","Yellow","",""
"Potentilla hyparctica","Malte","Arctic Cinquefoil","SU (2016)","Unknown","",""
"Potentilla norvegica","L.","rough cinquefoil","S5 (2019)","Yellow","",""
"Potentilla recta","L.","sulphur cinquefoil","SNA (2019)","Exotic","",""
"Potentilla reptans","L.","Creeping cinquefoil","SNA (2019)","Exotic","",""
"Potentilla villosa","Pall. ex Pursh","Northern Cinquefoil","S5 (2019)","Yellow","",""
"Prunus avium","L.","wild cherry","SNA (2019)","Exotic","",""
"Prunus cerasifera","Ehrh.","Cherry-plum","SNA (2019)","Exotic","",""
"Prunus emarginata","(Douglas ex Hook.) D. Dietr.","Bitter cherry","S5 (2019)","Yellow","",""
"Prunus laurocerasus","L.","Cherry laurel","SNA (2019)","Exotic","",""
"Prunus lusitanica","L.","Portuguese laurel","SNA (2019)","Exotic","",""
"Prunus serotina var. serotina","Ehrh.","Eastern Black Cherry","SNA (2019)","Exotic","",""
"Prunus virginiana var. demissa","L.","Western Chokecherry","S5 (2019)","Yellow","",""
"Pyracantha coccinea","M. Roem.","Firethorn","SNA (2019)","Exotic","",""
"Pyrus communis","L.","Common Pear","SNA (2019)","Exotic","",""
"Rosa gymnocarpa var. gymnocarpa","Nutt.","baldhip rose","S5 (2019)","Yellow","",""
"Rosa multiflora","Thunb.","multiflora rose","SNA (2019)","Exotic","",""
"Rosa nutkana ssp. nutkana","C. Presl","Nootka Rose (Nootka)","S5 (2019)","Yellow","",""
"Rosa pisocarpa ssp. pisocarpa","A. Gray","pea rose","S4S5 (2019)","Yellow","",""
"Rosa rubiginosa","L.","Sweet-brier","SNA (2019)","Exotic","",""
"Rosa rugosa","Thunb.","rugosa rose","SNA (2019)","Exotic","",""
"Rubus allegheniensis","(Porter) Porter","Allegheny blackberry","SNA (2019)","Exotic","",""
"Rubus armeniacus","Focke","Armenian Blackberry","SNA (2019)","Exotic","",""
"Rubus bifrons","Vest","Himalayan Blackberry","SNA (2019)","Exotic","",""
"Rubus chamaemorus","L.","cloudberry","S5 (2019)","Yellow","",""
"Rubus idaeus ssp. strigosus","L.","American red raspberry","S5 (2019)","Yellow","",""
"Rubus laciniatus","Willd.","Cutleaf Blackberry","SNA (2019)","Exotic","",""
"Rubus leucodermis var. leucodermis","Douglas ex Torr. & A. Gray.","white-stemmed raspberry","S5 (2019)","Yellow","",""
"Rubus nivalis","Douglas ex Hook.","snow dwarf bramble","S3S4 (2019)","Yellow","",""
"Rubus parviflorus","Nutt.","thimbleberry","S5 (2019)","Yellow","",""
"Rubus pedatus","Sm.","Five-leaf Dwarf Bramble","S5 (2019)","Yellow","",""
"Rubus spectabilis","Pursh","Salmonberry","S5 (2019)","Yellow","",""
"Rubus ursinus","Cham. & Schltdl.","trailing blackberry","S5 (2019)","Yellow","",""
"Rubus vestitus","Weihe","European Blackberry","SNA (2019)","Exotic","",""
"Sanguisorba officinalis","L.","Great burnet","S5 (2019)","Yellow","",""
"Sanguisorba stipulata","L.","Sitka burnet","S5 (2019)","Yellow","",""
"Sibbaldia procumbens","L.","creeping sibbaldia","S5 (2019)","Yellow","",""
"Sorbus aucuparia","L.","European mountain ash","SNA (2019)","Exotic","",""
"Sorbus scopulina","Greene","Greene's mountain ash","S5 (2019)","Yellow","",""
"Sorbus sitchensis var. grayi","M. Roem.","Gray's Mountain Ash","S5 (2000)","Yellow","",""
"Sorbus sitchensis var. sitchensis","M. Roem.","Sitka Mountain-ash","S5 (2000)","Yellow","",""
"Spiraea douglasii","Hook.","Rose Spirea","S5 (2000)","Yellow","",""
"Spiraea japonica var. fortunei","L.f.","Japanese Spiraea","SNA (2019)","Exotic","",""
"Spiraea splendens var. splendens","Baumann ex K. Koch","subalpine spirea","S3S4 (2019)","Yellow","",""
"Juncus acuminatus","Michx.","tapered rush","S5 (2019)","Yellow","",""
"Juncus alpinoarticulatus","chaix","Northern Green Rush","S5 (2019)","Yellow","",""
"Juncus arcticus ssp. alaskanus","Willd.","arctic rush","S5 (2019)","Yellow","",""
"Juncus articulatus","L.","Jointed rush","S5 (2019)","Yellow","",""
"Juncus balticus ssp. ater","Willd.","Baltic rush","S5 (2019)","Yellow","",""
"Juncus bufonius","L.","Toad rush","S5 (2020)","Yellow","",""
"Juncus bulbosus","L.","Bulbous Rush","SNA (2019)","Exotic","",""
"Juncus canadensis","J.Gay ex Laharpe","Canada Rush","SNA (2019)","Exotic","",""
"Juncus conglomeratus","L.","Compact Rush","SNA (2019)","Exotic","",""
"Juncus covillei","Piper","coville's rush","S4 (2019)","Yellow","",""
"Juncus drummondii","E. Mey.","drummond's rush","S5 (2019)","Yellow","",""
"Juncus effusus","L.","Soft Rush","SNA (2006)","Exotic","",""
"Juncus ensifolius","Wikstr.","dagger rush","S5 (2019)","Yellow","",""
"Juncus filiformis","L.","Thread Rush","S5 (2019)","Yellow","",""
"Juncus mertensianus","Bong.","mertens' rush","S5 (2019)","Yellow","",""
"Juncus parryi","Engelm.","parry's rush","S5 (2019)","Yellow","",""
"Juncus supiniformis","Engelm.","hair-leaved rush","S5 (2019)","Yellow","",""
"Juncus tenuis","Willd.","Slender Path Rush","S5 (2019)","Yellow","",""
"Juncus triglumis ssp. albescens","(Lange) Hultén","Northern White Rush","S4? (2019)","Yellow","",""
"Luzula campestris ssp. campestris","(L.) DC.","field woodrush","SNA (2019)","Exotic","",""
"Luzula comosa var. comosa","E. Mey.","Pacific woodrush","S5 (2020)","Yellow","",""
"Luzula comosa var. laxa","E. Mey.","Pacific woodrush","S5 (2020)","Yellow","",""
"Luzula hitchcockii","Hämet-Ahti","hitchcock's wood-rush","S5 (2019)","Yellow","",""
"Luzula macrantha","(S. Watson) Zika & B.L. Wilson","Prairie Woodrush","S4S5 (2019)","Yellow","",""
"Luzula multiflora ssp. multiflora","(Ehrh.) Lej.","common heath woodrush","SNA (2015)","Exotic","",""
"Luzula parviflora ssp. fastigiata","(Ehrh.) Desv","small-flowered woodrush","S5 (2020)","Yellow","",""
"Luzula parviflora ssp. parviflora","(Ehrh.) Desv","Small-flower Woodrush","S5 (2020)","Yellow","",""
"Luzula piperi","(Coville) M.E.Jones","Piper's Woodrush","S5 (2019)","Yellow","",""
"Luzula spicata","(L.( DeConte","Spiked Woodrush","S5 (2019)","Yellow","",""
"Luzula subsessilis","(S. Watson) Buchenau","short-stalked woodrush","S5 (2019)","Yellow","",""
"Arceuthobium campylopodum","Engelmann","Western Dwarf-Mistletoe","SU (2021)","Unknown","",""
"Arceuthobium tsugense ssp. contortae","(Rosend.) G.N. Jones","Shore Pine Dwarf-mistletoe","S4 (2017)","Yellow","",""
"Arceuthobium tsugense ssp. mertensianae","Hawksw. & Nickrent","Mountain Hemlock Dwarf-Mistletoe","S3 (2017)","Blue","",""
"Arceuthobium tsugense ssp. tsugense","(Rosend.) G.N.Jones","Western Hemlock Dwarf-Mistletoe","S5 (2020)","Yellow","",""
"Geocaulon lividum","(Richardson) Fernald","Northern Comandra","S5 (2019)","Yellow","",""
"Boykinia occidentalis","Torr. & A. Gray","coastal brookfoam","S5 (2019)","Yellow","",""
"Brewerimitella breweri","(A.Gray) Rydb.","Brewer's Mitrewort","S5 (2019)","Yellow","",""
"Heuchera cylindrica","Douglas","roundleaf alumroot","S5 (2019)","Yellow","",""
"Heuchera glabra","willd. ex roem.& schult.B624","alpine alumroot","S5 (2019)","Yellow","",""
"Heuchera micrantha var. diversifolia","Dougl.","small-flowered alumroot","S5 (2019)","Yellow","",""
"Leptarrhena pyrolifolia","(D. Don) R. Br. ex Ser.","leatherleaf saxifrage","S5 (2019)","Yellow","",""
"Lithophragma parviflorum","(Hook.) Nutt.","smallflower woodland star","S5 (2019)","Yellow","",""
"Micranthes ferruginea","(Graham) Brouillet & Gornall","Russethair Saxifrage","S5 (2019)","Yellow","",""
"Micranthes integrifolia","(Hooker) Small","Wholeleaf Saxifrage","S5 (2019)","Yellow","",""
"Micranthes lyallii","(Engl.) Small","Redstem Saxifrage","S5 (2019)","Yellow","",""
"Micranthes nelsoniana var. cascadensis","(D. Don) Small","Cascade Saxifrage","S5 (2020)","Yellow","",""
"Micranthes occidentalis","(S. Watson) Small","Western Saxifrage","S5 (2019)","Yellow","",""
"Micranthes odontoloma","(Piper) A. Heller","Brook Saxifrage","S5 (2019)","Yellow","",""
"Micranthes porsildiana","(D. Don) Small","Porsild's saxifrage","S5 (2020)","Yellow","",""
"Micranthes rufidula","Small","Rustyhair Saxifrage","S5 (2019)","Yellow","",""
"Micranthes tolmiei","(Torr. & A. Gray) Brouillet & Gornall","Tolmie's Saxifrage","S5 (2019)","Yellow","",""
"Ozomelis trifida","(L.) Raf.","Three-toothed Mitrewort","S5 (2019)","Yellow","",""
"Pectiantia pentandra","(Hook.) Rydberg","Alpine Mitrewort","S5 (2019)","Yellow","",""
"Saxifraga bronchialis ssp. austromontana","Wiegand","Yellow-spot Saxifrage","S5 (2019)","Yellow","",""
"Saxifraga cespitosa","L.","tufted saxifrage","S5 (2019)","Yellow","",""
"Saxifraga mertensiana","Bong.","wood saxifrage","S5 (2019)","Yellow","",""
"Tellima grandiflora","(Pursh) Douglas ex Lindl.","fringe cups","S5 (2019)","Yellow","",""
"Tiarella trifoliata var. laciniata","L.","Lace Foamflower","S5 (2000)","Yellow","",""
"Tiarella trifoliata var. trifoliata","L.","Threeleaf Foamflower","S5 (2000)","Yellow","",""
"Tiarella trifoliata var. unifoliata","L.; L. (Hook.) Kurtz","Oneleaf Foamflower","S5 (2000)","Yellow","",""
"Tolmiea menziesii","(Pursh) Torr. & Gray","Youth-on-Age","S5 (2019)","Yellow","",""
"Bolboschoenus fluviatilis","(Torr.) Soják","river bulrush","S2S3 (2019)","Blue","",""
"Bolboschoenus maritimus var. paludosus","(L.) Palla (A. Nelson)","saltmarsh bulrush","S5 (2019)","Yellow","",""
"Carex albonigra","Mack.","black-and-white sedge","S5 (2019)","Yellow","",""
"Carex aquatilis var. aquatilis","Wahlenb.","water sedge","S5 (2020)","Yellow","",""
"Carex aquatilis var. dives","(Holm) Kük.","Sitka sedge","S5 (2015)","Yellow","",""
"Carex arcta","Boott","northern clustered sedge","S5 (2019)","Yellow","",""
"Carex aurea","Nutt.","golden sedge","S5 (2019)","Yellow","",""
"Carex bolanderi","Olney","Bolander's sedge","S5 (2019)","Yellow","",""
"Carex brunnescens ssp. brunnescens","(Pers.) Poir.","brownish sedge","S5 (2019)","Yellow","",""
"Carex canescens","L.","hoary sedge","S5 (2020)","Yellow","",""
"Carex circinata","C.A. Mey.","Coiled Sedge","S5 (2019)","Yellow","",""
"Carex deweyana var. deweyana","Schwein","Dewey's sedge","S5 (2019)","Yellow","",""
"Carex echinata","Murray","star sedge","S5 (2020)","Yellow","",""
"Carex engelmannii","L.H. Bailey","Engelmann's Sedge","S4 (2019)","Yellow","",""
"Carex exsiccata","L.H. Bailey","western inflated sedge","S5 (2019)","Yellow","",""
"Carex feta","L.H. Bailey","green-sheathed sedge","S4 (2019)","Yellow","",""
"Carex foenea","Willd.","straw sedge","S5 (2019)","Yellow","",""
"Carex garberi","Fernald","Elk Sedge","S5 (2019)","Yellow","",""
"Carex hendersonii","L.H. Bailey","Henderson's Sedge","S5 (2019)","Yellow","",""
"Carex illota","L.H. Bailey","sheep sedge","S5 (2019)","Yellow","",""
"Carex kelloggii var. kelloggii","Boot","Kellogg's Sedge (Kellogg's)","S5 (2019)","Yellow","",""
"Carex kelloggii var. limnophila","(Holm) Kük.","lagoon sedge","S4S5 (2015)","Yellow","",""
"Carex laeviculmis","Meinsh.","smooth-stemmed sedge","S5 (2019)","Yellow","",""
"Carex leporina","L.","oval sedge","S5 (2019)","Yellow","",""
"Carex leptopoda","Mack.","slender-footed sedge","S5 (2019)","Yellow","",""
"Carex limosa","L.","mud sedge","S5 (2019)","Yellow","",""
"Carex livida","(Wahlenb.) Willd.","livid sedge","S5 (2019)","Yellow","",""
"Carex longii","Mack.","green-and-white sedge","SNA (2019)","Exotic","",""
"Carex luzulina var. ablata","Olney","woodrush sedge","S4S5 (2019)","Yellow","",""
"Carex lyngbyei","Hornem.","Lyngbye's sedge","S5 (2019)","Yellow","",""
"Carex macloviana","d'Urv.","Thickhead sedge","S5 (2019)","Yellow","",""
"Carex macrocephala","Willd. ex Spreng.","big-head sedge","S4S5 (2019)","Yellow","",""
"Carex macrochaeta","C.A. Mey.","Alaska Large Awn Sedge","S5 (2019)","Yellow","",""
"Carex magellanica ssp. irrigua","Lam. (Wahlenb.) Hultén","boreal bog sedge","S5 (2019)","Yellow","",""
"Carex mertensii","Prescott ex Bong.","mertens' sedge","S5 (2019)","Yellow","",""
"Carex micropoda","Wahlenb.","Anderson Sedge","S5 (2019)","Yellow","",""
"Carex microptera","Mack.","small-winged sedge","S5 (2019)","Yellow","",""
"Carex nardina","Fr.","Nard Sedge","S5 (2019)","Yellow","",""
"Carex nigricans","C.A. Mey","black alpine sedge","S5 (2019)","Yellow","",""
"Carex obnupta","L.H. Bailey","slough sedge","S5 (2019)","Yellow","",""
"Carex oederi var. oederi","Ehrh.","green-yellow sedge","S5 (2019)","Yellow","",""
"Carex pachystachya","Cham. ex Steud.","starry broomsedge","S5 (2019)","Yellow","",""
"Carex pauciflora","Lightf.","few-flowered sedge","S5 (2019)","Yellow","",""
"Carex pendula","Huds","Hanging sedge","SNA (2019)","Exotic","",""
"Carex phaeocephala","Piper","Dunhead Sedge","S5 (2019)","Yellow","",""
"Carex praticola","Rydb.","northern meadow sedge","S5 (2019)","Yellow","",""
"Carex preslii","Steud.","Presl's sedge","S5 (2019)","Yellow","",""
"Carex rossii","Boott","Ross's sedge","S5 (2019)","Yellow","",""
"Carex saxatilis","L.","russet sedge","S5 (2019)","Yellow","",""
"Carex scirpoidea","Michaux","Bulrush Sedge","S5 (2020)","Yellow","",""
"Carex scoparia","Schkuhr ex Willd.","pointed broom sedge","S4 (2019)","Yellow","",""
"Carex spectabilis","Dewey","showy sedge","S5 (2019)","Yellow","",""
"Carex stipata var. stipata","Muhl. ex Willd","common awl-fruited sedge","S5 (2019)","Yellow","",""
"Carex stylosa","C.A. Mey.","Long-styled Sedge","S5 (2019)","Yellow","",""
"Carex tahoensis","Smiley","Tahoe sedge","S4S5 (2022)","Yellow","",""
"Carex zikae","E.H. Roalson & M.J. Waterway","short-stemmed sedge","S4S5 (2019)","Yellow","",""
"Dulichium arundinaceum var. arundinaceum","(L.) Britton","Three-way Sedge","S5 (2019)","Yellow","",""
"Eleocharis mamillata ssp. mamillata","(H.Lindb.) H.Lindb.","spike-rush","S5 (2019)","Yellow","",""
"Eleocharis obtusa","(Willd.) Schult.","Blunt Spikerush","S5 (2019)","Yellow","",""
"Eleocharis palustris","(L.) Roem. & Schult.","common spikerush","S5 (2019)","Yellow","",""
"Eleocharis parvula","(Roem. & Schult.) Link ex Bluff, Nees & Schauer","Small Spikerush","S4 (2019)","Yellow","",""
"Eleocharis uniglumis","(Link) Schult.","Creeping Spikerush","S4S5 (2019)","Yellow","",""
"Eriophorum angustifolium ssp. angustifolium","Honck.","Tall Cotton-grass","S5 (2019)","Yellow","",""
"Eriophorum chamissonis","C.A.Mey.","russet cottongrass","S5 (2020)","Yellow","",""
"Isolepis cernua","(Vahl) Roem. & Schult.","Slender Clubrush","S5 (2019)","Yellow","",""
"Rhynchospora alba","(L.) Vahl","white beak-sedge","S5 (2019)","Yellow","",""
"Schoenoplectus acutus","(Muhl. ex. Bigelow) A. Löve & D. Löve","hardstem bulrush","S5 (2019)","Yellow","",""
"Schoenoplectus pungens var. longispicatus","(Vahl) Palla","common three-square bulrush","S5 (2019)","Yellow","",""
"Schoenoplectus subterminalis","(Torr.) Soják","water bulrush","S5 (2019)","Yellow","",""
"Schoenoplectus tabernaemontani","(C.C. Gmel.) Palla","soft-stemmed bulrush","S5 (2019)","Yellow","",""
"Scirpus atrocinctus","Fernald","Black-girdle Bulrush","SU (2019)","Unknown","",""
"Scirpus cyperinus","(L.) Kunth","woolgrass","SNA (2025)","Exotic","",""
"Scirpus microcarpus","J. Presl & C. Presl.","Panicled Bulrush","S5 (2019)","Yellow","",""
"Trichophorum cespitosum","(L.) Hartm.","Tufted Bulrush","S5 (2019)","Yellow","",""
"Acer campestre","L.","field maple","SNA (2022)","Exotic","",""
"Acer circinatum","Pursh","Vine Maple","S5 (2019)","Yellow","",""
"Acer glabrum var. douglasii","Torr.","Douglas maple","S5 (2019)","Yellow","",""
"Acer macrophyllum","Pursh","bigleaf maple","S5 (2019)","Yellow","",""
"Acer platanoides","L.","Norway maple","SNA (2019)","Exotic","",""
"Acer pseudoplatanus","L.","sycamore maple","SNA (2019)","Exotic","",""
"Aesculus hippocastanum","L.","horse-chestnut","SNA (2019)","Exotic","",""
"Selaginella wallacei","Hieron","Wallace's spikemoss","S5 (2019)","Yellow","",""
"Asplenium trichomanes","L.","maidenhair spleenwort","S5 (2020)","Yellow","",""
"Euphorbia cyparissias","L.","cypress spurge","SNA (2019)","Exotic","",""
"Euphorbia glyptosperma","(Engelm.) Small","Ribseed Sandmat","SU (2019)","Unknown","",""
"Euphorbia myrsinites","L.","Donkey Tail","SNA (2019)","Exotic","",""
"Euphorbia peplus","L.","Petty Spurge","SNA (2019)","Exotic","",""
"Parnassia fimbriata","K.D. Koenig","Fringed Grass of Parnassus","S5 (2019)","Yellow","",""
"Parnassia palustris","L.","marsh grass-of-Parnassus","S5 (2019)","Yellow","",""
"Paxistima myrsinites","(Pursh.) Raf.","Oregon Boxwood","S5 (2019)","Yellow","",""
"Petrosedum forsterianum","Sm.","Rock Stonecrop","SNA (2019)","Exotic","",""
"Petrosedum orientale","('t Hart) Grulich","orange stonecrop","SNA (2019)","Exotic","",""
"Petrosedum rupestre","(Linnaeus) P.V. Heath","Reflexed Stonecrop","SNA (2025)","Exotic","",""
"Sedum acre","L.","Biting Stonecrop","SNA (2019)","Exotic","",""
"Sedum album","L.","white stonecrop","SNA (2019)","Exotic","",""
"Sedum divergens","S. Watson","Pacific stonecrop","S5 (2019)","Yellow","",""
"Sedum lanceolatum var. nesioticum","nesioticum","Island Stonecrop","S3S4 (2001)","Yellow","",""
"Sedum oreganum","Nutt.","Oregon Stonecrop","S5 (2019)","Yellow","",""
"Sedum spathulifolium","Hook.","Broad-leaved Stonecrop","S5 (2019)","Yellow","",""
"Rhus glabra","L.","smooth sumac","S5 (2019)","Yellow","",""
"Rhus typhina","L.","staghorn sumac","SNA (2019)","Exotic","",""
"Toxicodendron diversilobum","(Torr. & A. Gray) Greene","Pacific poison oak","S3S4 (2019)","Yellow","",""
"Drosera anglica","Huds.","Great Sundew","S5 (2019)","Yellow","",""
"Drosera rotundifolia","L.","round-leaved sundew","S5 (2019)","Yellow","",""
"Impatiens capensis","Meerb.","common jewelweed","SNA (2019)","Exotic","",""
"Impatiens glandulifera","Royle","Himalayan balsam","SNA (2019)","Exotic","",""
"Impatiens parviflora","DC.","small balsam","SNA (2019)","Exotic","",""
"Sambucus racemosa var. arborescens","(Torr. & A. Gray) A. Gray","Coastal Red Elder","S5 (2000)","Yellow","",""
"Viburnum edule","(Michx.) Raf.","squashberry","S5 (2019)","Yellow","",""
"Viola adunca","Sm.","hookedspur violet","S5 (2019)","Yellow","",""
"Viola glabella","Nutt.","stream violet","S5 (2019)","Yellow","",""
"Viola howellii","A.Gray","Howell's violet","S2S3 (2025)","Blue","",""
"Viola nephrophylla","Greene","northern bog violet","S5 (2019)","Yellow","",""
"Viola odorata","L.","Sweet violet","SNA (2019)","Exotic","",""
"Viola orbiculata","Gayer ex Holz.","western roundleaf violet","S5 (2019)","Yellow","",""
"Viola palustris","L.","alpine marsh violet","S5 (2019)","Yellow","",""
"Viola riviniana","Rchb.","common dog-violet","SNA (2019)","Exotic","",""
"Viola sempervirens","Greene","Redwood Violet","S5 (2019)","Yellow","",""
"Juglans ailantifolia","Carrière","Japanese walnut","SNA (2019)","Exotic","",""
"Juglans regia","L.","Persian walnut","SNA (2019)","Exotic","",""
"Nuphar polysepala","Engelm (Engelm.) E.O. Beal.","western yellow pond-lily","S5 (2019)","Yellow","",""
"Nymphaea odorata ssp. odorata","Sol. ex Aiton","American white water-lily","SNA (2019)","Exotic","",""
"Myriophyllum sibiricum","Kom.","Siberian water-milfoil","S5 (2019)","Yellow","",""
"Sagittaria latifolia","Willd.","broadleaf arrowhead","S5 (2019)","Yellow","",""
"Brasenia schreberi","J.F. Gmel.","Watershield","S5 (2019)","Yellow","",""
"Populus balsamifera","L.","balsam poplar","SU (2022)","Unknown","",""
"Populus tremuloides","Michx.","quaking aspen","S5 (2019)","Yellow","",""
"Populus trichocarpa","L. (Torr. & A. Gray ex Hook.) Brayshaw","black cottonwood","S5 (2019)","Yellow","",""
"Salix arctica","Pall.","arctic willow","S5 (2019)","Yellow","",""
"Salix barclayi","Andersson","Barclay's Willow","S5 (2019)","Yellow","",""
"Salix commutata","Bebb","Undergreen Willow","S5 (2019)","Yellow","",""
"Salix discolor","Muhl.","pussy willow","S5 (2019)","Yellow","",""
"Salix hookeriana","Barratt ex Hook.","coastal willow","S5 (2019)","Yellow","",""
"Salix lasiandra var. lasiandra","Muhl. (Benth.) A.E. Murray","Pacific Willow","S5 (2000)","Yellow","",""
"Salix nivalis","Hook.","snow willow","S5 (2019)","Yellow","",""
"Salix purpurea","L.","Purple Willow","SNA (2019)","Exotic","",""
"Salix scouleriana","Barratt ex Hook.","Scouler's willow","S5 (2019)","Yellow","",""
"Salix sitchensis","Sanson ex Bong.","Sitka willow","S5 (2019)","Yellow","",""
"Dryopteris carthusiana","(Vill.) H.P. Fuchs","spinulose wood fern","S5 (2019)","Yellow","",""
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy","spreading wood fern","S5 (2019)","Yellow","",""
"Dryopteris filix-mas","(L.) Schott","male fern","S5 (2019)","Yellow","",""
"Polystichum andersonii","M. Hopkins","Anderson's holly fern","S5 (2019)","Yellow","",""
"Polystichum braunii","(Spenner) Fée","Braun's holly fern","S5 (2019)","Yellow","",""
"Polystichum lemmonii","Underw.","Lemmon's holly fern","S2? (2019)","Red","Threatened (2003)","S1: Threatened (2005)"
"Polystichum lonchitis","(L.) Roth","northern holly fern","S5 (2019)","Yellow","",""
"Polystichum munitum","(Kaulf.) C. Presl","western sword fern","S5 (2019)","Yellow","",""
"Oxalis corniculata","L.","Creeping Woodsorrel","SNA (2019)","Exotic","",""
"Oxalis oregana","Nutt.","Oregon woodsorrel","S3 (2019)","Blue","",""
"Oxalis stricta","L.","upright yellow woodsorrel","SNA (2019)","Exotic","",""
"Taxus brevifolia","Nutt.","Pacific yew","S5 (2019)","Yellow","",""
