Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,new_year,Reporting.Status.simple,Taxon_std,Phylum_std,status_std,historical_year,observed_year,new_year_std,contribution_year,Observer_std,Collector_std,iNat_link,iNat_ID,Historical_metadata,Phylum_label
Turbonilla sp.,,,sea snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,Turbonillinae,,Turbonilla,,NA,,NA,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03330,1898315600,NA,NA,NA,,84989,MOL,NA,reported,Turbonilla sp.,Mollusca,reported,1961,NA,NA,NA,NA,Ian McTaggart-Cowan,NA,NA," (RBCM, 979-03330)",Molluscs (Mollusca)
Bugulina californica,"(Robertson, 1905)",,spiral bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Bugulina,californica,NA,,NA,native,unlisted,,confirmed,observed,1969-02-22,Andy Lamb,PMLS,NA,NA,2017-05-26,Karolle Wall,iNat:7674532,,551808,LOP,NA,confirmed,Bugulina californica,Bryozoa,confirmed,1969,2017,NA,2017,Karolle Wall,Andy Lamb,https://www.inaturalist.org/observations/7674532,7674532, (PMLS),Moss animals (Bryozoa)
Caulibugula californica,"Robertson, 1905",,parasol bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Caulibugula,californica,NA,,NA,native,unlisted,,reported,unobserved,2007-12-15,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,802658,LOP,NA,reported,Caulibugula californica,Bryozoa,reported,2007,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Moss animals (Bryozoa)
Dendrobeania lichenoides,"(Robertson, 1900)",,leaf crust bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Dendrobeania,lichenoides,NA,,NA,native,unlisted,,confirmed,observed,1985-07-29,Andy Lamb,PMLS,NA,NA,2008-11-09,Neil McDaniel,iNat:97677174,,339213,LOP,NA,confirmed,Dendrobeania lichenoides,Bryozoa,confirmed,1985,2008,NA,2008,Neil McDaniel,Andy Lamb,https://www.inaturalist.org/observations/97677174,97677174, (PMLS),Moss animals (Bryozoa)
Dendrobeania murrayana,"(Bean in Johnston, 1847)",,fan bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Dendrobeania,murrayana,NA,,NA,native,unlisted,,reported,unobserved,1985-08-02,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,205170,LOP,NA,reported,Dendrobeania murrayana,Bryozoa,reported,1985,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Moss animals (Bryozoa)
Cellaria diffusa,"Robertson, 1905",,spindly rabbit-ear bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Cellarioidea,Cellariidae,,,Cellaria,diffusa,NA,,NA,native,unlisted,,reported,unobserved,1995-02-24,Charlie Gibbs,PMLS,NA,NA,NA,NA,NA,,196077,LOP,NA,reported,Cellaria diffusa,Bryozoa,reported,1995,NA,NA,NA,NA,Charlie Gibbs,NA,NA, (PMLS),Moss animals (Bryozoa)
Celleporina robertsoniae,"(Canu & Bassler, 1923)",,rusty bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Celleporidae,,,Celleporina,robertsoniae,NA,,NA,native,unlisted,,reported,unobserved,1997-04-15,Donna Gibbs,PMLS,NA,NA,NA,NA,NA,misspelled Celleprina robertsoni,485340,LOP,NA,reported,Celleporina robertsoniae,Bryozoa,reported,1997,NA,NA,NA,NA,Donna Gibbs,NA,NA, (PMLS),Moss animals (Bryozoa)
Cribrilina sp.,,,,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Cribrilinoidea,Cribrilinidae,,,Cribrilina,,NA,,NA,,,,new 2019,observed,NA,NA,NA,NA,NA,2019-05-04,Norah Brown,iNat:24539878,,203432,LOP,2019,new,Cribrilina sp.,Bryozoa,new,NA,2019,2019,2019,Norah Brown,NA,https://www.inaturalist.org/observations/24539878,24539878,,Moss animals (Bryozoa)
Membranipora villosa,"Hincks, 1880",,kelp-encrusting bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Malacostegina,Membraniporoidea,Membraniporidae,,,Membranipora,villosa,NA,,NA,native,unlisted,,confirmed,observed,1993-08-16,Andy Lamb,PMLS,NA,NA,2016-08-17,Andrew Simon,iNat:3910076,reported as Membranipora serrilamella (synonymous),360867,LOP,NA,confirmed,Membranipora villosa,Bryozoa,confirmed,1993,2016,NA,2016,Andrew Simon,Andy Lamb,https://www.inaturalist.org/observations/3910076,3910076, (PMLS),Moss animals (Bryozoa)
Primavelans insculpta,"(Hincks, 1883)",,fluted bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Pacificincolidae,,,Primavelans,insculpta,NA,,NA,native,unlisted,,confirmed,observed,1995-02-26,Charlie Gibbs,PMLS,NA,NA,2008-11-09,Neil McDaniel,iNat:97569173,reported as Hippodiplosia insculpta,429861,LOP,NA,confirmed,Primavelans insculpta,Bryozoa,confirmed,1995,2008,NA,2008,Neil McDaniel,Charlie Gibbs,https://www.inaturalist.org/observations/97569173,97569173, (PMLS),Moss animals (Bryozoa)
Phidolopora pacifica,"(Robertson, 1908)",,lattice-work bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Phidoloporidae,,,Phidolopora,pacifica,NA,,NA,native,unlisted,,confirmed,observed,1985-12-07,Andy Lamb,PMLS,NA,NA,2023-09-10,"Dave ""Zeuss"" Cochrane",iNat:182740601,,51796,LOP,NA,confirmed,Phidolopora pacifica,Bryozoa,confirmed,1985,2023,NA,2023,"Dave ""Zeuss"" Cochrane",Andy Lamb,https://www.inaturalist.org/observations/182740601,182740601, (PMLS),Moss animals (Bryozoa)
Schizoporella japonica,"Ortmann, 1890",,orange ripple bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Schizoporellidae,,,Schizoporella,japonica,NA,,NA,non-native,unlisted,,confirmed,observed,1973-09-20,Andy Lamb,PMLS,NA,NA,2019-05-04,Joan Septembre,iNat:24768697,misspelled Schizoporella japonicus,519486,LOP,NA,confirmed,Schizoporella japonica,Bryozoa,confirmed,1973,2019,NA,2019,Joan Septembre,Andy Lamb,https://www.inaturalist.org/observations/24768697,24768697, (PMLS),Moss animals (Bryozoa)
Alcyonidium pedunculatum,"Robertson, 1902",,smooth leather bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Alcyonidiina,Alcyonidoidea,Alcyonidiidae,,,Alcyonidium,pedunculatum,NA,,NA,native,unlisted,,reported,unobserved,1994-02-26,Charlie Gibbs,PMLS,NA,NA,NA,NA,NA,,873864,LOP,NA,reported,Alcyonidium pedunculatum,Bryozoa,reported,1994,NA,NA,NA,NA,Charlie Gibbs,NA,NA, (PMLS),Moss animals (Bryozoa)
Bowerbankia sp.,,,tubeworm fuzz,Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Vesicularina,Vesicularioidea,Vesiculariidae,,,Bowerbankia,,NA,,NA,,,,reported,unobserved,2006-06-23,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,345483,LOP,NA,reported,Bowerbankia sp.,Bryozoa,reported,2006,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Moss animals (Bryozoa)
Rhabdocalyptus dawsoni,"(Lambe, 1893)",,boot sponge,Animalia,Porifera,,,Hexactinellida ,Hexasterophora,,Lyssacinosida,,,Rossellidae,Acanthascinae,,Rhabdocalyptus,dawsoni,NA,,NA,native,unlisted,,confirmed,observed,2008-05-22,Jackson W.F. Chu,Chu (2010),NA,NA,2007-10-23,Jackson W.F. Chu,iNat:59908562,,459736,POR,NA,confirmed,Rhabdocalyptus dawsoni,Porifera,confirmed,2008,2007,NA,2007,Jackson W.F. Chu,Jackson W.F. Chu,https://www.inaturalist.org/observations/59908562,59908562, (Chu (2010)),Sponges (Porifera)
Aphrocallistes vastus,"Schulze, 1886",,cloud sponge,Animalia,Porifera,,,Hexactinellida ,Hexasterophora,,Sceptrulophora ,,,Aphrocallistidae,,,Aphrocallistes,vastus,NA,,NA,native,unlisted,,confirmed,observed,2011-10-30,Jackson W.F. Chu,RBCM,016-00066-001,NA,2007-10-23,Jackson W.F. Chu,iNat:8459011,,424651,POR,NA,confirmed,Aphrocallistes vastus,Porifera,confirmed,2011,2007,NA,2007,Jackson W.F. Chu,Jackson W.F. Chu,https://www.inaturalist.org/observations/8459011,8459011," (RBCM, 016-00066-001)",Sponges (Porifera)
Heterochone calyx,"(Schulze, 1886)",,fingered goblet sponge,Animalia,Porifera,,,Hexactinellida ,Hexasterophora,,Sceptrulophora ,,,Aphrocallistidae,,,Heterochone,calyx,NA,,NA,native,unlisted,,confirmed,observed,2012,Jackson W.F. Chu,Chu (2012),NA,NA,2009-10-03,Jackson W.F. Chu,iNat:144497905,,424648,POR,NA,confirmed,Heterochone calyx,Porifera,confirmed,2012,2009,NA,2009,Jackson W.F. Chu,Jackson W.F. Chu,https://www.inaturalist.org/observations/144497905,144497905, (Chu (2012)),Sponges (Porifera)
Ismaila belciki,"Ho, 1987",,parasitic copepod,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Podoplea,Cyclopoida,Ergasilida,,Splanchnotrophidae,,,Ismaila,belciki,NA,,NA,,,,new 2022,observed,NA,NA,NA,NA,NA,2022-08-16,"Dave ""Zeuss"" Cochrane",iNat:145169491,,872210,ART,2022,new,Ismaila belciki,Arthropoda,new,NA,2022,2022,2022,"Dave ""Zeuss"" Cochrane",NA,https://www.inaturalist.org/observations/145169491,145169491,,Arthropods (Arthropoda)
Balanus crenatus,"Bruguière, 1789",,common acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Balanoidea,Balanidae,,,Balanus,crenatus,NA,,NA,native,unlisted,,confirmed,observed,1969-02-22,Andy Lamb,PMLS,NA,NA,2019-01-25,awworld,iNat:19886394,,117672,ART,NA,confirmed,Balanus crenatus,Arthropoda,confirmed,1969,2019,NA,2019,awworld,Andy Lamb,https://www.inaturalist.org/observations/19886394,19886394, (PMLS),Arthropods (Arthropoda)
Balanus glandula,"Darwin, 1854",,common acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Balanoidea,Balanidae,,,Balanus,glandula,NA,,NA,native,unlisted,,confirmed,observed,1969-02-22,Andy Lamb,PMLS,NA,NA,2015-08-05,Andrew Simon,iNat:2599301,,81610,ART,NA,confirmed,Balanus glandula,Arthropoda,confirmed,1969,2015,NA,2015,Andrew Simon,Andy Lamb,https://www.inaturalist.org/observations/2599301,2599301, (PMLS),Arthropods (Arthropoda)
Balanus nubilus,"Darwin, 1854",,giant acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Balanoidea,Balanidae,,,Balanus,nubilus,NA,,NA,native,unlisted,,confirmed,observed,1986-04-08,NA,RBCM,986-00191-002,NA,2008-11-09,Neil McDaniel,iNat:130989161,,49127,ART,NA,confirmed,Balanus nubilus,Arthropoda,confirmed,1986,2008,NA,2008,Neil McDaniel,NA,https://www.inaturalist.org/observations/130989161,130989161," (RBCM, 986-00191-002)",Arthropods (Arthropoda)
Balanus rostratus,"Hoek, 1883",,large acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Balanoidea,Balanidae,,,Balanus,rostratus,NA,,NA,native,unlisted,,confirmed,observed,1986-09-30,NA,RBCM,986-00197-026,1898319401,2023-09-10,"Dave ""Zeuss"" Cochrane",iNat:182740616,,782656,ART,NA,confirmed,Balanus rostratus,Arthropoda,confirmed,1986,2023,NA,2023,"Dave ""Zeuss"" Cochrane",NA,https://www.inaturalist.org/observations/182740616,182740616," (RBCM, 986-00197-026)",Arthropods (Arthropoda)
Semibalanus cariosus,"(Pallas, 1788)",,thatched acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Balanoidea,Balanidae,,,Semibalanus,cariosus,NA,,NA,native,unlisted,,confirmed,observed,1985-12-08,Andy Lamb,PMLS,NA,NA,2016-08-17,Andrew Simon,iNat:3910072,,47658,ART,NA,confirmed,Semibalanus cariosus,Arthropoda,confirmed,1985,2016,NA,2016,Andrew Simon,Andy Lamb,https://www.inaturalist.org/observations/3910072,3910072, (PMLS),Arthropods (Arthropoda)
Chthamalus dalli,"Pilsbry, 1916",,small acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,Chthamaloidea,Chthamalidae,,,Chthamalus,dalli,NA,,NA,native,unlisted,,confirmed,observed,2008-02-16,Andy Lamb,PMLS,NA,NA,2015-08-05,Andrew Simon,iNat:2599308,,129910,ART,NA,confirmed,Chthamalus dalli,Arthropoda,confirmed,2008,2015,NA,2015,Andrew Simon,Andy Lamb,https://www.inaturalist.org/observations/2599308,2599308, (PMLS),Arthropods (Arthropoda)
Lepeophtheirus sp.,,,parasitic copepod,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Podoplea,Siphonostomatoida,,,Caligidae,,,Lepeophtheirus,,NA,,NA,,,,reported,unobserved,2008-02-03,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,329133,ART,NA,reported,Lepeophtheirus sp.,Arthropoda,reported,2008,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),Arthropods (Arthropoda)
Hydrolagus colliei,"(Lay & Bennett, 1839)",,spotted ratfish,Animalia,Chordata,Vertebrata,,Holocephali,,,Chimaeriformes,,,Chimaeridae,,,Hydrolagus,colliei,NA,,NA,native,SNR,,confirmed,observed,1971-08-21,Andy Lamb,PMLS,NA,NA,2007-10-23,Jackson W.F. Chu,iNat:59908560,,84182,FIS,NA,confirmed,Hydrolagus colliei,Chordata,confirmed,1971,2007,NA,2007,Jackson W.F. Chu,Andy Lamb,https://www.inaturalist.org/observations/59908560,59908560, (PMLS),Chordates (Chordata)
Leptosynapta transgressor,"Heding, 1928",,subtidal burrowing sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Paractinopoda,,Apodida,,,Synaptidae,,,Leptosynapta,transgressor,NA,,NA,native,unlisted,,reported,unobserved,2013-10-20,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,873898,ECH,NA,reported,Leptosynapta transgressor,Echinodermata,reported,2013,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),"Sea stars, urchins & kin (Echinodermata)"
Cucumaria miniata,"(Brandt, 1835)",,red sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Cucumariidae,,,Cucumaria,miniata,NA,,NA,native,unlisted,,confirmed,observed,1969-02-21,Andy Lamb,PMLS,NA,NA,2013-08-07,Karolle Wall,iNat:3705818,,117695,ECH,NA,confirmed,Cucumaria miniata,Echinodermata,confirmed,1969,2013,NA,2013,Karolle Wall,Andy Lamb,https://www.inaturalist.org/observations/3705818,3705818, (PMLS),"Sea stars, urchins & kin (Echinodermata)"
Cucumaria pallida,"Kirkendale & Lambert, 1995",,pale sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Cucumariidae,,,Cucumaria,pallida,NA,,NA,native,unlisted,,confirmed,observed,2006-06-23,Andy Lamb,PMLS,NA,NA,2019-05-05,Isabelle M. Côté,iNat:128527397,,356416,ECH,NA,confirmed,Cucumaria pallida,Echinodermata,confirmed,2006,2019,NA,2019,Isabelle M. Côté,Andy Lamb,https://www.inaturalist.org/observations/128527397,128527397, (PMLS),"Sea stars, urchins & kin (Echinodermata)"
Cucumaria piperata,"(Stimpson, 1864)",,salt & pepper sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Cucumariidae,,,Cucumaria,piperata,NA,,NA,native,unlisted,,confirmed,observed,1994-10-07,Andy Lamb,PMLS,NA,NA,2019-05-04,Isabelle M. Côté,iNat:129284387,,424353,ECH,NA,confirmed,Cucumaria piperata,Echinodermata,confirmed,1994,2019,NA,2019,Isabelle M. Côté,Andy Lamb,https://www.inaturalist.org/observations/129284387,129284387, (PMLS),"Sea stars, urchins & kin (Echinodermata)"
Pentamera sp.,,,sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Phyllophoridae,,,Pentamera,,NA,,NA,,,,reported,unobserved,2006-06-30,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,171674,ECH,NA,reported,Pentamera sp.,Echinodermata,reported,2006,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),"Sea stars, urchins & kin (Echinodermata)"
Psolidium bidiscum,"Lambert, 1996",,pale creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,,Psolidium,bidiscum,NA,,NA,native,unlisted,,reported,unobserved,1996-09-28,Charlie Gibbs,PMLS,NA,NA,NA,NA,NA,,873892,ECH,NA,reported,Psolidium bidiscum,Echinodermata,reported,1996,NA,NA,NA,NA,Charlie Gibbs,NA,NA, (PMLS),"Sea stars, urchins & kin (Echinodermata)"
Psolus chitonoides,"Clark, 1901",,creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,,Psolus,chitonoides,NA,,NA,native,unlisted,,confirmed,observed,1973-09-20,Andy Lamb,PMLS,NA,NA,2008-05-22,Jackson W.F. Chu,iNat:116334843,,473064,ECH,NA,confirmed,Psolus chitonoides,Echinodermata,confirmed,1973,2008,NA,2008,Jackson W.F. Chu,Andy Lamb,https://www.inaturalist.org/observations/116334843,116334843, (PMLS),"Sea stars, urchins & kin (Echinodermata)"
Psolus squamatus,"(O.F. Müller, 1776)",,white creeping pedal sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Psolidae,,,Psolus,squamatus,NA,,NA,native,unlisted,,reported,unobserved,2008-10-09,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,293149,ECH,NA,reported,Psolus squamatus,Echinodermata,reported,2008,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),"Sea stars, urchins & kin (Echinodermata)"
Eupentacta pseudoquinquesemita,"Deichmann, 1938",,false white sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Sclerodactylidae,,,Eupentacta,pseudoquinquesemita,NA,,NA,,,,new 2024,observed,NA,NA,NA,NA,NA,2024-04-13,"Dave ""Zeuss"" Cochrane",iNat:207078125,,311593,ECH,2024,new,Eupentacta pseudoquinquesemita,Echinodermata,new,NA,2024,2024,2024,"Dave ""Zeuss"" Cochrane",NA,https://www.inaturalist.org/observations/207078125,207078125,,"Sea stars, urchins & kin (Echinodermata)"
Eupentacta quinquesemita,"(Selenka, 1867)",,stiff-footed sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Sclerodactylidae,,,Eupentacta,quinquesemita,NA,,NA,native,unlisted,,confirmed,observed,1986-04-08,NA,RBCM,986-00191-030,NA,2016-02-07,Peter Luckham,iNat:2763482,,51695,ECH,NA,confirmed,Eupentacta quinquesemita,Echinodermata,confirmed,1986,2016,NA,2016,Peter Luckham,NA,https://www.inaturalist.org/observations/2763482,2763482," (RBCM, 986-00191-030)","Sea stars, urchins & kin (Echinodermata)"
Apostichopus californicus,"(Stimpson, 1857)",,giant sea cucumber,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,Stichopodidae,,,Apostichopus,californicus,NA,,NA,native,unlisted,,confirmed,observed,1986-04-08,NA,RBCM,986-00191-032,NA,2009-07-21,Karolle Wall,iNat:97178767,,202640,ECH,NA,confirmed,Apostichopus californicus,Echinodermata,confirmed,1986,2009,NA,2009,Karolle Wall,NA,https://www.inaturalist.org/observations/97178767,97178767," (RBCM, 986-00191-032)","Sea stars, urchins & kin (Echinodermata)"
Emplectonema viride,"Stimpson, 1857",,green ribbon worm,Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,Emplectonematidae,,,Emplectonema,viride,NA,,NA,native,unlisted,,confirmed,observed,1969-02-22,Andy Lamb,PMLS,NA,NA,2021-03-17,Andrew Simon,iNat:72321492,reported as Emplectonema gracile,337279,WOR,NA,confirmed,Emplectonema viride,Nemertea,confirmed,1969,2021,NA,2021,Andrew Simon,Andy Lamb,https://www.inaturalist.org/observations/72321492,72321492, (PMLS),Ribbon worms (Nemertea)
Paranemertes peregrina,"Coe, 1901",,purple ribbon worm,Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,Neesidae,,,Paranemertes,peregrina,NA,,NA,native,unlisted,,new 2019,observed,NA,NA,NA,NA,NA,2019-05-04,Dave Metzger,iNat:25587683,,51284,WOR,2019,new,Paranemertes peregrina,Nemertea,new,NA,2019,2019,2019,Dave Metzger,NA,https://www.inaturalist.org/observations/25587683,25587683,,Ribbon worms (Nemertea)
Bougainvillia sp.,,,cluster-tentacled jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Bougainvilliidae,,,Bougainvillia,,NA,,NA,,,,reported,unobserved,2008-10-05,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,247135,CNI,NA,reported,Bougainvillia sp.,Cnidaria,reported,2008,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Garveia annulata,"Nutting, 1901",,orange hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Bougainvilliidae,,,Garveia,annulata,NA,,NA,native,unlisted,,confirmed,observed,1985-08-02,Andy Lamb,PMLS,NA,NA,2008-11-09,Neil McDaniel,iNat:130990318,,63662,CNI,NA,confirmed,Garveia annulata,Cnidaria,confirmed,1985,2008,NA,2008,Neil McDaniel,Andy Lamb,https://www.inaturalist.org/observations/130990318,130990318, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Euphysa sp.,,,tiny red sausage jellies,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Corymorphidae,,,Euphysa,,NA,,NA,,,,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,NA,NA,2013-05-09,Karolle Wall,iNat:4052450,,247163,CNI,NA,confirmed,Euphysa sp.,Cnidaria,confirmed,1993,2013,NA,2013,Karolle Wall,Charlie Gibbs,https://www.inaturalist.org/observations/4052450,4052450, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Polyorchis penicillatus,"(Eschscholtz, 1829)",,red-eye medusa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Polyorchis,penicillatus,NA,,NA,native,unlisted,,confirmed,observed,2009-04-04,Andy Lamb,PMLS,NA,NA,2006-06-11,Karolle Wall,iNat:97205565,,51640,CNI,NA,confirmed,Polyorchis penicillatus,Cnidaria,confirmed,2009,2006,NA,2006,Karolle Wall,Andy Lamb,https://www.inaturalist.org/observations/97205565,97205565, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Sarsia sp.,,,thimble jellyfishes,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Sarsia,,NA,,NA,,,,reported,unobserved,2009-04-13,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,51653,CNI,NA,reported,Sarsia sp.,Cnidaria,reported,2009,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Sarsia tubulosa,"(M. Sars, 1835)",,clapper hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Sarsia,tubulosa,NA,,NA,native,unlisted,,confirmed,observed,1913-06-06,NA,RBCM,976-00141-001,NA,2011-05-18,Karolle Wall,iNat:4028771,,448319,CNI,NA,confirmed,Sarsia tubulosa,Cnidaria,confirmed,1913,2011,NA,2011,Karolle Wall,NA,https://www.inaturalist.org/observations/4028771,4028771," (RBCM, 976-00141-001)","Jellyfish, corals & anemones (Cnidaria)"
Hydractinia sp.,,,barnacle fur hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Hydractinia,,NA,,NA,,,,reported,unobserved,2008-03-22,Andy Lamb,PMLS,NA,NA,NA,NA,NA,,203798,CNI,NA,reported,Hydractinia sp.,Cnidaria,reported,2008,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Schuchertinia allmanii,"(Bonnevie, 1898)",,snail fur hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Schuchertinia,allmanii,NA,,NA,native,unlisted,,reported,unobserved,1985-08-02,Andy Lamb,PMLS,NA,NA,NA,NA,NA,reported as Hydractinia cf aggregata,1118982,CNI,NA,reported,Schuchertinia allmanii,Cnidaria,reported,1985,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Schuchertinia milleri,"(Torrey, 1902)",,hedge-hog hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Schuchertinia,milleri,NA,,NA,native,unlisted,,reported,unobserved,1985-12-07,Andy Lamb,PMLS,NA,NA,NA,NA,NA,reported as Clavactinia milleri,854771,CNI,NA,reported,Schuchertinia milleri,Cnidaria,reported,1985,NA,NA,NA,NA,Andy Lamb,NA,NA, (PMLS),"Jellyfish, corals & anemones (Cnidaria)"
Catablema vesicarium nodulosum,"Bigelow, 1913",,Karolle’s little jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,,Catablema,vesicarium,NA,nodulosum,NA,native,unlisted,,new 2021,observed,NA,NA,NA,NA,NA,2021-04-11,Andrew Simon,iNat:73718029,,888777,CNI,2021,new,Catablema vesicarium nodulosum,Cnidaria,new,NA,2021,2021,2021,Andrew Simon,NA,https://www.inaturalist.org/observations/73718029,73718029,,"Jellyfish, corals & anemones (Cnidaria)"
