scientificName,polygon,recordedBy,eventDate,datasetName,locality,
Pseudotsuga menziesii,1,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Polystichum munitum,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus ursinus,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Pseudotsuga menziesii,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Thuja plicata,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Arbutus menziesii,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Acer macrophyllum,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Gaultheria shallon,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Mahonia nervosa,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Lonicera hispidula,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Lonicera ciliosa,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Symphorocapus alba,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Polystichum munitum,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindberia oregona,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Dicranum scoparium,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rhytidiadelphus triquetrus,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kinbergia praelonga,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Hylocomnium splendens,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Isothecium myosuroides,30,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
