,catalogNumber,Verified,Missing.Specimen,Family_Genus.list..Family,scientificName,Genus,Qualifier,Species,Authorship.Reference..Species.Author,Subspecies,Authorship.Reference..Subspecies.Author,Variety,Authorship.Reference..Variety.Author,Forma,Authorship.Reference..Forma.Author,Cultivar,country,provinceState,locality,Geo_LatDegree,Geo_LatMinute,Geo_LatSecond,Geo_LongDegree,Geo_LongMinute,Geo_LongSecond,decimalLatitude,decimalLongitude,Geo_Datum,Geo_CoordinateUncertainty,georeferenceProtocol,georeferencedBy,Geo_Date,Georeference.Notes,UTM,Grid.Reference,habitat,verbatimElevation,eventDate,recordedBy,Other.Collectors,recordNumber,identifiedBy,Determination.Date,occurrenceRemarks,Originally.identified.as,Annotation.1,Annotation.2,Annotation.3,More.annotations,Original.Herbarium,TypeStatus,Special,Research.Annotation,Citations,Genbank,BOLD.Number,Loan,Exchange,Curatorial.Notes,Taxonomic.Updates,Conservation.Status,Imaged,Barcoded,Project.ID,Funding.Project,Reproductive.Status,Reproductive.Flex,Accession.Number.1
111,V241910,,,Cupressaceae,Juniperus maritima,Juniperus,,maritima,R.P. Adams,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague Harbour Provincial Park, Gray Peninsula, southwest tip by large park sign",48,53,44,-123,24,37.4,48.895556,-123.410389,NAD 83.00,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,10U 469920 5415928,,"Exposed rocky point with Arbutus menziesii, Pseudotsuga menziesii",5 m,2014 May 13,Frank Lomer,,8699,Frank Lomer,2014,"straight symmetrical healthy female tree with plenty of cones, 1.8 m DBH; two other trees nearby, both male",Juniperus maritima by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,Yes,Yes,flomer1,,,,V241910
199,V252595,6/23/2022,,Poaceae,Koeleria macrantha,Koeleria,,macrantha,(Ledeb.) Schult.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.867787,NA,NA,-123.377628,NA,NA,48.867787,-123.377628,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop herbaceous community,220 m,2017 Jun 14,Andrew Simon,,V-82,Andrew Simon,2017,,Koeleria macrantha by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252595
129,V245146,,,Lamiaceae,Lamium purpureum,Lamium,,purpureum,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bellhouse Park",48.871823,NA,NA,-123.310643,NA,NA,48.871823,-123.310643,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Woodland herbaceous community,,2016 Feb 12,Andrew Simon,,V-05,Andrew Simon,2016,,Lamium purpureum by Andrew Simon 2016,,,,NA,,NA,,,,NA,,,,,,,,Yes,AndrewSimon2016,,,,V245146
15,V156681,,,Orchidaceae,Listera cordata,Listera,,cordata,(L.) R. Br.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf Islands, Galiano Island, Sturdies Bay.",48,52,NA,-123,19,NA,48.866667,-123.316667,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,On mossy floor of Douglas fir forest.,,1974 Apr 21,Wilfred B. Schofield,,s.n.,Wilfred B. Schofield,,,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V156681
9,V138585,,,Saxifragaceae,Lithophragma parviflora,Lithophragma,,parviflora,(Hook.) Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, Mt. Galiano bluffs",48,52,NA,-123,22,NA,48.866667,-123.366667,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,thin soil of rocky area,305 m,1972 May 02,R. Biggs,John Pinder-Moss,43,John Pinder-Moss,,,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V138585
18,V156684,,,Saxifragaceae,Lithophragma parviflora,Lithophragma,,parviflora,(Hook.) Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island",48,56,NA,-123,27,NA,48.933333,-123.45,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"open grassy Island,gulf of georgia",,1974 Apr 21,Wilfred B. Schofield,,s.n.,Wilfred B. Schofield,,,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V156684
133,V245150,,,Saxifragaceae,Lithophragma parviflorum,Lithophragma,,parviflorum,(Hook.) Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park",48.868249,NA,NA,-123.34166,NA,NA,48.868249,-123.34166,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Inland cliff/woodland; southern exposed slope,,2016 Apr 03,Andrew Simon,,V-09,Andrew Simon,2016,,Lithophragma  parviflorum by Andrew Simon 2016,,,,NA,,NA,,,,NA,,,,,,,,Yes,AndrewSimon2016,,,,V245150
178,V252572,6/23/2022,,Saxifragaceae,Lithophragma parviflorum,Lithophragma,,parviflorum,(Hook.) Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, southwest coast, Trincomali Channel northwest of Montague Provincial Park",48.90410156,NA,NA,-123.401051,NA,NA,48.90410156,-123.401051,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Coastal bluff, herbaceous community",10 m,2017 Apr 30,Andrew Simon,,V-55,Andrew Simon,2017,,Lithophragma parviflorum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252572
97,V233783,,,Apiaceae,Lomatium grayi,Lomatium,,grayi,(J.M. Coult. & Rose) J.M. Coult. & Rose,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Lover's Leap, west side of Porlier Pass Road, 1.8 km north of Cottage way",48,57,8,-123,31,57,48.952222,-123.5325,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Steep 80% southwest-facing rock cliff,50 m,1998 Apr 09,Frank Lomer,,98-1,Frank Lomer,2009,bushy; leafy; clumped perennial with yellow flowers; ca. 200+ plants,Lomatium grayi by Frank Lomer 2009,,,,NA,,NA,,Leaf material sampled in 2013 by Leo K. Leung for herbarium DNA barcoding by Erin R. Manton (University of British Columbia),,NA,,,,,,,Yes,Yes,ERTissue2,,,,V233783
121,V241920,,,Apiaceae,Lomatium grayi,Lomatium,,grayi,(J.M. Coult. & Rose) J.M. Coult. & Rose,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Porlier Pass Road, 1.7 km south of Trincomali Drive",48,57,38.3,-123,32,48.6,48.960639,-123.546833,NAD 83.00,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,10U 459970 5423227,,"Seaside cliff top with Arbutus menziesii, Pseudotsuga menziesii; growing with Paxistima myrsinites, Castilleja hispida, Cytisus scoparius",70 m,2014 May 14,Frank Lomer,,8709,Frank Lomer,2014,dozens of plants visible on vertical cliff; site is 1.3 km north of Lover's Leap site; mostly forming mature fruit,Lomatium grayi by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241920
144,V249876,10/23/2019,,Apiaceae,Lomatium utriculatum,Lomatium,,utriculatum,(Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose,,,,,NA,NA,NA,Canada,British Columbia,Galiano Island,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,10U 472366 5412662,,"On seepy, west facing open slope",857 m,2012 Jun 19,Terry McIntosh,,2012_74,Terry McIntosh,2012,,Lomatium ? utriculatum by Terry McIntosh 2012,"Lomatium utriculatum Det. Jamie D. Fenneman 2018, University of British Columbia Herbarium",,,NA,,NA,,,,NA,,,,,,,,,TMcIntosh_2014-2015,,,,V249876
159,V252553,6/23/2022,,Apiaceae,Lomatium utriculatum,Lomatium,,utriculatum,(Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.869183,NA,NA,-123.378572,NA,NA,48.869183,-123.378572,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland herbaceous community,255 m,2017 Mar 25,Andrew Simon,Lauren Magner,V-35,Andrew Simon,2017,,Lomatium utriculatum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252553
179,V252573,6/23/2022,,Fabaceae,Lupinus bicolor,Lupinus,,bicolor,Lindl.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, southwest coast, Trincomali Channel northwest of Montague Provincial Park",48.90410156,NA,NA,-123.401051,NA,NA,48.90410156,-123.401051,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Coastal bluff, herbaceous community",10 m,2017 Apr 30,Andrew Simon,,V-56,Andrew Simon,2017,,Lupinus bicolor by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252573
236,V252632,6/23/2022,,Fabaceae,Lupinus polycarpus,Lupinus,,polycarpus,Greene,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.869098,NA,NA,-123.378903,NA,NA,48.869098,-123.378903,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland / herbaceous community,250 m,2016 Jun 14,Andrew Simon,,V-135,Andrew Simon,2017,,Lupinus polycarpus by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252632
47,V191352,,,Juncaceae,Luzula comosa var. laxa,Luzula,,comosa,E. Mey.,,,laxa,Buchenau,NA,NA,NA,Canada,British Columbia,"Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,723146-720143 (92 B/14),"Dry mesic, partially shaded roadbed under Douglas-fir - Red Cedar",,1986 Aug 16,William J. Crins,,7323,Peter F. Zika,2012,common,Luzula multiflora by W.J. Crins 1986,"Luzula comosa var. laxa Det. Peter F. Zika 2012, WTU",,,NA,,NA,,,,NA,,"Returned
On loan to WTU, 2012 Mar (UBC-2012-V2) - Returned 2015 Jul",,,,,Yes,Yes,,,,,V191352
200,V252596,6/23/2022,,Juncaceae,Luzula comosa var. laxa,Luzula,,comosa,E. Mey.,,,laxa,Buchenau,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.869098,NA,NA,-123.378903,NA,NA,48.869098,-123.378903,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland / herbaceous community,250 m,2017 May 26,Andrew Simon,Alexander J. Wright,V-83,Andrew Simon,2017,,Luzula comosa by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252596
136,V245153,,,Juncaceae,Luzula macrantha,Luzula,cf. ,macrantha,(S. Watson) Zika & B.L. Wilson,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Tapovan Peace Park",48.91687,NA,NA,-123.423243,NA,NA,48.91687,-123.423243,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Inland cliff/woodland,,2016 May 03,Andrew Simon,,V-12,Andrew Simon,2016,,Luzula cf. macrantha by Andrew Simon 2016,,,,NA,,NA,,,,NA,,,,,,,,Yes,AndrewSimon2016,,,,V245153
201,V252597,6/23/2022,,Juncaceae,Luzula macrantha,Luzula,,macrantha,(S. Watson) Zika & B.L. Wilson,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.869073,NA,NA,-123.378621,NA,NA,48.869073,-123.378621,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland / herbaceous community,250 m,2017 May 26,Andrew Simon,Alexander J. Wright,V-84,Curtis R. Bjork,2017,,Luzula macrantha by Curtis R. Bjork  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252597
135,V245152,,,Juncaceae,Luzula subsessilis,Luzula,,subsessilis,Buchenau,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park",48.867718,NA,NA,-123.340087,NA,NA,48.867718,-123.340087,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Woodland,,2016 Apr 23,Andrew Simon,,V-11,Andrew Simon,2016,,Luzula subsessilis by Andrew Simon 2016,,,,NA,,NA,,,,NA,,,,,,,,Yes,AndrewSimon2016,,,,V245152
167,V252561,6/23/2022,,Juncaceae,Luzula subsessilis,Luzula,,subsessilis,Buchenau,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.869092,NA,NA,-123.378757,NA,NA,48.869092,-123.378757,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland herbaceous community,255 m,2017 Apr 01,Andrew Simon,Judith Holm,V-43,Andrew Simon,2017,,Luzula subsessilis by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252561
187,V252581,6/23/2022,,Juncaceae,Luzula subsessilis,Luzula,,subsessilis,Buchenau,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, District Lot 57",48.92918193,NA,NA,-123.4707499,NA,NA,48.92918193,-123.4707499,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,At margin of artificial pond,46 m,2017 May 14,Andrew Simon,,V-66,Curtis R. Bjork,2017,,Luzula subsessilis by Curtis R. Bjork  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252581
31,V190607,,,Caryophyllaceae,Lychnis coronaria,Lychnis,,coronaria,(L.) Desr.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf Islands, Galiano Island, above Active Pass, Bluff Park",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,dry open slopes,,1986 Aug 03,Gerald B. Straley,,3746,Gerald B. Straley,1986,Commonly naturalized,Lychnis coronaria by Gerald B. Straley 1986,"! J.K. Morton 1993, Flora of North America",STET Jamie Fenneman 2014 Vascular Flora of British Columbia,,NA,,NA,,,,NA,,,,,,,Yes,,coronaria n,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V190607
137,V245154,,,Primulaceae,Lysimachia europaea,Lysimachia,,europaea,(L.) U.Manns & Anderb,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Galiano Island Ecological Reserve",48.983659,NA,NA,-123.556323,NA,NA,48.983659,-123.556323,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Bog,,2016 May 24,Andrew Simon,,V-13,Andrew Simon,2016,,Trientalis europaea ssp. actica by Andrew Simon 2016,,,,NA,,NA,,,,NA,,,,,Trientalis europaea = Lysimachia europaea (2017),,,Yes,AndrewSimon2016,,,,V245154
33,V190866,,,Asteraceae,Madia exigua,Madia,,exigua,(Sm.) A. Gray,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"dry, open Douglas-fir-madrone slope",,1986 Aug 17,William J. Crins,,7352,William J. Crins,,common; chemical voucher,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V190866
55,V191360,,,Asteraceae,Madia exigua,Madia,,exigua,(Sm.) A. Gray,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"mesic, rocky roadbed under Douglas-fir - red cedar",,1986 Aug 16,William J. Crins,,7341,William J. Crins,,rare ; chemical voucher,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V191360
217,V252613,6/23/2022,,Asteraceae,Madia gracilis,Madia,,gracilis,(Sm.) D.D. Keck,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park",48.80266468,NA,NA,-123.3248883,NA,NA,48.80266468,-123.3248883,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop herbaceous community,135 m,2017 May 29,Andrew Simon,Alexander J. Wright,V-106,Andrew Simon,2017,,Madia gracilis by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252613
34,V190868,,,Asteraceae,Madia madioides,Madia,,madioides,(Nutt.) Greene,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),partially shaded slope under red cedar-madrone-fir-salal,,1986 Aug 17,William J. Crins,,7351,,,fairly common; chemical voucher,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V190868
105,V241904,,,Poaceae,Melica harfordii,Melica,,harfordii,Bol.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, District Lot 58, Galiano Conservancy land, ridge above Great Beaver Swamp, 1.09 km due northwest of junction of Poirlier Pass Road and McClure Road",48,56,16.4,-123,27,55.9,48.937889,-123.465528,NAD 83.00,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,10U 465909 5420655,,"Sandstone cliff/slope, southwest-facing, on turfy ledge with Bromus sterilis, Cerastium arvense, Selaginella wallacei, Toxicoscordion venenosum",150 m,2014 May 13,Frank Lomer,Ken Millard,8693,Frank Lomer,2014,"single clump observed on the whole cliff during survey; clumped with base of persistent dead leaves, culm bases purplish, ca. 30 fertile stems",Melica harfordii by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,bnbgrass,,,,V241904
118,V241917,,,Poaceae,Melica harfordii,Melica,,harfordii,Bol.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, seaside cliff 650 m due southwest of junction of Poirlier Pass Road and McClure Road",48,55,36.1,-123,28,7.5,48.926694,-123.46875,NAD 83.00,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,10U 465664 5419412,,"Dry rocky seaside cliff top flat with open arbutus and Douglas-fir, associated with Lonicera hispidula, Poa scabrella",50 m,2014 May 14,Frank Lomer,,8706,Frank Lomer,2014,several plants scattered in the habitat; leaf blades to 8 mm wide,Melica harfordii by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,bnbgrass,,,,V241917
52,V191357,3/18/2019,,Poaceae,Melica smithii x subulata,Melica,,smithii x subulata,,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 B/14),Mesic depression under Bigleaf Maple-fir-Red Alder-Red Cedar,,1986 Aug 16,William J. Crins,,7329,Macgregor A.R. Aubertin-Young,2019,uncommon,Melica smithii by William J. Crins 1986,"Melica smithii Det. Mary E. Barkworth 2019 Feb, Intermountain Herbarium (UTC)",Melica smithii x subulata (?)  Det. Macgregor A. R. Aubertin-Young 03 July 2019 University of British Columbia Herbarium,,NA,"University of Toronto-Erindale (TRTE) Ontaria, Canada",NA,B.C. C.D.C.,,,NA,,"Returned
On loan to UTC, 2011 Mar (UBC-2011-V4) - Returned 2019 Mar",,,,,Yes,Yes,bnbgrass,,,,V191357
53,V191358,3/18/2019,,Poaceae,Melica subulata,Melica,,subulata,(Griseb.) Scribn.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 B/14),Mesic depression under Bigleaf Maple-fir-Red Alder-Red Cedar,,1986 Aug 16,William J. Crins,,7330,William J. Crins,1986,uncommon,Melica subulata by William J. Crins 1986,"Melica subulata Det. Mary E. Barkworth 2019 Feb, Intermountain Herbarium (UTC)",,,NA,"University of Toronto-Erindale (TRTE) Ontario, Canada",NA,,,,NA,,"Returned
On loan to UTC, 2011 Mar (UBC-2011-V4) - Returned 2019 Mar",,,,,Yes,Yes,bnbgrass,,,,V191358
237,V252633,6/23/2022,,Poaceae,Melica subulata,Melica,,subulata,(Griseb.) Scribn.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Highland Road",48.869156,NA,NA,-123.346722,NA,NA,48.869156,-123.346722,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Forest margin, roadside",50 m,2017 Jun 14,Andrew Simon,,V-137,Andrew Simon,2017,,Melica subulata by Andrew Simon  2017,! As det. Curtis R. Bjork 2017,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252633
160,V252554,6/23/2022,,Saxifragaceae,Micranthes integrifolia,Micranthes,,integrifolia,(Hook.) Small,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.868813,NA,NA,-123.378925,NA,NA,48.868813,-123.378925,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Rock outcrop herbaceous community, seep",235 m,2017 Mar 25,Andrew Simon,,V-36,Andrew Simon,2017,,Micranthes integrifolia by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252554
171,V252565,6/23/2022,,Caryophyllaceae,Moehringia macrophylla,Moehringia,,macrophylla,Torr.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, District Lot 57",48.927088,NA,NA,-123.46633,NA,NA,48.927088,-123.46633,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop herbaceous community,12 m,2017 Apr 18,Andrew Simon,,V-48,Andrew Simon,2017,,Moehringia macrophylla by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252565
238,V252634,6/23/2022,,Caryophyllaceae,Moehringia macrophylla,Moehringia,,macrophylla,Torr.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil, District Lot 24",48.875251,NA,NA,-123.385756,NA,NA,48.875251,-123.385756,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland herbaceous community,145 m,2017 Jun 16,Andrew Simon,,V-138,Andrew Simon,2017,,Moehringia macrophylla by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252634
25,V178676,,,Portulacaceae,Montia dichotoma,Montia,,dichotoma,(Nutt.) Howell,,,,,NA,NA,NA,Canada,British Columbia,"southeast end of Galiano Island, just off Stick Allison Road",48,55,NA,-123,25,NA,48.916667,-123.416667,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,wet mossy areas above sea,,1983 May 01,Gerald B. Straley,,2560,Frank Lomer,1993,,Montia dichotoma by Gerald B. Straley,"! George W. Douglas 1991, B.C. C.D.C.",A - Montia fontana Det. Frank Lomer 1993; B - Montia dichotoma Det. Frank Lomer 2003,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V178676
84,V230998,,,Portulacaceae,Montia fontana,Montia,,fontana,L.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf of Georgia, Galiano Island, Sturdies Bay",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,damp open outcrop,,1974 Apr 21,Wilfred B. Schofield,,s.n.,Wilfred B. Schofield,1974,,Montia fontana by Wilfred B. Schofield 1974,,,,NA,,NA,B.C. C.D.C.,,,NA,,,,,,,,,,,,,V230998
161,V252555,6/23/2022,,Portulacaceae,Montia fontana,Montia,,fontana,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.94844185,NA,NA,-123.3019974,NA,NA,48.94844185,-123.3019974,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop herbaceous community,230 m,2017 Mar 25,Andrew Simon,,V-37,Andrew Simon,2017,,Montia fontana by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252555
100,V234966,,,Portulacaceae,Montia howellii,Montia,,howellii,S. Watson,,,,,NA,NA,NA,Canada,British Columbia,"Georgia Strait, Georgeson Bay, southwest end of Galiano Island, 334 Active Pass Drive, west side of driveway",48,52,6,-123,20,56,48.868333,-123.348889,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Moist depression below lawn with Geranium molle, Veronica arvensis",32 m,2001 Apr 11,Frank Lomer,,3944,Frank Lomer,2001,50-100 plants in 1 m² patch,Montia howellii by Frank Lomer 2001,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V234966
114,V241913,,,Portulacaceae,Montia howellii,Montia,,howellii,S. Watson,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague Harbour Provincial Park, near amphitheatre and picnic tables",48,53,53.2,-123,24,6.5,48.898111,-123.401806,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Wet grassy area, too wet yet to cut; growing in bare places with Juncus bufonius, Montia fontana, Myosurus minimus, Poa annua, Plantago elongata",3 m,2014 May 13,Frank Lomer,,8702,Frank Lomer,2014,frequent in bare low sites in the lawn,Montia howellii by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241913
169,V252563,6/23/2022,,Portulacaceae,Montia howellii,Montia,,howellii,S. Watson,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Phillimore Point, islet",48.86794009,NA,NA,-123.3870274,NA,NA,48.86794009,-123.3870274,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Coastal herbaceous community,5 m,2017 Apr 14,Andrew Simon,Kris Krug,V-46,Andrew Simon,2017,,Montia howellii by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252563
64,V194247,,,Portulacaceae,Montia linearis,Montia,,linearis,(Douglas ex Hook.) Greene,,,,,NA,NA,NA,Canada,British Columbia,"southern Galiano Island, Bellhouse Park",48,55,NA,-123,20,NA,48.916667,-123.333333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"vernally wet, grassy areas in shallow soil above rocks",,1988 Apr 23,Gerald B. Straley,,4616,Gerald B. Straley,1988,,Montia linearis by Gerald B. Straley 1988,,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V194247
211,V252607,6/23/2022,,Boraginaceae,Myosotis arvensis,Myosotis,,arvensis,(L.) Hill,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.86720612,NA,NA,-123.3754724,NA,NA,48.86720612,-123.3754724,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Ruderal, driveway",235 m,2017 May 28,Andrew Simon,Alexander J. Wright,V-96,Andrew Simon,2017,,Myosotis arvensis by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252607
