"","area","Family","TaxonName","iNatTaxon","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon"
"489","ogi","Juncaceae","Juncus hesperius","Juncus hesperius","FL Otter Bay roadside 2006.","","look for J. laccatus FL","AS","Juncus hesperius"
"490","ogi","Juncaceae","Juncus interior","Juncus interior","HJ Saturna 1975","","""delete. I doubt it grows in the area. Rather rare in the Columbia River area near Washington and an intro in Metro Vancouver."" FL ""My record from Saturna is a re-id by Jennifer Penny. Will recheck. Also all the Saanich Peninsula records of J. interior are re-id by Jennifer."" HJ","FL","Juncus interior"
"491","ogi","Juncaceae","Juncus oxymeris","Juncus oxymeris","Recheck HJ Galiano roadside collection. Should be at V but not found on eFlora.","","""delete"" FL ""Agree"" HJ","HJ, FL","Juncus oxymeris"
"492","ogi","Juncaceae","Juncus tenuis","Juncus tenuis","Moist meadows, farm fields throughout, all islands.","","","","Juncus tenuis"
"493","ogi","Juncaceae","Luzula campestris","Luzula campestris","FL Prevost Island 2004.","","","","Luzula campestris"
"494","ogi","Juncaceae","Luzula comosa var. laxa","Luzula comosa laxa","Galiano location? Sullivan Saturna 1972. FL Prevost Island 2004.","","","","Luzula comosa laxa"
"495","ogi","Juncaceae","Luzula macrantha","Luzula macrantha","Galiano Tapovan Peace Park AS 2016. HJ Mt. Sutile 1979. AS Dinner Point, Mayne 2019.","","","","Luzula macrantha"
"496","ogi","Juncaceae","Luzula multiflora","Luzula multiflora","Throughout open coniferous forests, lakeshore, bogs.","","","","Luzula multiflora"
"497","ogi","Juncaceae","Luzula parviflora","Luzula parviflora","Mayne Prelim Catalogue of VI and QCI location? Galiano location?","","","","Luzula parviflora"
"498","ogi","Juncaceae","Luzula subsessilis","Luzula subsessilis","Bluffs Park, Galiano AS 2016, Sutil Mt HJ 1979, Saturna HJ 1973 Gowland Point, S Pender B.A. Bennet 1992. AS Mayne 2019.","","","","Luzula subsessilis"
"499","ogi","Juncaginaceae","Triglochin concinna var. concinna","Triglochin concinna concinna","Salt or brackish marshes and mudflats; all islands","","","","Triglochin concinna concinna"
"500","ogi","Juncaginaceae","Triglochin maritima","Triglochin maritima","Salt marshes; common along rocky and muddy shores throughout. All islands.","","","","Triglochin maritima"
"501","ogi","Lamiaceae","Ajuga reptans","Ajuga reptans","Erhard waste ground Highland Rd and Ellis Rd, Galiano 2016. No information on naturalization.","","","AS","Ajuga reptans"
"502","ogi","Lamiaceae","Clinopodium douglasii","Clinopodium douglasii","Dry, open woods throughout, all islands.","","","","Clinopodium douglasii"
"503","ogi","Lamiaceae","Galeopsis tetrahit","Galeopsis tetrahit","Wet waste ground HJ Saturna 1980.","","","","Galeopsis tetrahit"
"504","ogi","Lamiaceae","Glechoma hederacea","Glechoma hederacea","Persisting and marginally escaping, old gardens, all islands.","","","","Glechoma hederacea"
"505","ogi","Lamiaceae","Lamiastrum galeobdolon","Lamium galeobdolon","No herbarium reccords but listed by the Invasive Species Council of BC for Vancouver Island and Gulf Islands. Persistant and marginally spreading.","","","","Lamium galeobdolon"
"506","ogi","Lamiaceae","Lamium amplexicaule","Lamium amplexicaule","Gardens, cultivated ground, disturbed ground, Saturna, N Pender.","","","","Lamium amplexicaule"
"507","ogi","Lamiaceae","Lamium hybridum","Lamium purpureum hybridum","AS Cook Rd,Galiano 2018.","","","AS","Lamium purpureum hybridum"
"508","ogi","Lamiaceae","Lamium purpureum","Lamium purpureum","Roadsides, waste ground, all islands.","","","AS","Lamium purpureum"
"509","ogi","Lamiaceae","Lycopus americanus","Lycopus americanus","HJ edge of fen, Saturna 1998, Galiano location?","","","AS","Lycopus americanus"
"510","ogi","Lamiaceae","Lycopus uniflorus","Lycopus uniflorus","Marshes and fens, all islands.","","","AS","Lycopus uniflorus"
"511","ogi","Lamiaceae","Marrubium vulgare","Marrubium vulgare","Waste ground, occasionaly open, grassy bluffs, Saturna, Mayne, N Pender.","","","","Marrubium vulgare"
"512","ogi","Lamiaceae","Melissa officinalis","Melissa officinalis","Roadsides and waste places, all inlands.","","","","Melissa officinalis"
"513","ogi","Lamiaceae","Mentha canadensis","Mentha canadensis","Wet ground, fens and lake edges, all islands.","","","","Mentha canadensis"
"514","ogi","Lamiaceae","Mentha pulegium","Mentha pulegium","AS Mayne 2019.","","","","Mentha pulegium"
"515","ogi","Lamiaceae","Mentha rotundifolia","Mentha × rotundifolia","Small colonies appearing to slowly spread Mayne, Galiano, N Pender.","","","","Mentha × rotundifolia"
"516","ogi","Lamiaceae","Mentha spicata","Mentha spicata","Occasionaly naturalizing, low, wet places; all islands.","","","","Mentha spicata"
"517","ogi","Lamiaceae","Prunella vulgaris","Prunella vulgaris","Lawns, gardens, disturbed ground, all islands.","","","","Prunella vulgaris"
"518","ogi","Lamiaceae","Stachys byzantina","Stachys byzantina","HJ farm pasture, Mayne 1980. persisting? Pollom S Pender iNaturalist report 2017.","","","","Stachys byzantina"
"519","ogi","Lamiaceae","Stachys cooleyae","Stachys chamissonis cooleyae","Streambanks, fens, ditches, all islands.","","","","Stachys chamissonis cooleyae"
"520","ogi","Lentibulariaceae","Utricularia gibba","Utricularia gibba","AS McCoskrie Rd, Galiano 2018. AS Great Beaver Swamp and ER128, Galiano iNaturalist observations 2018-19.","","","AS","Utricularia gibba"
"521","ogi","Lentibulariaceae","Utricularia minor","Utricularia minor","HJ Blackbird Hill wetland, Saturna1996","","","","Utricularia minor"
"522","ogi","Lentibulariaceae","Utricularia vulgaris ssp. macrorhiza","Utricularia macrorhiza","Sphagnum bog, Galiano 1981. AS same 2020.","","","","Utricularia macrorhiza"
"523","ogi","Liliaceae","Erythronium oregonum ssp. oregonum","Erythronium oregonum","Grassy shorelines and points, rarely away from salt water. All islands.","","","","Erythronium oregonum"
"524","ogi","Liliaceae","Erythronium revolutum","Erythronium revolutum","Sigvardsen Montague Park Galiano 2016. Suspected hybrid (outside range of E. revolutum). Very pink tepals in iNaturalist photo.","","","","Erythronium revolutum"
"525","ogi","Liliaceae","Fritillaria affinis","Fritillaria affinis","Grassy ridges, points usually near salt water and with Erythronium oreganum. All islands.","","","","Fritillaria affinis"
"526","ogi","Liliaceae","Lilium columbianum","Lilium columbianum","Damp, open woods and meadows, roadsides. All islands.","","","","Lilium columbianum"
"527","ogi","Liliaceae","Prosartes hookeri","Prosartes hookeri","Field in Port Washington, North Pender HJ June 1981. Possibly planted.","","","","Prosartes hookeri"
"528","ogi","Liliaceae","Streptopus amplexifolius","Streptopus amplexifolius","HJ Saturna in splash zone of shaded waterfall.","","","","Streptopus amplexifolius"
"529","ogi","Limnanthaceae","Limnanthes douglasii","Limnanthes douglasii","Seen in flower beds but doesn't appear to persist or spread. On Lomer & Penny's non-established list.","","","","Limnanthes douglasii"
"530","ogi","Lycopodiaceae","Huperzia selago","Huperzia selago","Macoun Mayne 1914.","","","","Huperzia selago"
"531","ogi","Lycopodiaceae","Lycopodium clavatum","Lycopodium clavatum","Open, mossy areas in mature upland forest. Saturna, South Pender, Galiano.","","","AS","Lycopodium clavatum"
"532","ogi","Malvaceae","Alcea rosea","Alcea rosea","Spreading on Scoones Point, Galiano.","","","","Alcea rosea"
"533","ogi","Malvaceae","Malva moschata","Malva moschata","Waste ground, roadsides, all islands.","","","","Malva moschata"
"534","ogi","Malvaceae","Malva neglecta","Malva neglecta","Waste places, farm yards, Saturna, Mayne, Galiano","","","","Malva neglecta"
"535","ogi","Malvaceae","Malva sylvestris","Malva sylvestris","Farm fields, vineyard fields, Saturna.","","","","Malva sylvestris"
"536","ogi","Malvaceae","Sidalcea hendersonii","Sidalcea hendersonii","Browning Harbour salt marsh, N Pender.","","","","Sidalcea hendersonii"
"537","ogi","Melanthiaceae","Toxicoscordion venenosum var. venenosum","Toxicoscordion venenosum venenosum","Grassy bluffs and ridges, all islands.","","","","Toxicoscordion venenosum venenosum"
"538","ogi","Menyanthaceae","Menyanthes trifoliata","Menyanthes trifoliata","Huggins Devina Drive, Galiano 2016. AS same 2020.","","","","Menyanthes trifoliata"
"539","ogi","Montiaceae","Calandrinia ciliata","Calandrinia ciliata","Grassy, south facing bulffs, shorline ridges. All islands.","","","","Calandrinia ciliata"
"540","ogi","Montiaceae","Claytonia exigua ssp. exigua","Claytonia exigua exigua","Dry, shady sandy ground; all islands. ssp exigua and glauca both reported for Galiano.","","","","Claytonia exigua exigua"
"541","ogi","Montiaceae","Claytonia parviflora","Claytonia parviflora","Galiano location? FL Prevost Island 2004. JP-MF Mt. Norman, S Pender 1984. HJ Brown Ridge, Saturna 1999","","","","Claytonia parviflora"
"542","ogi","Montiaceae","Claytonia perfoliata","Claytonia perfoliata","Open to shady, moist ground,; forming pure stands on slightly disturbed ground. All islands.","","","","Claytonia perfoliata"
"543","ogi","Montiaceae","Claytonia rubra","Claytonia rubra","WBS Sturdies Bay, Galiano 1974. Lomer N&S Pender. Ceska & FL East Point and Brown Ridge, Saturna. FL Prevost Island 2004.","","","","Claytonia rubra"
"544","ogi","Montiaceae","Claytonia sibirica","Claytonia sibirica","Moist woods and thickets; all islands","","","","Claytonia sibirica"
"545","ogi","Montiaceae","Montia dichotoma","Montia dichotoma","Open, grassy slopes, mossy rock seeps on shorelines. Brown Ridge and East Point, Saturna. Bellhouse Park, Galiano.","","","AS","Montia dichotoma"
"546","ogi","Montiaceae","Montia fontana","Montia fontana","Moist meadows, seeps, vernal pools, margins of pond. All islands","","","AS","Montia fontana"
"547","ogi","Montiaceae","Montia howellii","Montia howellii","Trails, lake shorelines, mossy rock outcrops; all islands. Mossy rock shore on Dusenberg Park, Gabriola has mix of M. howellii, M. fontana, Limnanthes macounii and Myosurus minimus.","","","AS","Montia howellii"
"548","ogi","Montiaceae","Montia linearis","Montia linearis","Grassy bluffs, mossy seeps. Seen occasionally ion wet plowed ground. All islands.","","","AS","Montia linearis"
"549","ogi","Montiaceae","Montia parvifolia","Montia parvifolia","Stream banks and shady seeps on rocky outcrops, isolated mossy boulders. All islands.","recorded by HJ: Montia parvifolia var. flagellaris, syn. M.parvifolia in FPNW2","","AS","Montia parvifolia"
"550","ogi","Nymphaeaceae","Nuphar polysepala","Nuphar polysepala","Ponds and shallow lakes; all islands.","","","","Nuphar polysepala"
"551","ogi","Nymphaeaceae","Nymphaea odorata","Nymphaea odorata","HJ lakes in Whalers Bay-Bellhouse Bay fault. No collection.","","","","Nymphaea odorata"
"552","ogi","Onagraceae","Chamaenerion angustifolium","Chamaenerion angustifolium","Disturbed ground, burns, all islands.","","","","Chamaenerion angustifolium"
"553","ogi","Onagraceae","Circaea alpina ssp. pacifica","Circaea alpina pacifica","Cool, damp woods, all islands.","","","","Circaea alpina pacifica"
"554","ogi","Onagraceae","Clarkia amoena","Clarkia amoena","Grassy bluffs, all islands. Vars. caurina and lindelyi both reported for Galiano.","","","","Clarkia amoena"
"555","ogi","Onagraceae","Clarkia quadrivulnera","Clarkia purpurea quadrivulnera","HJ and MF Brown Ridge Saturna 2006.","","","","Clarkia purpurea quadrivulnera"
"556","ogi","Onagraceae","Epilobium brachycarpum","Epilobium brachycarpum","Roadsides, grassy bluffs, all islands.","","","","Epilobium brachycarpum"
"557","ogi","Onagraceae","Epilobium ciliatum","Epilobium ciliatum","Wet meadows, fens, wet land edges, all islands.","","","","Epilobium ciliatum"
"558","ogi","Onagraceae","Epilobium densiflorum","Epilobium densiflorum","HJ Roadside ditch, Bedwell Harbour Road 1981, Huggins Millard Learning Centre, Galiano 2016.","","","","Epilobium densiflorum"
"559","ogi","Onagraceae","Epilobium hallianum","Epilobium hallianum","FL Prevost Island 2004, FL wet field, S Pender 2006.","","","","Epilobium hallianum"
"560","ogi","Onagraceae","Epilobium hornemannii ssp. hornemannii","Epilobium hornemannii hornemannii","HJ Satuna Island in roadside ditch in structural stage 5 Pseudotsuga menziesii forest - Gaultheria shallon forest with Elymus glaucus, Veronica serpyillifolia, Senecio jacobei & Prunella vulgaris, slope 5% S30W. 1998.","","","","Epilobium hornemannii hornemannii"
"561","ogi","Onagraceae","Epilobium minutum","Epilobium minutum","Grassy bluffs, ledges and banks, all islands. Galiano reports E. foliosum and E. minutum now combined under E. m. Straley Bluffs Park, Galiano 1988.","","","","Epilobium minutum"
"562","ogi","Onagraceae","Ludwigia palustris","Ludwigia palustris","HLR Ecological Reserve 128 Sphagnum Bog report, Galiano.","","","AS","Ludwigia palustris"
"563","ogi","Onagraceae","Oenothera biennis","Oenothera biennis","Saturna roadside ditches Lyall Harbour. Not persisting. AS Cable Bay Farm, Galiano 2018.","","","","Oenothera biennis"
"564","ogi","Ophioglossaceae","Botrypus virginianus","Botrypus virginianus","Few roadside collections, Mayne Island.","","","","Botrypus virginianus"
"565","ogi","Ophioglossaceae","Ophioglossum pusillum","Ophioglossum pusillum","Two locations Saturna at edge of Carex obnupta fens.","","","","Ophioglossum pusillum"
"566","ogi","Ophioglossaceae","Sceptridium multifidum","Sceptridium multifidum","Occasional, moist swales, fens and meadow, Saturna, Mayne, Galiano. AC S Pender.","","","","Sceptridium multifidum"
"567","ogi","Orchidaceae","Calypso bulbosa var. occidentalis","Calypso bulbosa occidentalis","Mossy spots, shaded mature forest, all islands","","","","Calypso bulbosa occidentalis"
"568","ogi","Orchidaceae","Corallorhiza maculata var. occidentalis","Corallorhiza maculata occidentalis","Moist or dry coniferous forest throughout. All islands. Var. occidentalis and ozettensis reported for Galiano. Var. ozettensis collection M Donovan Quadra Hill, Galiano","","","AS","Corallorhiza maculata occidentalis"
"569","ogi","Orchidaceae","Corallorhiza maculata var. ozettensis","Corallorhiza maculata ozettensis","MD Galiano, Quadra Hill 2015, AS Galiano, Georgeson Bay 2018.","","","AS","Corallorhiza maculata ozettensis"
"570","ogi","Orchidaceae","Corallorhiza mertensiana","Corallorhiza mertensiana","Saturna R.W. Pillsbury 1957. Macoun Mayne 1914. Sczcawinski considers Mayne coll as tending to C. maculata.","","","","Corallorhiza mertensiana"
"571","ogi","Orchidaceae","Corallorhiza striata var. striata","Corallorhiza striata striata","Galiano creek valley draining into Georgeson Bay. AS Bluffs Park, Galiano 2018. C Matthews Mayne 2020. L Baile Clam Bay Rd, N Pender 2020.","","","AS","Corallorhiza striata striata"
"572","ogi","Orchidaceae","Epipactis helleborine","Epipactis helleborine","Ecapee from cultivation and spreading in dry, shady Fir-Arbutus woods Saturna, Galiano. Ben Kadel iNaturalist observation S Pender.","","","","Epipactis helleborine"
"573","ogi","Orchidaceae","Goodyera oblongifolia","Goodyera oblongifolia","Moist or semidry moss floored coniferous forest; throughout All islands","","","","Goodyera oblongifolia"
"574","ogi","Orchidaceae","Neottia banksiana","Neottia banksiana","HJ Saturna 1998 mossy floored 130 year old second growth forest.","","","","Neottia banksiana"
"575","ogi","Orchidaceae","Neottia cordata","Neottia cordata","Very common under dense Salal in second growth forests, all islands.","","","","Neottia cordata"
"576","ogi","Orchidaceae","Platanthera elegans ssp. elegans","Platanthera elegans elegans","Dry, open forest, ridges. Saturna, Mayne Galiano, Blunden. Saturna and Galiano collections previously identified as Habenaria maritima and Habenaria unalachensis var. maritima also S. Pender.","","","","Platanthera elegans elegans"
"577","ogi","Orchidaceae","Platanthera elongata","Platanthera elongata","Magner Galiano 2015 location?","","","","Platanthera elongata"
"578","ogi","Orchidaceae","Platanthera transversa","Platanthera transversa","HJ Saturna 1973. Magner Galiano 2016. there are now 16 collections/observations annotated as P.transversa from Galiano on iNaturalist. The Province lists it for BGxhICHdwMHmm. However, the orchid is recognized in WA. The Burke herbarium website appears to include records from the San Juans? See A. S. Pope s.n 5 Jul 1904 WTU 5945A.","","","","Platanthera transversa"
"579","ogi","Orchidaceae","Platanthera unalascensis","Platanthera unalascensis","Grassy, open places, dry coniferous forests, all islands.","","","","Platanthera unalascensis"
"580","ogi","Orchidaceae","Spiranthes romanzoffiana","Spiranthes romanzoffiana","Open, grassy places and parklands. All islands.","","","","Spiranthes romanzoffiana"
"581","ogi","Orobanchaceae","Aphyllon californicum ssp. californicum","Aphyllon californicum californicum","Parasitic on Grindelia, usually near shore line, all islands.","","","","Aphyllon californicum californicum"
"582","ogi","Orobanchaceae","Aphyllon purpureum","Aphyllon purpureum","Parasitic on Sedum and occasionally on Lithophragma, all islands.","","","AS","Aphyllon purpureum"
"583","ogi","Orobanchaceae","Bellardia viscosa","Bellardia viscosa","Roadsides, farm fields, pasture, all islands.","","","","Bellardia viscosa"
"584","ogi","Orobanchaceae","Castilleja attenuata","Castilleja attenuata","Open, grassy bluffs, all islands.","","","","Castilleja attenuata"
"585","ogi","Orobanchaceae","Castilleja hispida","Castilleja hispida","Grassy bluffs and ledges, all islands.","","","","Castilleja hispida"
"586","ogi","Orobanchaceae","Castilleja miniata var. dixonii","Castilleja miniata dixonii","RLT Anniversary Island 1978 voucher at UBC? Hill Mayne 1895.","","","","Castilleja miniata dixonii"
"587","ogi","Orobanchaceae","Euphrasia nemorosa","Euphrasia nemorosa","HJ Hydro service yard, Galiano 1980, Browning Harbour area, N Pender, WinterCove Park, Saturna picnic area.","","","","Euphrasia nemorosa"
"588","ogi","Orobanchaceae","Kopsiopsis hookeri","Kopsiopsis hookeri","Magner forest below Quadra Hill, Galiano 2015. iNaturalist report near ER 128 Sphagnum bog, Galiano 2020. Green iNaturalist report Mayne 2020.","","","AS","Kopsiopsis hookeri"
"589","ogi","Orobanchaceae","Rhinanthus minor ssp. groenlandicus","Rhinanthus groenlandicus","Meadows and grassy fields, all islands.","","","","Rhinanthus groenlandicus"
"590","ogi","Orobanchaceae","Triphysaria pusilla","Triphysaria pusilla","Meadows, weedy lawns, all islands.","","","AS","Triphysaria pusilla"
"591","ogi","Oxalidaceae","Oxalis corniculata","Oxalis corniculata","Occasional garden or greenhouse escape, not persistant.","","","","Oxalis corniculata"
"592","ogi","Papaveraceae","Eschscholzia californica ssp. californica","Eschscholzia californica californica","Roadsides and waste ground; all islands.","","","","Eschscholzia californica californica"
"593","ogi","Papaveraceae","Fumaria officinalis","Fumaria officinalis","Galiano location? T. Taylor observation.","","","","Fumaria officinalis"
"594","ogi","Papaveraceae","Fumaria reuteri","Fumaria reuteri","AS Highland Road Galiano 2017. Straley Burrill Road; escapee date?","","","","Fumaria reuteri"
"595","ogi","Papaveraceae","Meconella oregana","Meconella oregana","Open, grassy bluffs and ridges, HJ Saturna 1974, 1987. HJ Galiano. Batten Mt Sutil 2014.","","","","Meconella oregana"
"596","ogi","Papaveraceae","Papaver rhoeas","Papaver rhoeas","Waste places and old fields; rare N Pender","","","","Papaver rhoeas"
"597","ogi","Papaveraceae","Papaver somniferum","Papaver somniferum","Occasional escapee from cultivation. All islands.","","","","Papaver somniferum"
"598","ogi","Phrymaceae","Erythranthe alsinoides","Erythranthe alsinoides","Grassy bluffs, all islands.","","","","Erythranthe alsinoides"
"599","ogi","Phrymaceae","Erythranthe guttata","Erythranthe guttata","Seepy spots on grassy bluffs, occasionally roadside ditches, all islands. E sookensis Benedict et al. (2012) reported for Galiano.","","","","Erythranthe guttata"
"600","ogi","Phrymaceae","Erythranthe microphylla","Erythranthe microphylla","Galiano. Hybrid with E. nasuta called E sookensis B.G. Benedict et. al. Both nasuta and sookensis present? AW Galiano 1975 reported as Mimulus guttatus var depauperatus, Sullivan Saturna 1972, HJ Oaks Bulff N Pender 1981 HJ Heck Hill, Mayne 1980.","","","","Erythranthe microphylla"
"601","ogi","Phrymaceae","Erythranthe moschata","Erythranthe moschata","Ponds, ditches with standing water, all islands.","","","","Erythranthe moschata"
"602","ogi","Phrymaceae","Erythranthe nasuta","Erythranthe nasuta","FL Great Beaver Swamp, Galiano 2014, HJ Saturna 1973","","","","Erythranthe nasuta"
"603","ogi","Phrymaceae","Erythranthe sookensis","Erythranthe sookensis","HJ Saturna 1974, A&OC-HLR North Pender 1983, HJ Mayne 1979, AW Galiano 1975, AS Mt Galiano 2021.","not in FPNW2","","","Erythranthe sookensis"
"604","ogi","Pinaceae","Abies grandis","Abies grandis","Lowlands, moist forest; locally common, all islands.","","","AS, FL","Abies grandis"
"605","ogi","Pinaceae","Picea abies","Picea abies","AS Georgeson Bay 2016. Naturalized?","not in FPNW2","","","Picea abies"
"606","ogi","Pinaceae","Picea sitchensis","Picea sitchensis","Very rare, south east shore line forest in salt spray zone, Saturna, Galiano, South Pender.","","","","Picea sitchensis"
"607","ogi","Pinaceae","Pinus contorta var. contorta","Pinus contorta contorta","Dry, south exposed woodlands, Dry north slopes and northeast coastlines. All islands.","","","AS","Pinus contorta contorta"
"608","ogi","Pinaceae","Pinus monticola","Pinus monticola","Sphagnum bog, Galiano. Not known from other main islands","","","AS","Pinus monticola"
"609","ogi","Pinaceae","Pinus ponderosa","Pinus ponderosa","3 small trees in logged area Bodega Ridge, Galiano. Single seedling in clump of P. contorta East Point, Saturna. Planted trees along Bodega Beach Drive, Galiano.","","retain?","AS","Pinus ponderosa"
"610","ogi","Pinaceae","Pseudotsuga menziesii","Pseudotsuga menziesii menziesii","Moist to dry areas; generally distributed throughout the forested areas. All islands.","","","","Pseudotsuga menziesii menziesii"
"611","ogi","Pinaceae","Tsuga heterophylla","Tsuga heterophylla","Upland, north facing slopes; common. Very rare on south slopes and mesic lowland forest. All islands.","","","AS","Tsuga heterophylla"
"612","ogi","Plantaginaceae","Callitriche heterophylla var. bolanderi","Callitriche heterophylla bolanderi","Shallow standing water, Saturna, Mayne, Galiano. TRA S Pender 1960, confirmed PDW & HJ. var. heterophylla. HJ Saturna, Mayne, Prevost, Galiano. Macoun Mayne 1914.","","","","Callitriche heterophylla bolanderi"
"613","ogi","Plantaginaceae","Callitriche palustris","Callitriche palustris","HJ standing water in sedge fen Saturna 1978","","","","Callitriche palustris"
"614","ogi","Plantaginaceae","Chaenorhinum minus","Chaenorhinum minus","HJ Garden weed, Winter Cove area, Saturna 2003, also around Saturna Winery buildings.","","","","Chaenorhinum minus"
"615","ogi","Plantaginaceae","Collinsia grandiflora","Collinsia grandiflora","Open, grassy bluffs, all islands.","","","","Collinsia grandiflora"
"616","ogi","Plantaginaceae","Collinsia parviflora","Collinsia parviflora","Open, grassy bluffs, all islands.","","","","Collinsia parviflora"
"617","ogi","Plantaginaceae","Cymbalaria muralis","Cymbalaria muralis","Escaping from rock gardens, Saturna, Galiano.","","","","Cymbalaria muralis"
"618","ogi","Plantaginaceae","Digitalis purpurea","Digitalis purpurea","Roadsides, waste places, logged ground, all islands.","","","AS","Digitalis purpurea"
"619","ogi","Plantaginaceae","Hippuris vulgaris","Hippuris vulgaris","Ponds and shallow water of lakes, all islands.","","","","Hippuris vulgaris"
"620","ogi","Plantaginaceae","Kickxia elatine","Kickxia elatine","Mitchell Magic Lake area, N Pender 2019 iNaturalist report.","","","","Kickxia elatine"
"621","ogi","Plantaginaceae","Linaria purpurea","Linaria purpurea","Garden escapee, all islands.","","","","Linaria purpurea"
"622","ogi","Plantaginaceae","Linaria vulgaris","Linaria vulgaris","Roadside and waste ground Saturna, N Pender.","","","","Linaria vulgaris"
"623","ogi","Plantaginaceae","Nuttallanthus texanus","Nuttallanthus texanus","Grassy bluffs and ledges; HJ Mt Heck, Mayne 1980, Mt Norman, S Pender 1981, Oaks Bluff, N Pender 1981, Bodega Hill, Galiano 1982. Observed several times Saturna but looks like I failed to get a collection to V.","","","","Nuttallanthus texanus"
"624","ogi","Plantaginaceae","Plantago elongata","Plantago elongata","Grassy bluffs, rocky shoreline ledges, Saturna, Galiano, S Pender.","","","","Plantago elongata"
"625","ogi","Plantaginaceae","Plantago lanceolata","Plantago lanceolata","Lawns, waste ground, cultivated ground, all islands.","","","","Plantago lanceolata"
"626","ogi","Plantaginaceae","Plantago major","Plantago major","Lawns, roadsides and disturbed ground, all islands.","","","","Plantago major"
"627","ogi","Plantaginaceae","Plantago maritima","Plantago maritima","Rocky shoreline and salt marshes, all islands.","","","","Plantago maritima"
"628","ogi","Plantaginaceae","Veronica americana","Veronica americana","Standing water in ditches, fens and ponds, all islands.","","","AS","Veronica americana"
"629","ogi","Plantaginaceae","Veronica arvensis","Veronica arvensis","Waste ground, grassy bluffs, disturbed ground, all islands.","","","AS","Veronica arvensis"
"630","ogi","Plantaginaceae","Veronica filiformis","Veronica filiformis","Lawns, meadows, Saturna, Galiano.","","","AS","Veronica filiformis"
"631","ogi","Plantaginaceae","Veronica officinalis","Veronica officinalis","Roadsides and disturbed fields, all islands.","","","AS","Veronica officinalis"
"632","ogi","Plantaginaceae","Veronica peregrina var. xalapensis","Veronica peregrina xalapensis","Meadows, dirt roads, vernal wet spots, all islands.","","","AS","Veronica peregrina xalapensis"
"633","ogi","Plantaginaceae","Veronica persica","Veronica persica","HJ construction dirt pile, Sturdies Bay. Galiano 1982.","","","AS","Veronica persica"
"634","ogi","Plantaginaceae","Veronica scutellata","Veronica scutellata","Fens, pond edges, all islands.","","","AS","Veronica scutellata"
"635","ogi","Plantaginaceae","Veronica serpyllifolia","Veronica serpyllifolia","Moist meadows, wet ground and disturbed sites, all islands.","","","AS","Veronica serpyllifolia"
"636","ogi","Plumbaginaceae","Armeria maritima ssp. californica","Armeria maritima californica","TRA Otter Bay N Pender. AS Phillimore Point, Galiano 2017.","","","AS","Armeria maritima californica"
"637","ogi","Poaceae","Achnatherum lemmonii ssp. lemmonii","Eriocoma lemmonii lemmonii","Open, grassy south facing bluffs, all islands.","","","AS","Eriocoma lemmonii lemmonii"
"638","ogi","Poaceae","Agrostis capillaris","Agrostis capillaris","Meadow and pasture throughout, all islands.","","","","Agrostis capillaris"
"639","ogi","Poaceae","Agrostis exarata","Agrostis exarata","Roadsides and fields, all islands.","","","","Agrostis exarata"
"640","ogi","Poaceae","Agrostis gigantea","Agrostis gigantea","Lawns, fields and roadsides, all islands. Including Agrostis alba var. palustris and var. stolonifera","","","","Agrostis gigantea"
"641","ogi","Poaceae","Agrostis microphylla","Agrostis microphylla","HJ record from East Point, Saturna, probably more widespread on othe islands. Pojar Cabbage Island 1976.","","","","Agrostis microphylla"
"642","ogi","Poaceae","Agrostis pallens","Agrostis pallens","Dry upland pasture Saturna, Mayne, Galiano.","","","","Agrostis pallens"
"643","ogi","Poaceae","Agrostis scabra","Agrostis scabra","Logging roads, fens; all islands.","","","","Agrostis scabra"
"644","ogi","Poaceae","Aira caryophyllea","Aira caryophyllea","Open bluffs and grassy slopes, particularly where disturbed. All islands.","","","AS","Aira caryophyllea"
"645","ogi","Poaceae","Aira praecox","Aira praecox","Open bluffs and grassy slopes, particularly where disturbed. All islands.","","","AS","Aira praecox"
"646","ogi","Poaceae","Alopecurus aequalis","Alopecurus aequalis","Buck Lake, North Pender, Money Lake and lowland fen on Mt David, Saturna, TRA South Pender.","","","","Alopecurus aequalis"
"647","ogi","Poaceae","Alopecurus geniculatus","Alopecurus geniculatus","Wet meadows, all islands.","","","","Alopecurus geniculatus"
"648","ogi","Poaceae","Alopecurus pratensis","Alopecurus pratensis","Wet meadows and fields throughout, all islands.","","","","Alopecurus pratensis"
"649","ogi","Poaceae","Anthoxanthum aristatum ssp. aristatum","Anthoxanthum aristatum aristatum","Bellhouse park , rocky, thin soil. HJ","","","AS","Anthoxanthum aristatum aristatum"
"650","ogi","Poaceae","Anthoxanthum odoratum","Anthoxanthum odoratum","Grassy bluffs, dry fields throughout, all islands.","","","AS","Anthoxanthum odoratum"
"651","ogi","Poaceae","Apera interrupta","Apera interrupta","AC Oak Bluff Rd, N Pender 1983.","","","","Apera interrupta"
"652","ogi","Poaceae","Arrhenatherum elatius","Arrhenatherum elatius","Dry meadows, farm fields and roadside, all islands.","","","","Arrhenatherum elatius"
"653","ogi","Poaceae","Avena sativa","Avena sativa","Galiano, Occasionally introduced by highways, all islands","","","","Avena sativa"
"654","ogi","Poaceae","Bromus commutatus","Bromus commutatus","HJ collections reidentified by LEP. Not known from area.","","","","Bromus commutatus"
