"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","coordinateUncertaintyInMeters"
"1418","Halictus tripartitus",309390,"Halictus tripartitus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Halictus","tripartitus","iNat:21687936",48.869686,-123.319933,"2018-08-20",NA,NA,"Andrew Simon","false",64
"1419","Enchoria lacteata",447740,"Enchoria lacteata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Xanthorhoini","Enchoria","lacteata","iNat:21816190",48.904888,-123.348062,"2019-03-26",NA,NA,"","false",5
"1420","Brochymena",127347,"Brochymena",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Heteroptera","Pentatomomorpha","Pentatomoidea","Pentatomidae","Pentatominae","Halyini","Brochymena","","iNat:21816315",48.905303,-123.348137,"2019-03-26",NA,NA,"","false",10
"1421","Chlorochroa",84094,"Chlorochroa",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Heteroptera","Pentatomomorpha","Pentatomoidea","Pentatomidae","Pentatominae","Nezarini","Chlorochroa","","iNat:21816376",48.905062,-123.34813,"2018-11-06",NA,NA,"","false",5
"1422","Formica",47339,"Formica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Formicini","Formica","","iNat:21817794",48.867291,-123.375949,"2019-03-30",NA,NA,"Andrew Simon","false",93
"1423","Xysticus",61903,"Xysticus",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Thomisoidea","Thomisidae","Thomisinae","Coriarachnini","Xysticus","","iNat:21817812",48.868111,-123.376578,"2019-03-30",NA,NA,"Andrew Simon","false",NA
"1424","Oestroidea",356157,"Oestroidea",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Oestroidea","","","","","","iNat:21817823",48.868781,-123.346018,"2019-03-30",NA,NA,"Andrew Simon","false",107
"1425","Osmia",57674,"Osmia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Osmiini","Osmia","","iNat:21817826",48.878275,-123.317065,"2019-03-30",NA,NA,"Andrew Simon","false",63
"1426","Coelopidae",194033,"Coelopidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Sciomyzoidea","Coelopidae","","","","","iNat:21817827",48.871762,-123.310548,"2019-03-30",NA,NA,"Andrew Simon","false",21
"1427","Anthophora",57682,"Anthophora",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Anthophorini","Anthophora","","iNat:21817828",48.878242,-123.316957,"2019-03-30",NA,NA,"Andrew Simon","false",60
"1428","Erynnis propertius",59187,"Erynnis propertius",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","Pyrginae","Erynnini","Erynnis","propertius","iNat:21817835",48.868142,-123.376889,"2019-03-30",NA,NA,"Andrew Simon","false",74
"1429","Bombus flavifrons",119308,"Bombus flavifrons",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","flavifrons","iNat:21817838",48.868664,-123.378069,"2019-03-30",NA,NA,"Andrew Simon","false",148
"1430","Ichneumonidae",47199,"Ichneumonidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","","Ichneumonoidea","Ichneumonidae","","","","","iNat:21860333",48.879563,-123.319894,"2019-03-31",NA,NA,"Andrew Simon","false",36
"1431","Eupithecia",123096,"Eupithecia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Eupitheciini","Eupithecia","","iNat:21921831",48.872941,-123.346563,"2019-02-23",NA,NA,"Kevin Toomer","false",21
"1432","Eupitheciini",123039,"Eupitheciini",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Eupitheciini","","","iNat:21922230",48.872923,-123.346505,"2019-03-15",NA,NA,"Kevin Toomer","false",21
"1433","Phigalia plumogeraria",347168,"Phigalia plumogeraria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Bistonini","Phigalia","plumogeraria","iNat:21922810",48.872922,-123.346456,"2019-03-15",NA,NA,"Kevin Toomer","false",43
"1434","Eupithecia",123096,"Eupithecia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Eupitheciini","Eupithecia","","iNat:21923085",48.872936,-123.346491,"2019-03-17",NA,NA,"Kevin Toomer","false",21
"1435","Hypena californica",221966,"Hypena californica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Erebidae","Hypeninae","","Hypena","californica","iNat:21923178",48.872883,-123.34644,"2019-03-17",NA,NA,"Kevin Toomer","false",21
"1436","Thallophaga hyperborea",232458,"Thallophaga hyperborea",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Diptychini","Thallophaga","hyperborea","iNat:21923255",48.872959,-123.346527,"2019-03-22",NA,NA,"Kevin Toomer","false",21
"1437","Thallophaga hyperborea",232458,"Thallophaga hyperborea",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Diptychini","Thallophaga","hyperborea","iNat:21923868",48.872922,-123.346445,"2019-03-26",NA,NA,"Kevin Toomer","false",21
"1438","Egira crucialis",345709,"Egira crucialis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Noctuinae","Orthosiini","Egira","crucialis","iNat:21923994",48.87287,-123.346403,"2019-03-26",NA,NA,"Kevin Toomer","false",43
"1439","Venusia",178655,"Venusia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Asthenini","Venusia","","iNat:21924440",48.872916,-123.346482,"2019-03-26",NA,NA,"Kevin Toomer","false",21
"1440","Pyrobombus",538900,"Pyrobombus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","","iNat:21924961",48.873297,-123.346513,"2019-03-28",NA,NA,"Kevin Toomer","false",21
"1441","Feralia deceptiva",452538,"Feralia deceptiva",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Amphipyrinae","Psaphidini","Feralia","deceptiva","iNat:21926190",48.872922,-123.346478,"2019-03-29",NA,NA,"Kevin Toomer","false",43
"1442","Egira crucialis",345709,"Egira crucialis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Noctuinae","Orthosiini","Egira","crucialis","iNat:21926365",48.872923,-123.346472,"2019-03-29",NA,NA,"Kevin Toomer","false",21
"1443","Triphosa haesitata",233010,"Triphosa haesitata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Rheumapterini","Triphosa","haesitata","iNat:21926446",48.872896,-123.346413,"2019-03-29",NA,NA,"Kevin Toomer","false",43
"1444","Nola minna",225988,"Nola minna",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Nolidae","Nolinae","Nolini","Nola","minna","iNat:21926570",48.872864,-123.346509,"2019-03-29",NA,NA,"Kevin Toomer","false",87
"1445","Orthosia praeses",347248,"Orthosia praeses",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Noctuinae","Orthosiini","Orthosia","praeses","iNat:21926656",48.872889,-123.346445,"2019-03-30",NA,NA,"Kevin Toomer","false",43
"1446","Triphosa haesitata",233010,"Triphosa haesitata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Rheumapterini","Triphosa","haesitata","iNat:21926800",48.872909,-123.346465,"2019-03-31",NA,NA,"Kevin Toomer","false",21
"1447","Eupithecia ravocostaliata",219826,"Eupithecia ravocostaliata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Eupitheciini","Eupithecia","ravocostaliata","iNat:21927389",48.872937,-123.346463,"2019-04-01",NA,NA,"Kevin Toomer","false",21
"1448","Bombus sitkensis",142269,"Bombus sitkensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","sitkensis","iNat:21928656",48.867419,-123.340054,"2019-03-31",NA,NA,"Kevin Toomer","false",61
"1449","Bombus sitkensis",142269,"Bombus sitkensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","sitkensis","iNat:21972481",48.965719,-123.552637,"2019-03-30",NA,NA,"Nancy","false",179
"1450","Feralia deceptiva",452538,"Feralia deceptiva",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Amphipyrinae","Psaphidini","Feralia","deceptiva","iNat:21985784",48.867873,-123.345157,"2019-04-04",NA,NA,"Lauren Magner","false",100
"1451","Celastrina echo",52484,"Celastrina echo",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Lycaenidae","Polyommatinae","Polyommatini","Celastrina","echo","iNat:21996525",48.866344,-123.334187,"2019-04-04",NA,NA,"Kevin Toomer","false",21
"1452","Sabulodes aegrotata",55467,"Sabulodes aegrotata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","","Sabulodes","aegrotata","iNat:21996969",48.872933,-123.346442,"2019-04-04",NA,NA,"Kevin Toomer","false",10
"1453","Egira curialis",218899,"Egira curialis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Noctuinae","Orthosiini","Egira","curialis","iNat:21997333",48.87293,-123.346483,"2019-04-03",NA,NA,"Kevin Toomer","false",21
"1454","Eupithecia",123096,"Eupithecia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Eupitheciini","Eupithecia","","iNat:22057739",48.872948,-123.346534,"2019-04-05",NA,NA,"Kevin Toomer","false",10
"1455","Anticlea vasiliata",215211,"Anticlea vasiliata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Larentiini","Anticlea","vasiliata","iNat:22057950",48.872937,-123.346462,"2019-04-05",NA,NA,"Kevin Toomer","false",21
"1456","Xanthorhoe defensaria",205881,"Xanthorhoe defensaria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Xanthorhoini","Xanthorhoe","defensaria","iNat:22058366",48.872951,-123.346514,"2019-04-05",NA,NA,"Kevin Toomer","false",10
"1457","Anthophorini",203135,"Anthophorini",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Anthophorini","","","iNat:22182491",48.959597,-123.53453,"2019-04-07",NA,NA,"Adam Huggins","false",10
"1458","Bombylius major",51557,"Bombylius major",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Orthorrhapha","Asiloidea","Bombyliidae","Bombyliinae","Bombyliini","Bombylius","major","iNat:22183605",48.8672,-123.375844,"2019-04-07",NA,NA,"Andrew Simon","false",92
"1459","Erynnis propertius",59187,"Erynnis propertius",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","Pyrginae","Erynnini","Erynnis","propertius","iNat:22183607",48.868555,-123.377947,"2019-04-07",NA,NA,"Andrew Simon","false",152
"1460","Perizoma curvilinea",358468,"Perizoma curvilinea",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Hydriomenini","Perizoma","curvilinea","iNat:22260298",48.872935,-123.34646,"2019-04-09",NA,NA,"Kevin Toomer","false",21
"1461","Orthosia transparens",226651,"Orthosia transparens",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Noctuinae","Orthosiini","Orthosia","transparens","iNat:22260684",48.872912,-123.34644,"2019-04-09",NA,NA,"Kevin Toomer","false",21
"1462","Helops",177921,"Helops",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Tenebrionidae","Tenebrioninae","Helopini","Helops","","iNat:22260943",48.872938,-123.346476,"2019-04-09",NA,NA,"Kevin Toomer","false",21
"1463","Orthosia praeses",347248,"Orthosia praeses",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Noctuinae","Orthosiini","Orthosia","praeses","iNat:22261048",48.872916,-123.346462,"2019-04-09",NA,NA,"Kevin Toomer","false",21
"1464","Plodia interpunctella",124184,"Plodia interpunctella",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Pyraloidea","Pyralidae","Phycitinae","Phycitini","Plodia","interpunctella","iNat:22399961",48.877129,-123.3186,"2019-04-12",NA,NA,"Andrew Simon","false",28
"1465","Hesperiidae",47653,"Hesperiidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","","","","","iNat:22446344",48.927918,-123.467646,"2019-04-13",NA,NA,"Adam Huggins","false",272
"1466","Sabulodes aegrotata",55467,"Sabulodes aegrotata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","","Sabulodes","aegrotata","iNat:22633545",48.872917,-123.346479,"2019-04-13",NA,NA,"Kevin Toomer","false",43
"1467","Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:22710036",48.904943,-123.34813,"2018-03-05",NA,NA,"","false",10
"1468","Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:22718505",48.904897,-123.348321,"2017-09-17",NA,NA,"","false",10
"1469","Papilio eurymedon",55521,"Papilio eurymedon",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Papilionidae","Papilioninae","Papilionini","Papilio","eurymedon","iNat:22718672",48.904813,-123.348457,"2017-06-22",NA,NA,"","false",10
"1470","Papilio eurymedon",55521,"Papilio eurymedon",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Papilionidae","Papilioninae","Papilionini","Papilio","eurymedon","iNat:22718769",48.90489,-123.348219,"2017-06-22",NA,NA,"","false",10
"1471","Sergiolus",153635,"Sergiolus",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Gnaphosoidea","Gnaphosidae","Herpyllinae","","Sergiolus","","iNat:22782891",48.868695,-123.346062,"2019-04-20",NA,NA,"Andrew Simon","false",33
"1472","Lophocampa argentata",84792,"Lophocampa argentata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Erebidae","Arctiinae","Arctiini","Lophocampa","argentata","iNat:22842499",49.011203,-123.574913,"2019-04-20",NA,NA,"","false",5
"1473","Acari",52788,"Acari",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","Acari","","","","","","","","","","","iNat:22842681",49.0127,-123.571908,"2019-04-19",NA,NA,"","false",5
"1474","Calliphora vomitoria",70151,"Calliphora vomitoria",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Oestroidea","Calliphoridae","Calliphorinae","","Calliphora","vomitoria","iNat:22845215",48.867325,-123.338507,"2019-04-21",NA,NA,"Andrew Simon","false",158
"1475","Misumena vatia",55746,"Misumena vatia",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Thomisoidea","Thomisidae","Thomisinae","Misumenini","Misumena","vatia","iNat:22954203",48.868494,-123.345724,"2019-04-23",NA,NA,"Lauren Magner","false",28
"1476","Perizoma curvilinea",358468,"Perizoma curvilinea",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Hydriomenini","Perizoma","curvilinea","iNat:23576887",48.890259,-123.38733,"2019-04-27",NA,NA,"Gideon Mordecai","false",16
"1477","Rhionaeschna californica",67736,"Rhionaeschna californica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Anisoptera","","Aeshnoidea","Aeshnidae","","","Rhionaeschna","californica","iNat:23848793",48.86849,-123.344528,"2019-04-27",NA,NA,"John Martin","false",NA
"1478","Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:24259251",49.013678,-123.573428,"2019-04-27",NA,NA,"Andrew Simon","false",NA
"1479","Camponotus",62781,"Camponotus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Camponotini","Camponotus","","iNat:24259261",49.005114,-123.576286,"2019-04-27",NA,NA,"Andrew Simon","false",NA
"1480","Alopecosa kochi",143470,"Alopecosa kochi",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Lycosoidea","Lycosidae","Lycosinae","","Alopecosa","kochi","iNat:24351453",48.928333,-123.471455,"2019-04-26",NA,NA,"Andrew Simon","false",236
"1481","Hypherpes",208568,"Hypherpes",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Adephaga","","Caraboidea","Carabidae","Pterostichinae","Pterostichini","Pterostichus","","iNat:24351454",48.928333,-123.471455,"2019-04-26",NA,NA,"Andrew Simon","false",236
"1482","Callobius pictus",199277,"Callobius pictus",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Amaurobioidea","Amaurobiidae","","","Callobius","pictus","iNat:24351455",48.928333,-123.471455,"2019-04-26",NA,NA,"Andrew Simon","false",236
"1483","Pardosa vancouveri",227200,"Pardosa vancouveri",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Lycosoidea","Lycosidae","Pardosinae","","Pardosa","vancouveri","iNat:24351457",48.928333,-123.471455,"2019-04-26",NA,NA,"Andrew Simon","false",236
